"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22g_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.378573213106482,0.502624689950035,0.650697549834066,0.692991453158116,1.21533266755361,0.0578729841692193
-1.61284198659686,0.502624689950035,0.650697549834066,0.692991453158116,1.21533266755361,1.33107863589205
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.258193067753489,0.502624689950035,-1.55166338806585,0.692991453158116,-1.33107863589205,0.0578729841692193
2.13962989412337,-1.88484258731263,0.650697549834066,0.692991453158116,-0.0578729841692193,-1.21533266755361
1.03603043218154,0.502624689950035,0.650697549834066,-1.00098765456172,-0.0578729841692193,0.0578729841692193
0.200760667546449,0.502624689950035,0.650697549834066,-1.00098765456172,-0.0578729841692193,0.0578729841692193
1.0627935119253,0.502624689950035,-0.450482919115892,-1.00098765456172,-0.0578729841692193,0.0578729841692193
0.716265293439002,-1.88484258731263,1.75187801878402,-1.00098765456172,-0.0578729841692193,0.0578729841692193
0.622587886421542,NA,0.650697549834066,-2.69496676228156,-0.0578729841692193,1.33107863589205
0.0331519329952941,-1.88484258731263,-1.55166338806585,-1.00098765456172,1.21533266755361,0.0578729841692193
0.54497362958178,0.502624689950035,-0.450482919115892,-1.00098765456172,-0.0578729841692193,-2.48853831927643
-1.52590149842278,0.502624689950035,-1.55166338806585,0.692991453158116,-1.33107863589205,1.33107863589205
0.106439859856298,0.502624689950035,-1.55166338806585,0.692991453158116,-0.0578729841692193,0.0578729841692193
NA,NA,NA,NA,NA,NA
-1.59405435829737,0.502624689950035,-0.450482919115892,0.692991453158116,-0.0578729841692193,-1.21533266755361
-0.37770013901935,0.502624689950035,-0.450482919115892,0.692991453158116,-0.0578729841692193,0.0578729841692193
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.76906153231543,NA,-0.450482919115892,0.692991453158116,1.21533266755361,1.33107863589205
NA,NA,NA,NA,NA,NA
-0.484781423623174,NA,-0.450482919115892,0.692991453158116,1.21533266755361,0.0578729841692193
-0.298692858921684,0.502624689950035,-0.450482919115892,0.692991453158116,-1.33107863589205,1.33107863589205
-0.259191037441071,0.502624689950035,0.650697549834066,0.692991453158116,-0.0578729841692193,-1.21533266755361
-0.530437148503619,0.502624689950035,0.650697549834066,-1.00098765456172,1.21533266755361,0.0578729841692193
1.13891818610772,0.502624689950035,1.75187801878402,0.692991453158116,-2.60428428761487,-1.21533266755361
0.214344408103088,-1.88484258731263,0.650697549834066,0.692991453158116,-0.0578729841692193,0.0578729841692193
