"ID_SAEB","ID_REGIAO","ID_UF","ID_MUNICIPIO","ID_AREA","ID_ESCOLA","IN_PUBLICA","ID_LOCALIZACAO","ID_TURMA","ID_SERIE","ID_ALUNO","IN_SITUACAO_CENSO","IN_PREENCHIMENTO_LP","IN_PREENCHIMENTO_MT","IN_PRESENCA_LP","IN_PRESENCA_MT","ID_CADERNO_LP","ID_BLOCO_1_LP","ID_BLOCO_2_LP","ID_CADERNO_MT","ID_BLOCO_1_MT","ID_BLOCO_2_MT","TX_RESP_BLOCO1_LP","TX_RESP_BLOCO2_LP","TX_RESP_BLOCO1_MT","TX_RESP_BLOCO2_MT","IN_PROFICIENCIA_LP","IN_PROFICIENCIA_MT","IN_AMOSTRA","ESTRATO","PESO_ALUNO_LP","PROFICIENCIA_LP","ERRO_PADRAO_LP","PROFICIENCIA_LP_SAEB","ERRO_PADRAO_LP_SAEB","PESO_ALUNO_MT","PROFICIENCIA_MT","ERRO_PADRAO_MT","PROFICIENCIA_MT_SAEB","ERRO_PADRAO_MT_SAEB","IN_PREENCHIMENTO_QUESTIONARIO","IN_INSE","INSE_ALUNO","NU_TIPO_NIVEL_INSE","PESO_ALUNO_INSE","TX_RESP_Q01","TX_RESP_Q02","TX_RESP_Q03","TX_RESP_Q04","TX_RESP_Q05a","TX_RESP_Q05b","TX_RESP_Q05c","TX_RESP_Q06","TX_RESP_Q07a","TX_RESP_Q07b","TX_RESP_Q07c","TX_RESP_Q07d","TX_RESP_Q07e","TX_RESP_Q08","TX_RESP_Q09","TX_RESP_Q10a","TX_RESP_Q10b","TX_RESP_Q10c","TX_RESP_Q10d","TX_RESP_Q10e","TX_RESP_Q10f","TX_RESP_Q11a","TX_RESP_Q11b","TX_RESP_Q11c","TX_RESP_Q12a","TX_RESP_Q12b","TX_RESP_Q12c","TX_RESP_Q12d","TX_RESP_Q12e","TX_RESP_Q12f","TX_RESP_Q12g","TX_RESP_Q13a","TX_RESP_Q13b","TX_RESP_Q13c","TX_RESP_Q13d","TX_RESP_Q13e","TX_RESP_Q13f","TX_RESP_Q13g","TX_RESP_Q13h","TX_RESP_Q13i","TX_RESP_Q14","TX_RESP_Q15a","TX_RESP_Q15b","TX_RESP_Q16","TX_RESP_Q17","TX_RESP_Q18","TX_RESP_Q19","TX_RESP_Q20","TX_RESP_Q21a","TX_RESP_Q21b","TX_RESP_Q21c","TX_RESP_Q21d","TX_RESP_Q21e","TX_RESP_Q22a","TX_RESP_Q22b","TX_RESP_Q22c","TX_RESP_Q22d","TX_RESP_Q22e","TX_RESP_Q22f","TX_RESP_Q22g","TX_RESP_Q22h","TX_RESP_Q23a","TX_RESP_Q23b","TX_RESP_Q23c","TX_RESP_Q23d","TX_RESP_Q23e","TX_RESP_Q23f","TX_RESP_Q23g","TX_RESP_Q23h","TX_RESP_Q23i","TX_RESP_Q24","TX_RESP_Q25","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num","Q01_masculino","Q01_feminino","Q04_Branca","Q04_Preta","Q04_Parda","Q04_Amarela","Q04_Indigena"
2023,3,31,6324854,2,61428149,1,1,1597480,12,52335394,1,0,0,0,0,13,6,1,13,6,1,".............",".............",".............",".............",0,0,0,"63248542112",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,31,6324854,2,61428149,1,1,1597480,12,52335395,1,1,1,1,1,4,4,5,4,4,5,"BABEDECADCAED","EABCAADBCDECD","ECECDAAABCBEC","ADDACABDDCCED",1,1,0,"63248542112",1.3333333333,"1.807971",0.409851,349.592192,22.58007,1.3333333333,0.59548,0.468455,283.247144,26.18304,1,1,3.91,2,1.4,"A","C","A","B","A","A","A","C","B","B","A","A","B","E","F","B","B","C","A","C","B","B","B","B","B","A","D","A","B","B","B","A","B","A","A","A","A","B","A","A","B","A","A","A","A","A","B","A","A","C","C","C","B","B","B","B","C","D","D","C","D","A","B","D","D","B","B","B","B","C","C","A",2,2,3,1,3,2,1,3,3,3,2,3,3,3,2,1,1,2,1,4,3,1,1,3,3,3,3,2,2,1,1,0,0,1,0,0,0
2023,3,31,6324854,2,61428149,1,1,1597480,12,52335396,1,1,1,1,1,1,1,2,1,1,2,"BEDCDABDCAABD","AAECEECABDDAB","DBCDCBABAAECC","BDDCBABCDBCED",1,1,0,"63248542112",1.3333333333,"0.000527",0.389343,250.014024,21.450215,1.3333333333,0.628767,0.462453,285.107632,25.847575,1,1,3.84,2,1.4,"A","C","A","A","A","A","B","C","B","B","A","A","B","B","B","B","C","C","B","C","C","B","B","B","B","A","D","B","B","A","D","A","B","B","B","A","A","B","A","A","B","A","A","A","B","A","A","A","B","D","B","D","D","C","D","B","C","C","C","B","D","A","A","D","C","A","A","C","A","A","B","A",2,3,3,2,3,3,2,4,2,4,4,2,1,3,2,2,2,3,1,4,4,1,2,4,4,2,4,4,1,1,1,0,1,0,0,0,0
2023,3,31,6324854,2,61428149,1,1,1597480,12,52335397,1,0,0,0,0,2,2,3,2,2,3,".............",".............",".............",".............",0,0,0,"63248542112",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,31,6324854,2,61428149,1,1,1597480,12,52335398,1,1,1,1,1,18,4,7,18,4,7,"BABEECBAAEABE","CDAABBDBDCBBD","CBACDBCBBCEBC","BBACBCBCBDEEB",1,1,0,"63248542112",1.3333333333,"-0.087887",0.378444,245143,20.849753,1.3333333333,-0.684545,0.676091,211.703567,37.7883,1,1,3.24,2,1.4,"B","C","A","C","A","A","A","B","B","B",".",".","B","F","A","B","B","B","B","C","C","A","B","B","B","A","C","B","B","A","B","A","A","A","A","A","B","B","A","A","A","B","A","D","B","A","A","A","C","C","C","A","C","B","B","B","B","B","C","B","B","B","B","A","B","B","B","C","B","B","C","A",2,2,2,2,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,2,3,3,1,1,0,1,0,0,1,0,0
2023,3,31,6324854,2,61428149,1,1,1597480,12,52335399,1,1,1,1,1,1,1,2,1,1,2,"DECBABBDCABEB","ACCEAEACACDCA","CBADEBACDDAAE","ACACAACCABECD",1,1,0,"63248542112",1.3333333333,"-0.818609",0.53152,204.885067,29.283224,1.3333333333,-0.560443,0.630319,218.639917,35.229996,1,1,3.48,2,1.4,"A","D","A","B","A","A","A","E","B","B","A","A","B","B","B","B","C","C","C","C","C","B","B","B","C","A","D","B","B","A","C","A","A","B","A","A","A","B","A","A","A","A","B","A","A","A","B","A","B","C","A","B","A","A","B","A","B","C","A","B","A","A","B","A","B","C","A","A","B","A","A","B",2,3,3,3,3,3,2,3,1,2,1,4,3,4,3,2,4,3,4,4,3,4,3,2,4,4,3,4,2,1,1,0,0,1,0,0,0
2023,3,31,6324854,2,61428149,1,1,1597480,12,52335400,1,0,0,0,0,3,3,4,3,3,4,".............",".............",".............",".............",0,0,0,"63248542112",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,31,6324854,2,61428149,1,1,1597480,12,52335401,1,1,1,1,1,5,5,6,5,5,6,"EAACACDBCDECA","EEECADDBDBECA","DCDCAABCCADBC","BDEECEAABADCA",1,1,0,"63248542112",1.3333333333,"1.663432",0.385903,341.629053,21.260694,1.3333333333,0.727136,0.595924,290.605705,33.30758,1,1,5.23,5,1.4,"A","C","A","C","A","A","A","A","B","B",".",".",".","D","B","B","C","C","C","C","C","A","B","B","D","A","C","C","C","B","D","B","B","B","B","A","A","B","B","B","A","A","A","A","C","A","A","A","A","A","A","D","D","A","A","C","C","C","C","B","B","B","C","B","B","C","B","C","B","B","C","A",2,3,3,3,3,3,1,1,1,4,4,4,4,2,2,2,2,3,3,3,2,3,3,2,3,2,3,3,1,1,1,0,0,0,1,0,0
2023,3,31,6324854,2,61428149,1,1,1597480,12,52335402,1,0,0,0,0,21,7,3,21,7,3,".............",".............",".............",".............",0,0,0,"63248542112",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,31,6324854,2,61428149,1,1,1597480,12,52335403,1,1,1,1,1,3,3,4,3,3,4,"DCEECBCCBAABD","EAEEBEBADCADD","CBEABEDAAADBB","ABAADEDBCDBDC",1,1,0,"63248542112",1.3333333333,"0.366036",0.336361,270.151144,18.531259,1.3333333333,-0.54921,0.717372,219.267756,40.095591,1,1,3.46,2,1.4,"B","C","A","C","A","A","A","B","B","A","A","A","B","A","A","B","C","C","C","C","B","B","B","B","B","A","C","B","B","A","C","A","B","B","B","A","A","B","A","A","A","A","A","A","B","A","A","A","B","A","D","D","B","B","C","C",".","B","C","C","C","A","A","B","C","B","B","B","B","B","C","A",2,3,3,3,3,2,2,1,4,4,2,3,2,2,NA,3,2,2,2,4,4,3,2,3,3,3,3,3,1,1,0,1,0,0,1,0,0
