"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num"
1.31497498081791,-0.167634321732707,0.0307482760877619,0.684046336133901
1.15177593333424,1.22931835937319,1.13768621524719,-0.808418397249156
-0.404677541251932,-0.167634321732707,-1.07618966307167,-0.808418397249156
NA,NA,NA,NA
0.498877769211297,-0.167634321732707,0.0307482760877619,-0.808418397249156
1.03682944462768,1.22931835937319,2.24462415440662,-0.808418397249156
0.815045745871861,1.22931835937319,1.13768621524719,-0.808418397249156
0.267061126687739,1.22931835937319,0.0307482760877619,-0.808418397249156
1.01794566157576,1.22931835937319,2.24462415440662,-0.808418397249156
NA,NA,NA,NA
0.476413052812186,-0.167634321732707,1.13768621524719,0.684046336133901
NA,NA,NA,NA
0.767605925390785,-0.167634321732707,1.13768621524719,-0.0621860305576274
-0.00779684617068677,-0.167634321732707,0.0307482760877619,-0.808418397249156
1.41116560376028,1.22931835937319,1.13768621524719,-0.808418397249156
-0.200917732264414,1.22931835937319,0.0307482760877619,-0.808418397249156
0.887016303200811,NA,NA,NA
NA,-1.5645870028386,-1.07618966307167,-0.808418397249156
NA,NA,NA,NA
1.07526164989396,-0.167634321732707,1.13768621524719,-0.808418397249156
0.0748722542973859,1.22931835937319,1.13768621524719,-0.808418397249156
0.676966078226359,1.22931835937319,1.13768621524719,-0.808418397249156
1.375921903181,1.22931835937319,NA,NA
-0.239242202088838,-0.167634321732707,-1.07618966307167,-0.808418397249156
0.658463183869143,1.22931835937319,-1.07618966307167,-0.808418397249156
1.4266415878641,1.22931835937319,1.13768621524719,-0.808418397249156
1.14273368076462,-0.167634321732707,1.13768621524719,-0.808418397249156
0.43610430250639,-0.167634321732707,-1.07618966307167,-0.0621860305576274
0.334386001175417,-0.167634321732707,1.13768621524719,-0.808418397249156
0.17989735805544,1.22931835937319,-1.07618966307167,-0.808418397249156
0.854305127484791,-1.5645870028386,-1.07618966307167,-0.0621860305576274
0.0391851466929447,-0.167634321732707,-1.07618966307167,1.43027870282543
0.909384824123561,1.22931835937319,-1.07618966307167,0.684046336133901
-1.71556680019998,NA,0.0307482760877619,-0.808418397249156
0.0114389669330187,-0.167634321732707,-1.07618966307167,-0.808418397249156
1.19312825616264,1.22931835937319,0.0307482760877619,-0.808418397249156
NA,NA,NA,NA
0.996236961312472,1.22931835937319,1.13768621524719,-0.808418397249156
NA,NA,NA,NA
-0.742548456922209,NA,NA,NA
