"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num"
0.461603628288669,1.22931835937319,0.0307482760877619,-0.808418397249156
1.9576382081311,-0.167634321732707,-1.07618966307167,-0.808418397249156
1.2581552983077,-0.167634321732707,1.13768621524719,-0.808418397249156
0.770251946949475,-0.167634321732707,0.0307482760877619,-0.808418397249156
-0.225933252413127,-0.167634321732707,0.0307482760877619,-0.0621860305576274
0.936995370007651,1.22931835937319,0.0307482760877619,1.43027870282543
0.977421457844595,-1.5645870028386,0.0307482760877619,-0.808418397249156
0.773187480229492,1.22931835937319,0.0307482760877619,-0.808418397249156
1.13652404453615,-0.167634321732707,-1.07618966307167,-0.808418397249156
NA,NA,NA,NA
-1.11353643735205,-0.167634321732707,1.13768621524719,-0.808418397249156
-1.5720508136809,1.22931835937319,0.0307482760877619,1.43027870282543
-1.55976813530872,-0.167634321732707,-1.07618966307167,1.43027870282543
-0.426797909270686,-0.167634321732707,-1.07618966307167,1.43027870282543
0.108151873699495,-1.5645870028386,0.0307482760877619,-0.808418397249156
-1.57737171544118,-0.167634321732707,-1.07618966307167,1.43027870282543
-1.76980200181468,-0.167634321732707,0.0307482760877619,1.43027870282543
-1.31099715355558,-0.167634321732707,0.0307482760877619,-0.808418397249156
0.289869213799934,-1.5645870028386,-1.07618966307167,1.43027870282543
NA,NA,NA,NA
-1.85378592509869,-1.5645870028386,-1.07618966307167,1.43027870282543
1.15035529549432,1.22931835937319,0.0307482760877619,0.684046336133901
-1.45932617860313,-1.5645870028386,0.0307482760877619,-0.0621860305576274
-0.403660872037691,-1.5645870028386,-1.07618966307167,-0.808418397249156
0.262837691358498,-0.167634321732707,-1.07618966307167,1.43027870282543
-0.905364695293318,-1.5645870028386,NA,NA
0.130045248327386,-0.167634321732707,0.0307482760877619,-0.808418397249156
-0.690936179476859,1.22931835937319,NA,NA
-0.832830495322925,-0.167634321732707,0.0307482760877619,-0.0621860305576274
-1.10975738671525,-0.167634321732707,0.0307482760877619,1.43027870282543
0.653568387914946,-0.167634321732707,2.24462415440662,-0.808418397249156
-0.764925637183665,-0.167634321732707,-1.07618966307167,-0.808418397249156
-1.199142991518,-0.167634321732707,0.0307482760877619,-0.808418397249156
-0.197604208374829,-0.167634321732707,0.0307482760877619,1.43027870282543
-1.3990727540454,-0.167634321732707,-1.07618966307167,-0.0621860305576274
NA,NA,NA,NA
-0.795775648661382,-1.5645870028386,1.13768621524719,1.43027870282543
-0.343241994752289,-1.5645870028386,0.0307482760877619,-0.808418397249156
-0.622788929687179,-1.5645870028386,0.0307482760877619,1.43027870282543
-1.71722309076948,-0.167634321732707,-1.07618966307167,1.43027870282543
-0.136063824518461,-1.5645870028386,-1.07618966307167,1.43027870282543
NA,NA,NA,NA
-0.114819690793465,-0.167634321732707,-1.07618966307167,1.43027870282543
-1.73752461357619,-1.5645870028386,2.24462415440662,1.43027870282543
0.393249584412327,1.22931835937319,1.13768621524719,1.43027870282543
-1.77840758627999,1.22931835937319,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.37164398444078,-0.167634321732707,-1.07618966307167,1.43027870282543
0.0114101257484536,-1.5645870028386,-1.07618966307167,1.43027870282543
