"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q23c_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
1.18832483105161,-1.62547127404488,0.845926354861617,-0.67700320038633,0.124646392502318,0,-0.428174419288838
-0.788695528429622,1.16105091003206,0.845926354861617,-0.67700320038633,0.124646392502318,0,-0.428174419288838
0.224419585222918,1.16105091003206,0.845926354861617,0.338501600193165,0.124646392502318,0,-0.428174419288838
-0.278171513455637,-1.62547127404488,-1.92255989741277,-1.69250800096583,-1.37111031752549,0,-0.428174419288838
-0.384192133855213,-0.232210182006412,-0.999731146654638,0.338501600193165,-1.37111031752549,-1.6583123951777,2.14087209644419
-0.717440571789289,1.16105091003206,-0.999731146654638,1.35400640077266,0.124646392502318,0,-0.428174419288838
-0.228102040432156,-0.232210182006412,-0.0769023958965108,-0.67700320038633,0.124646392502318,0,-0.428174419288838
-0.310756701274414,1.16105091003206,0.845926354861617,1.35400640077266,1.62040310253013,1.6583123951777,-0.428174419288838
0.056659318133885,-0.232210182006412,0.845926354861617,0.338501600193165,1.62040310253013,1.6583123951777,-0.428174419288838
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.976237761916651,-0.232210182006412,-0.0769023958965108,1.35400640077266,-1.37111031752549,-1.6583123951777,2.14087209644419
NA,NA,NA,NA,NA,NA,NA
2.62689894021661,-0.232210182006412,0.845926354861617,-0.67700320038633,0.124646392502318,0,-0.428174419288838
-0.412706423472034,-0.232210182006412,-0.999731146654638,-0.67700320038633,0.124646392502318,0,-0.428174419288838
