"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
-1.23515782335141,0.833410849107961,0.853912563829966,-0.726647948720225,-0.824039655225074,0.773261321201405,0.968245836551854,0.75,1.32626330680388,-2.043559728424,1.41325249290268,-0.25
-0.420059797210081,-0.729234492969466,-1.0978875820671,1.76471644689197,-0.824039655225074,-0.601425472045537,-1.61374306091976,0.75,NA,0.291937104060571,-0.201893213271812,-0.25
1.62041213275261,-0.729234492969466,-1.0978875820671,-0.726647948720225,1.50266054776337,0.773261321201405,-1.61374306091976,-1.25,-0.0947330933431345,1.45968552030286,-0.201893213271812,3.75
-0.326697814871613,-0.729234492969466,-1.0978875820671,-0.726647948720225,-0.824039655225074,0.773261321201405,0.968245836551854,0.75,-0.0947330933431345,-0.875811312181713,-0.201893213271812,-0.25
-0.69665204618042,0.833410849107961,0.853912563829966,1.76471644689197,-0.824039655225074,-0.601425472045537,-0.322748612183951,0.75,-1.51572949349015,-0.875811312181713,-0.201893213271812,-0.25
-0.510928188231584,-0.729234492969466,0.853912563829966,-0.726647948720225,1.50266054776337,0.773261321201405,0.968245836551854,0.75,-0.0947330933431345,1.45968552030286,-0.201893213271812,-0.25
-0.913738766571364,NA,-1.0978875820671,-0.726647948720225,-0.824039655225074,0.773261321201405,-0.322748612183951,-1.25,-0.0947330933431345,-0.875811312181713,-1.81703891944631,-0.25
0.467426629401766,-0.729234492969466,-1.0978875820671,0.103806849817175,1.50266054776337,0.773261321201405,0.968245836551854,0.75,-0.0947330933431345,0.291937104060571,-0.201893213271812,-0.25
1.41417810027978,0.833410849107961,0.853912563829966,-0.726647948720225,1.50266054776337,-1.97611226529248,-1.61374306091976,-1.25,-1.51572949349015,0.291937104060571,-0.201893213271812,-0.25
-1.16194995176303,0.833410849107961,0.853912563829966,-0.726647948720225,-0.824039655225074,0.773261321201405,0.968245836551854,0.75,1.32626330680388,0.291937104060571,1.41325249290268,-0.25
0.747243211088362,-2.29187983504689,-1.0978875820671,0.934261648354575,0.727093813433889,-0.601425472045537,-0.322748612183951,-1.25,1.32626330680388,1.45968552030286,1.41325249290268,-0.25
-0.0125747600207909,0.833410849107961,0.853912563829966,0.103806849817175,-0.824039655225074,0.773261321201405,0.968245836551854,0.75,-1.51572949349015,-0.875811312181713,-0.201893213271812,-0.25
-0.867646604650064,0.833410849107961,0.853912563829966,-0.726647948720225,-0.824039655225074,-1.97611226529248,-0.322748612183951,0.75,1.32626330680388,-0.875811312181713,-0.201893213271812,-0.25
1.69325878851891,0.833410849107961,0.853912563829966,1.76471644689197,-0.0484729208955926,-0.601425472045537,-0.322748612183951,-1.25,-0.0947330933431345,0.291937104060571,-1.81703891944631,-0.25
0.881384042524851,-0.729234492969466,-1.0978875820671,0.103806849817175,-0.0484729208955926,-0.601425472045537,-0.322748612183951,-1.25,-0.0947330933431345,0.291937104060571,-0.201893213271812,-0.25
-0.67849715171592,0.833410849107961,0.853912563829966,-0.726647948720225,-0.0484729208955926,0.773261321201405,0.968245836551854,0.75,-0.0947330933431345,0.291937104060571,1.41325249290268,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
