"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num"
-0.445849251683896,0.976348453432999,-0.726647948720225,1.21731460137044,0.999884679697477,1.21041207966436,1.32626330680388,1.22474487139159,1.41325249290268
0.344587230426691,-1.86393795655391,1.76471644689197,0.289836809850105,-0.882251187968362,0.19111769678911,NA,-1.22474487139159,-0.201893213271812
-0.304444124116214,-1.86393795655391,-0.726647948720225,-0.637640981670231,0.999884679697477,0.19111769678911,-0.0947330933431345,1.22474487139159,-0.201893213271812
-0.150949298380751,-0.443794751560454,-0.726647948720225,-0.637640981670231,0.999884679697477,-1.84747106896139,-0.0947330933431345,-1.22474487139159,-0.201893213271812
0.910380491487139,0.976348453432999,1.76471644689197,1.21731460137044,0.999884679697477,0.19111769678911,-1.51572949349015,-1.22474487139159,-0.201893213271812
-0.761362924675386,-0.443794751560454,-0.726647948720225,-0.637640981670231,0.999884679697477,-0.828176686086141,-0.0947330933431345,1.22474487139159,-0.201893213271812
-0.830807662015312,-0.443794751560454,-0.726647948720225,-0.637640981670231,-0.882251187968362,-1.84747106896139,-0.0947330933431345,0,-1.81703891944631
0.848628599772499,-0.443794751560454,0.103806849817175,0.289836809850105,0.0588167458645575,1.21041207966436,-0.0947330933431345,0,-0.201893213271812
-0.812527227801848,0.976348453432999,-0.726647948720225,-0.637640981670231,0.0588167458645575,-0.828176686086141,-1.51572949349015,0,-0.201893213271812
-0.558974695187296,0.976348453432999,-0.726647948720225,-1.56511877319057,0.0588167458645575,1.21041207966436,1.32626330680388,1.22474487139159,1.41325249290268
-0.413198620727007,-0.443794751560454,0.934261648354575,0.289836809850105,0.0588167458645575,0.19111769678911,1.32626330680388,1.22474487139159,1.41325249290268
1.03813912547354,0.976348453432999,0.103806849817175,1.21731460137044,0.999884679697477,1.21041207966436,-1.51572949349015,-1.22474487139159,-0.201893213271812
-1.06347196564406,-0.443794751560454,-0.726647948720225,1.21731460137044,-1.82331912180128,-0.828176686086141,1.32626330680388,0,-0.201893213271812
2.26740783947925,0.976348453432999,1.76471644689197,1.21731460137044,-0.882251187968362,0.19111769678911,-0.0947330933431345,0,-1.81703891944631
1.24148906954866,0.976348453432999,0.103806849817175,-0.637640981670231,0.0588167458645575,0.19111769678911,-0.0947330933431345,-1.22474487139159,-0.201893213271812
-1.30904658595601,-0.443794751560454,-0.726647948720225,-1.56511877319057,-1.82331912180128,0.19111769678911,-0.0947330933431345,0,1.41325249290268
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
