"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q20_num"
1.30225189497825,-1.06066017177982,-0.707106781186547,-0.858116330321033,0.572077553547355,0.737864787372622,0.869894486653667,-0.737864787372622,-0.850265146687862,-0.474341649025257,-0.253546276418555,-0.707106781186547,-0.253546276418555,-1.26491106406735,-1.26491106406735,-0.942809041582063,-1.33333333333333,2.84604989415154
1.22293073520673,1.06066017177982,0.707106781186547,0.572077553547355,0.572077553547355,-0.316227766016838,0.869894486653667,-0.737864787372622,-0.850265146687862,-0.474341649025257,-0.253546276418555,-0.707106781186547,-0.253546276418555,0.316227766016838,-1.26491106406735,-0.942809041582063,0.666666666666667,-0.316227766016838
-0.599781926190207,1.06066017177982,0.707106781186547,2.00227143741574,0.572077553547355,0.737864787372622,-1.13755432870095,0.316227766016838,0.364399348580512,0.711512473537885,1.01418510567422,0.707106781186547,-0.253546276418555,1.89736659610103,0.316227766016838,-0.942809041582063,0.666666666666667,-0.316227766016838
0.286693945244446,-1.06066017177982,0.707106781186547,-0.858116330321033,-0.858116330321033,0.737864787372622,0.869894486653667,1.3703203194063,0.364399348580512,-0.474341649025257,-0.253546276418555,0.707106781186547,-0.253546276418555,-1.26491106406735,-1.26491106406735,-0.942809041582063,-1.33333333333333,-0.316227766016838
1.04183652637399,0,-0.707106781186547,-0.858116330321033,0.572077553547355,0.737864787372622,0.200744881535462,-0.737864787372622,-0.850265146687862,-0.474341649025257,-0.253546276418555,-0.707106781186547,-0.253546276418555,-1.26491106406735,0.316227766016838,1.88561808316413,NA,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.318655851710008,-1.06066017177982,-0.707106781186547,-0.858116330321033,-0.858116330321033,0.737864787372622,-1.13755432870095,0.316227766016838,-0.850265146687862,-1.6601957715884,-1.52127765851133,-0.707106781186547,-1.52127765851133,0.316227766016838,1.89736659610103,NA,-1.33333333333333,-0.316227766016838
-1.79235327613379,0,0.707106781186547,0.572077553547355,-0.858116330321033,-1.3703203194063,-1.13755432870095,1.3703203194063,1.57906384384889,1.89736659610103,2.28191648776699,2.12132034355964,2.28191648776699,0.316227766016838,0.316227766016838,0.471404520791032,0.666666666666667,-0.316227766016838
-0.00229342380159119,-1.06066017177982,-2.12132034355964,-0.858116330321033,-0.858116330321033,0.737864787372622,0.869894486653667,-1.79195734076208,-0.850265146687862,0.711512473537885,-0.253546276418555,0.707106781186547,-0.253546276418555,0.316227766016838,0.316227766016838,0.471404520791032,0.666666666666667,-0.316227766016838
-0.172425265260873,1.06066017177982,0.707106781186547,0.572077553547355,2.00227143741574,-1.3703203194063,0.869894486653667,0.316227766016838,1.57906384384889,-0.474341649025257,-0.253546276418555,-0.707106781186547,-0.253546276418555,0.316227766016838,0.316227766016838,0.471404520791032,0.666666666666667,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.968203358706954,1.06066017177982,0.707106781186547,0.572077553547355,-0.858116330321033,-1.3703203194063,-1.13755432870095,0.316227766016838,0.364399348580512,0.711512473537885,-0.253546276418555,-0.707106781186547,1.01418510567422,0.316227766016838,0.316227766016838,0.471404520791032,0.666666666666667,-0.316227766016838
