"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q23d_num"
-1.11911437399663,0.371484922901874,0.768387918344612,0.0799212327621826
2.25115422232911,0.371484922901874,0.768387918344612,1.8381883535302
-1.26641729285517,0.371484922901874,-1.06720544214529,0.0799212327621826
0.307369919102692,-4.29861125072168,-1.06720544214529,0.0799212327621826
-1.02281713428408,0.371484922901874,0.768387918344612,0.0799212327621826
-0.203078754197005,0.371484922901874,0.768387918344612,0.0799212327621826
0.232427937841266,0.371484922901874,0.768387918344612,0.0799212327621826
-0.485364441324409,0.371484922901874,-1.06720544214529,0.0799212327621826
NA,NA,NA,NA
NA,NA,NA,NA
-0.43595061965381,0.371484922901874,0.768387918344612,-1.67834588800584
0.917318200154688,0.371484922901874,0.768387918344612,0.0799212327621826
1.35698846678818,0.371484922901874,0.768387918344612,0.0799212327621826
0.00638207726749373,0.371484922901874,-1.06720544214529,0.0799212327621826
0.0601221513680911,0.371484922901874,0.768387918344612,1.8381883535302
0.792295775895873,-1.9635631639099,-2.9027988026352,0.0799212327621826
0.9508335790498,0.371484922901874,-1.06720544214529,0.0799212327621826
0.13767988248879,0.371484922901874,0.768387918344612,0.0799212327621826
0.211945939731995,0.371484922901874,0.768387918344612,0.0799212327621826
-0.585918592636209,0.371484922901874,0.768387918344612,0.0799212327621826
1.01558722880193,-1.9635631639099,-1.06720544214529,0.0799212327621826
0.433485576576143,0.371484922901874,0.768387918344612,0.0799212327621826
-0.192821081856957,-1.9635631639099,-1.06720544214529,-1.67834588800584
-0.202136176877457,0.371484922901874,0.768387918344612,0.0799212327621826
-2.07285029577077,0.371484922901874,-1.06720544214529,1.8381883535302
0.654226613140444,0.371484922901874,-1.06720544214529,0.0799212327621826
0.492946424258495,0.371484922901874,0.768387918344612,0.0799212327621826
-0.464893105530702,0.371484922901874,0.768387918344612,-3.43661300877385
NA,NA,NA,NA
-0.307800487417251,0.371484922901874,0.768387918344612,0.0799212327621826
-0.360516669133965,0.371484922901874,0.768387918344612,0.0799212327621826
NA,NA,NA,NA
-0.178467816128312,0.371484922901874,0.768387918344612,0.0799212327621826
-1.53535760123794,0.371484922901874,0.768387918344612,0.0799212327621826
1.01207023896734,NA,NA,1.8381883535302
0.577659451685861,0.371484922901874,-1.06720544214529,1.8381883535302
0.447717525667294,0.371484922901874,0.768387918344612,-1.67834588800584
0.270066913611491,0.371484922901874,-1.06720544214529,0.0799212327621826
-2.08167742884608,0.371484922901874,NA,-1.67834588800584
-0.677576270041945,0.371484922901874,0.768387918344612,0.0799212327621826
-0.0423531488427304,0.371484922901874,-1.06720544214529,0.0799212327621826
0.268580391226779,0.371484922901874,0.768387918344612,0.0799212327621826
-1.24774445355191,0.371484922901874,0.768387918344612,NA
1.585403436633,0.371484922901874,-1.06720544214529,0.0799212327621826
1.04606957249441,0.371484922901874,-1.06720544214529,0.0799212327621826
-1.87228460244126,0.371484922901874,0.768387918344612,-1.67834588800584
0.472053795808197,-1.9635631639099,-1.06720544214529,0.0799212327621826
-1.14391327413836,0.371484922901874,0.768387918344612,0.0799212327621826
NA,NA,NA,NA
1.99866829987363,-1.9635631639099,-1.06720544214529,0.0799212327621826
