"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
NA,-1.67705098312484,-2.46306042692149,-2.5617376914899,-1.08012344973464,-0.894059341018905,0.3659625273557,1.00946606635906,1.00946606635906,1.00946606635906,-1.0978875820671,-1.25,1.93218356615859
0.477421936880765,0.559016994374947,0.378932373372537,0.3659625273557,0.540061724867322,-0.894059341018905,0.3659625273557,-0.605679639815436,-0.605679639815436,-0.605679639815436,-1.0978875820671,-1.25,-0.483045891539648
-2.46041511195917,0.559016994374947,0.378932373372537,0.3659625273557,-1.08012344973464,0.695379487459148,0.3659625273557,-0.605679639815436,-0.605679639815436,-0.605679639815436,-1.0978875820671,-1.25,1.93218356615859
0.982893012953201,0.559016994374947,0.378932373372537,0.3659625273557,2.16024689946929,0.695379487459148,-2.5617376914899,1.00946606635906,1.00946606635906,1.00946606635906,0.853912563829966,0.75,-0.483045891539648
1.0303015298154,0.559016994374947,0.378932373372537,0.3659625273557,0.540061724867322,-0.894059341018905,0.3659625273557,1.00946606635906,1.00946606635906,1.00946606635906,0.853912563829966,0.75,-0.483045891539648
0.606295237579222,0.559016994374947,0.378932373372537,0.3659625273557,0.540061724867322,-2.48349816949696,-2.5617376914899,-0.605679639815436,-0.605679639815436,-0.605679639815436,0.853912563829966,0.75,-0.483045891539648
-0.305612344898786,0.559016994374947,0.378932373372537,0.3659625273557,-1.08012344973464,0.695379487459148,0.3659625273557,1.00946606635906,1.00946606635906,1.00946606635906,0.853912563829966,0.75,-0.483045891539648
0.988589275229806,0.559016994374947,0.378932373372537,0.3659625273557,0.540061724867322,0.695379487459148,0.3659625273557,1.00946606635906,1.00946606635906,1.00946606635906,0.853912563829966,0.75,-0.483045891539648
0.755393601409859,0.559016994374947,0.378932373372537,0.3659625273557,-1.08012344973464,-0.894059341018905,0.3659625273557,-0.605679639815436,-0.605679639815436,-0.605679639815436,0.853912563829966,0.75,-0.483045891539648
-0.560654882823449,0.559016994374947,0.378932373372537,0.3659625273557,-1.08012344973464,0.695379487459148,0.3659625273557,-0.605679639815436,-0.605679639815436,-0.605679639815436,-1.0978875820671,-1.25,-0.483045891539648
-0.412651779339693,0.559016994374947,0.378932373372537,0.3659625273557,0.540061724867322,0.695379487459148,0.3659625273557,-0.605679639815436,-0.605679639815436,-0.605679639815436,0.853912563829966,0.75,-0.483045891539648
-1.64112430887436,-1.67705098312484,-2.46306042692149,-2.5617376914899,0.540061724867322,0.695379487459148,0.3659625273557,1.00946606635906,1.00946606635906,1.00946606635906,0.853912563829966,0.75,-0.483045891539648
0.217321250353289,0.559016994374947,0.378932373372537,0.3659625273557,NA,-0.894059341018905,0.3659625273557,-2.22082534598993,-2.22082534598993,-2.22082534598993,-1.0978875820671,-1.25,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.67705098312484,0.378932373372537,0.3659625273557,-1.08012344973464,0.695379487459148,0.3659625273557,-0.605679639815436,-0.605679639815436,-0.605679639815436,-1.0978875820671,0.75,1.93218356615859
-0.19960318156893,-1.67705098312484,NA,0.3659625273557,0.540061724867322,0.695379487459148,0.3659625273557,-0.605679639815436,-0.605679639815436,-0.605679639815436,-1.0978875820671,-1.25,-0.483045891539648
0.635602040072719,0.559016994374947,0.378932373372537,0.3659625273557,0.540061724867322,0.695379487459148,0.3659625273557,1.00946606635906,1.00946606635906,1.00946606635906,0.853912563829966,0.75,-0.483045891539648
-0.113756274829881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
