"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
NA,0,-1.67705098312484,-2.46306042692149,-2.5617376914899,-0.894059341018905,0.3659625273557,-1.0978875820671,-1.25,1.93218356615859
0.235111790971841,0,0.559016994374947,0.378932373372537,0.3659625273557,-0.894059341018905,0.3659625273557,-1.0978875820671,-1.25,-0.483045891539648
-1.74942199824962,0,0.559016994374947,0.378932373372537,0.3659625273557,0.695379487459148,0.3659625273557,-1.0978875820671,-1.25,1.93218356615859
0.700422270808592,1.36930639376292,0.559016994374947,0.378932373372537,0.3659625273557,0.695379487459148,-2.5617376914899,0.853912563829966,0.75,-0.483045891539648
1.38724795580019,-1.36930639376292,0.559016994374947,0.378932373372537,0.3659625273557,-0.894059341018905,0.3659625273557,0.853912563829966,0.75,-0.483045891539648
1.00497618875292,-1.36930639376292,0.559016994374947,0.378932373372537,0.3659625273557,-2.48349816949696,-2.5617376914899,0.853912563829966,0.75,-0.483045891539648
0.470429375588954,0,0.559016994374947,0.378932373372537,0.3659625273557,0.695379487459148,0.3659625273557,0.853912563829966,0.75,-0.483045891539648
-0.920942021420432,1.36930639376292,0.559016994374947,0.378932373372537,0.3659625273557,0.695379487459148,0.3659625273557,0.853912563829966,0.75,-0.483045891539648
1.32336114483348,0,0.559016994374947,0.378932373372537,0.3659625273557,-0.894059341018905,0.3659625273557,0.853912563829966,0.75,-0.483045891539648
-0.493877139769785,1.36930639376292,0.559016994374947,0.378932373372537,0.3659625273557,0.695379487459148,0.3659625273557,-1.0978875820671,-1.25,-0.483045891539648
0.183958226969104,0,0.559016994374947,0.378932373372537,0.3659625273557,0.695379487459148,0.3659625273557,0.853912563829966,0.75,-0.483045891539648
-2.05559967430524,0,-1.67705098312484,-2.46306042692149,-2.5617376914899,0.695379487459148,0.3659625273557,0.853912563829966,0.75,-0.483045891539648
-0.157144979174552,1.36930639376292,0.559016994374947,0.378932373372537,0.3659625273557,-0.894059341018905,0.3659625273557,-1.0978875820671,-1.25,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-1.36930639376292,-1.67705098312484,0.378932373372537,0.3659625273557,0.695379487459148,0.3659625273557,-1.0978875820671,0.75,1.93218356615859
-0.189202933958473,-1.36930639376292,-1.67705098312484,NA,0.3659625273557,0.695379487459148,0.3659625273557,-1.0978875820671,-1.25,-0.483045891539648
0.273137837755119,0,0.559016994374947,0.378932373372537,0.3659625273557,0.695379487459148,0.3659625273557,0.853912563829966,0.75,-0.483045891539648
-0.0124560446020998,NA,NA,NA,NA,NA,NA,NA,NA,NA
