"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22h_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-0.908454290970073,NA,-1.43614066163451,-2.01556443707464,0.695379487459148,-0.0672977377572707,-0.94915292002772,-0.583546832593234,-0.433012701892219,-0.3659625273557
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.946291841784215,-2.03901342751237,-1.43614066163451,-2.01556443707464,0.695379487459148,1.00946606635906,1.29884083793267,-0.583546832593234,-0.433012701892219,-0.3659625273557
0.450762732706342,0.145643816250884,0.652791209833867,0.465130254709532,0.695379487459148,-0.0672977377572707,-0.94915292002772,1.49128634996049,-0.433012701892219,-0.3659625273557
-1.20759100492922,-2.03901342751237,-1.43614066163451,0.465130254709532,0.695379487459148,1.00946606635906,1.29884083793267,-0.583546832593234,-0.433012701892219,-0.3659625273557
0.248942589462417,2.33030106001414,0.652791209833867,0.465130254709532,0.695379487459148,1.00946606635906,-0.94915292002772,0.453869758683627,-0.433012701892219,-0.3659625273557
0.924502106076732,0.145643816250884,0.652791209833867,0.465130254709532,0.695379487459148,-0.0672977377572707,-0.94915292002772,0.453869758683627,-0.433012701892219,-0.3659625273557
1.45171814323242,0.145643816250884,0.652791209833867,0.465130254709532,-0.894059341018905,-1.1440615418736,-0.94915292002772,1.49128634996049,-0.433012701892219,-0.3659625273557
-0.640491719495721,0.145643816250884,0.652791209833867,0.465130254709532,-0.894059341018905,1.00946606635906,0.549509585279207,0.453869758683627,-0.433012701892219,-0.3659625273557
-0.0441723330828719,0.145643816250884,0.652791209833867,0.465130254709532,0.695379487459148,1.00946606635906,NA,0.453869758683627,-0.433012701892219,-0.3659625273557
0.583837831915938,0.145643816250884,0.652791209833867,0.465130254709532,0.695379487459148,1.00946606635906,-0.94915292002772,-0.583546832593234,-0.433012701892219,-0.3659625273557
-0.990613623108378,0.145643816250884,0.652791209833867,0.465130254709532,0.695379487459148,-0.0672977377572707,-0.199821667374257,-0.583546832593234,-0.433012701892219,-0.3659625273557
-1.04089888995218,0.145643816250884,0.652791209833867,0.465130254709532,0.695379487459148,-1.1440615418736,1.29884083793267,-1.6209634238701,3.03108891324554,2.5617376914899
0.803698317947496,0.145643816250884,0.652791209833867,0.465130254709532,-0.894059341018905,-0.0672977377572707,-0.94915292002772,-0.583546832593234,-0.433012701892219,-0.3659625273557
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.24356617019614,0.145643816250884,-1.43614066163451,-2.01556443707464,-0.894059341018905,-0.0672977377572707,0.549509585279207,-1.6209634238701,1.29903810567666,2.5617376914899
1.67309380106846,0.145643816250884,0.652791209833867,0.465130254709532,-0.894059341018905,-1.1440615418736,1.29884083793267,1.49128634996049,-0.433012701892219,-0.3659625273557
0.885524351108996,0.145643816250884,-1.43614066163451,0.465130254709532,-2.48349816949696,-2.22082534598993,0.549509585279207,0.453869758683627,1.29903810567666,-0.3659625273557
