"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23c_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-2.32507314327045,0.409673245199351,-1.35400640077266,-0.741619848709566,0.707567587218634,1.06099178353461,0.594574487851546,0.801336675953013,0.594574487851546,-0.428174419288837,0.33166247903554,-0.889499179993322,-0.75955452531275
0.596649066965857,0.409673245199351,-0.338501600193165,0.741619848709566,-0.442229742011646,-0.318297535060383,-0.693670235826803,-0.500835422470633,-0.693670235826803,-0.428174419288837,-0.99498743710662,-0.889499179993322,-0.75955452531275
-0.73284120852923,0.409673245199351,0.67700320038633,-0.741619848709566,1.85736491644891,2.44028110212961,1.8828192115299,2.10350877437666,1.8828192115299,NA,1.6583123951777,1.03774904332554,1.2152872405004
1.59494287140524,-2.25320284859643,NA,NA,-1.59202707124193,-1.69758685365538,-0.693670235826803,-0.500835422470633,-0.693670235826803,2.14087209644419,-0.99498743710662,1.03774904332554,1.2152872405004
0.142595038331073,0.409673245199351,-0.338501600193165,0.741619848709566,0.707567587218634,1.06099178353461,-0.693670235826803,-0.500835422470633,-0.693670235826803,-0.428174419288837,0.33166247903554,-0.889499179993322,-0.75955452531275
-0.777715562472849,0.409673245199351,-1.35400640077266,0.741619848709566,0.707567587218634,-0.318297535060383,1.8828192115299,2.10350877437666,1.8828192115299,-0.428174419288837,0.33166247903554,-0.889499179993322,-0.75955452531275
-0.770308466848487,0.409673245199351,1.69250800096583,-2.2248595461287,0.707567587218634,-0.318297535060383,-0.693670235826803,-0.500835422470633,-0.693670235826803,-0.428174419288837,-0.99498743710662,-0.889499179993322,-0.75955452531275
0.995095949525042,0.409673245199351,0.67700320038633,-0.741619848709566,0.707567587218634,-0.318297535060383,-0.693670235826803,-0.500835422470633,-0.693670235826803,-0.428174419288837,-0.99498743710662,1.03774904332554,1.2152872405004
0.681369554250291,-2.25320284859643,1.69250800096583,0.741619848709566,-0.442229742011646,-0.318297535060383,0.594574487851546,-0.500835422470633,-0.693670235826803,-0.428174419288837,0.33166247903554,1.03774904332554,1.2152872405004
0.395488339288632,0.409673245199351,-0.338501600193165,0.741619848709566,-0.442229742011646,-0.318297535060383,-0.693670235826803,-0.500835422470633,-0.693670235826803,-0.428174419288837,-0.99498743710662,-0.889499179993322,-0.75955452531275
-0.37567763230976,0.409673245199351,-0.338501600193165,-0.741619848709566,-1.59202707124193,-0.318297535060383,-0.693670235826803,-0.500835422470633,0.594574487851546,-0.428174419288837,0.33166247903554,-0.889499179993322,-0.75955452531275
0.185305139121152,0.409673245199351,-0.338501600193165,0.741619848709566,-0.442229742011646,-0.318297535060383,0.594574487851546,-0.500835422470633,-0.693670235826803,-0.428174419288837,NA,1.03774904332554,1.2152872405004
0.390170054543484,0.409673245199351,-0.338501600193165,0.741619848709566,-0.442229742011646,-0.318297535060383,-0.693670235826803,-0.500835422470633,0.594574487851546,2.14087209644419,1.6583123951777,1.03774904332554,-0.75955452531275
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
