"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22d_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.277040896691716,-1.2152872405004,-2.48351206315415,0.741619848709566,-0.856348838577675,-0.67700320038633,-0.232210182006412,-0.889499179993322,0.192153784566104,1.03774904332554,-0.288675134594813
-0.277609444225864,-1.2152872405004,0.591312395989083,0.741619848709566,0.428174419288838,-0.67700320038633,1.16105091003206,-0.889499179993322,1.44115338424578,-0.889499179993322,-0.288675134594813
-0.27700691693458,0.75955452531275,0.591312395989083,-0.741619848709566,-0.856348838577675,-0.67700320038633,-0.232210182006412,-0.889499179993322,-1.05684581511358,-0.889499179993322,-0.288675134594813
-0.276712348511872,0.75955452531275,0.591312395989083,0.741619848709566,-0.856348838577675,-0.67700320038633,1.16105091003206,1.03774904332554,0.192153784566104,-0.889499179993322,-0.288675134594813
-0.277803264514202,0.75955452531275,-0.946099833582532,-0.741619848709566,-0.856348838577675,-0.67700320038633,-1.62547127404488,1.03774904332554,-1.05684581511358,1.03774904332554,-0.288675134594813
-0.276686190392748,0.75955452531275,0.591312395989083,NA,NA,NA,1.16105091003206,1.03774904332554,1.44115338424578,1.03774904332554,NA
-0.276906578075717,-1.2152872405004,0.591312395989083,0.741619848709566,0.428174419288838,-0.67700320038633,-0.232210182006412,1.03774904332554,0.192153784566104,1.03774904332554,-0.288675134594813
-0.277302093990348,-1.2152872405004,0.591312395989083,2.2248595461287,0.428174419288838,-0.67700320038633,-0.232210182006412,-0.889499179993322,0.192153784566104,1.03774904332554,-0.288675134594813
-0.277647600222123,0.75955452531275,0.591312395989083,-0.741619848709566,-0.856348838577675,1.35400640077266,1.16105091003206,1.03774904332554,1.44115338424578,-0.889499179993322,-0.288675134594813
3.32820083329421,-1.2152872405004,0.591312395989083,-0.741619848709566,-0.856348838577675,1.35400640077266,-0.232210182006412,1.03774904332554,0.192153784566104,1.03774904332554,-0.288675134594813
-0.277624357291452,0.75955452531275,0.591312395989083,-0.741619848709566,1.71269767715535,-0.67700320038633,-1.62547127404488,-0.889499179993322,-1.05684581511358,-0.889499179993322,-0.288675134594813
-0.277695096947552,0.75955452531275,-0.946099833582532,-0.741619848709566,0.428174419288838,1.35400640077266,-0.232210182006412,-0.889499179993322,-1.05684581511358,-0.889499179993322,-0.288675134594813
-0.278166045496031,0.75955452531275,-0.946099833582532,-0.741619848709566,1.71269767715535,1.35400640077266,NA,-0.889499179993322,-1.05684581511358,-0.889499179993322,3.17542648054294
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
