ID_ESCOLA,LOCALIZACAO,AREA,TIPO_ESCOLA,CLUSTER,MEDIA_MT,MEDIA_LP,INSE_MEDIO,FAIXA_MT,FAIXA_LP,GRUPO_INSE
61432529,Urbana,Interior,Pública,1,278.59,294.11,5.42,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61417090,Urbana,Interior,Pública,1,278.58,274.31,4.75,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61399536,Urbana,Interior,Pública,1,278.52,280.41,5.32,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61433008,Urbana,Interior,Pública,1,278.5,291.45,5.07,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61425148,Urbana,Interior,Pública,1,278.39,283.28,4.82,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61466115,Urbana,Interior,Pública,1,278.33,279.66,5.11,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61441555,Urbana,Interior,Pública,1,278.29,273,4.76,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61408013,Urbana,Interior,Pública,1,278.26,290.65,5,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61439282,Urbana,Interior,Pública,1,278.25,6396.25,5.24,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61470079,Urbana,Interior,Pública,1,278.18,273.05,5.33,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442311,Urbana,Interior,Pública,1,278.15,288.04,5.32,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61459183,Urbana,Interior,Pública,1,278.15,9674.3,5.09,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61442321,Urbana,Interior,Pública,1,278.09,277.14,4.93,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61456055,Urbana,Interior,Pública,1,278.06,287.72,5.42,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61433061,Urbana,Interior,Pública,1,278.04,279.45,4.67,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61421774,Urbana,Interior,Pública,1,278.01,278.65,5.09,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466182,Urbana,Interior,Pública,1,277.9,286.25,5.1,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448149,Urbana,Interior,Pública,1,277.88,286.69,5.32,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61470120,Urbana,Interior,Pública,1,277.87,287.59,4.98,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61437645,Urbana,Interior,Pública,1,277.84,289.7,5.32,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61424972,Urbana,Interior,Pública,1,277.8,281.48,5.2,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442032,Urbana,Interior,Pública,1,277.78,286.17,5.26,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448055,Urbana,Interior,Pública,1,277.74,270.8,4.93,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61431460,Urbana,Interior,Pública,1,277.73,1226.9,5.2,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61428651,Urbana,Interior,Pública,1,277.72,276.57,5.06,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61425486,Urbana,Interior,Pública,1,277.68,279.29,5.09,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61449071,Urbana,Capital,Pública,1,277.67,288.99,5.47,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61459770,Urbana,Interior,Pública,1,277.56,284.55,5.35,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416126,Urbana,Interior,Pública,1,277.49,280.35,4.87,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61412153,Urbana,Interior,Pública,1,277.48,289.74,4.98,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61439314,Urbana,Interior,Pública,1,277.46,293.26,5.24,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61425493,Urbana,Interior,Pública,1,277.38,274.73,5.11,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61432502,Urbana,Interior,Pública,1,277.37,277.07,5.1,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399451,Urbana,Interior,Pública,1,277.34,270.63,4.9,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61399386,Urbana,Interior,Pública,1,277.33,284.59,4.96,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61449102,Urbana,Interior,Pública,1,277.31,281.71,5.19,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442085,Urbana,Interior,Pública,1,277.31,269.37,5.04,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61466473,Urbana,Interior,Pública,1,277.26,278.11,5.09,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61433536,Urbana,Interior,Pública,1,277.26,290.94,5.19,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61459331,Urbana,Interior,Pública,1,277.18,281.05,5.28,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61433051,Urbana,Interior,Pública,1,277.17,2674.35,5.32,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61421298,Urbana,Capital,Pública,1,277.1,282.08,5.37,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399686,Urbana,Interior,Pública,1,277.04,264.03,4.87,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61442099,Urbana,Interior,Pública,1,277.03,289.76,4.73,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61407998,Urbana,Interior,Pública,1,277.02,276.58,5.01,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61407986,Urbana,Interior,Pública,1,277,282.43,5.37,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416117,Urbana,Interior,Pública,1,276.98,273.93,5,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61449123,Urbana,Interior,Pública,1,276.93,279.38,5.12,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61412178,Urbana,Interior,Pública,1,276.85,288.97,4.69,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61433470,Urbana,Interior,Pública,1,276.82,276.4,4.7,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459185,Urbana,Interior,Pública,1,276.74,282.59,5.2,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61428117,Urbana,Interior,Pública,1,276.74,280.17,5.05,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61432980,Urbana,Interior,Pública,1,276.72,279.41,5.3,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61428623,Urbana,Interior,Pública,1,276.7,288.34,5.3,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61439256,Urbana,Interior,Pública,1,276.69,272.8,5.11,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61449545,Urbana,Interior,Pública,1,276.68,259.48,4.8,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61428652,Urbana,Interior,Pública,1,276.65,280.12,5.39,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61465834,Urbana,Interior,Pública,1,276.65,284.4,4.82,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459197,Urbana,Interior,Pública,1,276.6,275.45,5.05,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61425088,Urbana,Interior,Pública,1,276.49,3263.52,5.21,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61424811,Urbana,Interior,Pública,1,276.47,286.48,5.28,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442430,Urbana,Interior,Pública,1,276.45,281.53,5.18,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61459495,Urbana,Interior,Pública,1,276.44,294.8,5.06,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61399559,Urbana,Interior,Pública,1,276.44,294.2,5.31,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61459266,Urbana,Interior,Pública,1,276.44,282.22,5.02,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61399936,Urbana,Interior,Pública,1,276.43,281.07,5.27,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448044,Urbana,Interior,Pública,1,276.41,277.87,5.33,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399652,Urbana,Interior,Pública,1,276.39,277.84,5.14,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442084,Urbana,Interior,Pública,1,276.38,283.35,5.26,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61449672,Urbana,Interior,Pública,1,276.36,292.57,5.29,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61399591,Urbana,Interior,Pública,1,276.34,268.57,4.86,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61442439,Urbana,Interior,Pública,1,276.32,296.01,4.98,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61406234,Urbana,Interior,Pública,1,276.16,289.43,5.25,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61425575,Urbana,Interior,Pública,1,276.12,280.57,5.39,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448621,Urbana,Interior,Pública,1,276.08,278.44,5.44,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61425015,Urbana,Interior,Pública,1,276.07,286.97,5.1,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442529,Urbana,Interior,Pública,1,275.99,266.08,5.16,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61425387,Urbana,Interior,Pública,1,275.99,280.25,5.5,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61432482,Urbana,Interior,Pública,1,275.97,286.59,5.12,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61433421,Urbana,Interior,Pública,1,275.94,285.78,4.91,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61433436,Urbana,Interior,Pública,1,275.87,9194.78,4.9,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61442365,Urbana,Interior,Pública,1,275.82,272.36,4.69,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61449587,Urbana,Interior,Pública,1,275.81,274.26,5.21,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416739,Urbana,Interior,Pública,1,275.81,295.99,5.18,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61416200,Urbana,Interior,Pública,1,275.77,288.86,5.14,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61405129,Urbana,Capital,Pública,1,275.74,286.32,5.31,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416594,Urbana,Interior,Pública,1,275.73,3196.76,5.23,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61466446,Urbana,Interior,Pública,1,275.72,280.03,5.04,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61450184,Urbana,Interior,Pública,1,275.72,278.14,5.09,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459213,Urbana,Interior,Pública,1,275.7,279.36,5.14,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61449633,Urbana,Interior,Pública,1,275.69,270.66,4.89,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61431483,Urbana,Interior,Pública,1,275.69,300.83,5.15,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61405684,Urbana,Interior,Pública,1,275.66,279.45,5.18,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61465837,Urbana,Interior,Pública,1,275.65,274.86,5.05,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459181,Urbana,Interior,Pública,1,275.61,268.93,5.2,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61458814,Urbana,Interior,Pública,1,275.59,271.67,4.71,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61458791,Urbana,Interior,Pública,1,275.58,275.63,4.69,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61466118,Urbana,Capital,Pública,1,275.56,264.54,4.9,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61459466,Urbana,Interior,Pública,1,275.55,286.02,4.79,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61431555,Urbana,Interior,Pública,1,275.55,2694.89,4.95,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61442619,Urbana,Capital,Pública,1,275.53,289.94,5.13,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61412190,Urbana,Interior,Pública,1,275.48,266.95,4.86,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61433379,Urbana,Interior,Pública,1,275.47,290.26,5.07,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61449119,Urbana,Interior,Pública,1,275.44,287.58,4.73,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61416150,Urbana,Interior,Pública,1,275.44,289.85,4.76,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61405626,Urbana,Interior,Pública,1,275.41,284.61,5.19,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466579,Urbana,Interior,Pública,1,275.41,6314.29,4.89,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61432971,Urbana,Interior,Pública,1,275.37,284.33,5.19,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61428148,Urbana,Interior,Pública,1,275.33,2146.04,4.69,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61400023,Urbana,Interior,Pública,1,275.33,277.13,4.91,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61416090,Urbana,Capital,Pública,1,275.28,284.1,5.32,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61454661,Urbana,Interior,Pública,1,275.25,287,4.86,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459330,Urbana,Interior,Pública,1,275.21,272.06,5.23,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61412127,Urbana,Interior,Pública,1,275.2,282.02,5.18,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466224,Urbana,Interior,Pública,1,275.08,266.46,5.47,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61432999,Urbana,Interior,Pública,1,275.02,286.88,4.76,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61454594,Urbana,Interior,Pública,1,275.02,279.21,5.03,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61466134,Urbana,Interior,Pública,1,274.97,263.91,4.95,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61425166,Urbana,Interior,Pública,1,274.91,280.89,4.84,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61439296,Urbana,Interior,Pública,1,274.91,2736.38,5.17,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61466124,Urbana,Interior,Pública,1,274.84,281.43,5.49,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61465798,Urbana,Interior,Pública,1,274.81,281.97,5.11,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61454683,Urbana,Interior,Pública,1,274.77,282.05,5.44,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399907,Urbana,Interior,Pública,1,274.76,258.13,4.7,Q3_Médio-Alto,Q1_Baixo,Medio_INSE
61417141,Urbana,Interior,Pública,1,274.76,302.37,4.8,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61432990,Urbana,Interior,Pública,1,274.64,277.17,5.49,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61417132,Urbana,Interior,Pública,1,274.6,279.11,5.16,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399380,Urbana,Capital,Pública,1,274.57,280.66,5.23,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61455458,Urbana,Interior,Pública,1,274.55,273.72,4.72,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61448046,Urbana,Interior,Pública,1,274.54,1230.23,5.43,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61441522,Urbana,Interior,Pública,1,274.54,5057.38,5.2,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61399619,Urbana,Interior,Pública,1,274.43,262.45,5.51,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61466174,Urbana,Interior,Pública,1,274.41,281.71,5.42,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61441559,Urbana,Interior,Pública,1,274.39,290.43,5.08,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61412812,Urbana,Interior,Pública,1,274.36,270.52,5.22,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61399426,Urbana,Capital,Pública,1,274.35,281.91,5.32,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61454669,Urbana,Interior,Pública,1,274.34,287.56,5.09,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61432908,Urbana,Capital,Pública,1,274.29,288.52,5.22,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61416218,Urbana,Interior,Pública,1,274.26,284.16,4.73,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61466202,Urbana,Interior,Pública,1,274.23,276.11,4.93,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61465841,Urbana,Interior,Pública,1,274.16,280.99,4.79,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61408053,Urbana,Interior,Pública,1,274.15,279.89,5.11,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416634,Urbana,Interior,Pública,1,274.12,276.64,4.79,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61466515,Urbana,Interior,Pública,1,274.11,263.78,4.68,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61428091,Urbana,Capital,Pública,1,274.07,2274.82,5.39,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61399388,Urbana,Interior,Pública,1,273.96,282.99,5.2,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61451166,Urbana,Interior,Pública,1,273.95,274.89,5,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61428634,Urbana,Interior,Pública,1,273.93,273.4,5.37,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399626,Urbana,Interior,Pública,1,273.92,289.92,5.46,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61442595,Urbana,Interior,Pública,1,273.89,297.05,5.23,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61416190,Urbana,Interior,Pública,1,273.86,269.96,5.15,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61416581,Urbana,Interior,Pública,1,273.8,291.76,5.39,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61470481,Urbana,Interior,Pública,1,273.79,273.11,4.84,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61425369,Urbana,Interior,Pública,1,273.79,274.82,5.37,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399864,Urbana,Interior,Pública,1,273.77,272.95,4.88,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61417149,Urbana,Interior,Pública,1,273.68,257.87,4.91,Q3_Médio-Alto,Q1_Baixo,Medio_INSE
61428110,Urbana,Interior,Pública,1,273.67,283.74,5.47,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442338,Urbana,Interior,Pública,1,273.63,279.78,4.79,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61437652,Urbana,Interior,Pública,1,273.63,260.46,4.79,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61417163,Urbana,Interior,Pública,1,273.61,281.9,5.03,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61428637,Urbana,Interior,Pública,1,273.58,283.47,5.37,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61457604,Urbana,Interior,Pública,1,273.55,3999.47,4.84,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61465785,Urbana,Interior,Pública,1,273.48,276.86,5.28,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61433461,Urbana,Interior,Pública,1,273.4,2697.73,5.04,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61399959,Urbana,Interior,Pública,1,273.39,280.87,5.07,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61432484,Urbana,Interior,Pública,1,273.38,282.32,5.11,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448601,Urbana,Capital,Pública,1,273.38,282.64,5.15,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466547,Urbana,Interior,Pública,1,273.33,271.11,4.99,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61431564,Urbana,Interior,Pública,1,273.33,287.78,5.24,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61433373,Urbana,Interior,Pública,1,273.31,283.09,5.04,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61448135,Urbana,Interior,Pública,1,273.24,267.91,4.83,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61441583,Urbana,Interior,Pública,1,273.19,268.82,5.14,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61412137,Urbana,Interior,Pública,1,273.18,276.01,5.13,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399912,Urbana,Interior,Pública,1,273.16,253.28,5.16,Q3_Médio-Alto,Q1_Baixo,Alto_INSE
61399955,Urbana,Interior,Pública,1,273.12,280.6,5.01,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61421761,Urbana,Capital,Pública,1,273.11,280.74,5,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61442352,Urbana,Interior,Pública,1,273.07,276.33,4.93,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61428144,Urbana,Interior,Pública,1,273.02,280.1,4.65,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61442559,Urbana,Interior,Pública,1,272.95,272.68,4.88,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61399908,Urbana,Interior,Pública,1,272.94,6480.25,4.55,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61428152,Urbana,Interior,Pública,1,272.91,291.36,5.3,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61405632,Urbana,Interior,Pública,1,272.91,285.4,5.1,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61455976,Urbana,Interior,Pública,1,272.8,1889.78,5.48,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61416102,Urbana,Interior,Pública,1,272.79,2531.81,5.37,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61425384,Urbana,Interior,Pública,1,272.78,259.19,4.72,Q3_Médio-Alto,Q1_Baixo,Medio_INSE
61454660,Urbana,Interior,Pública,1,272.76,277.47,5.15,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466201,Urbana,Interior,Pública,1,272.71,274.78,4.82,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61470108,Urbana,Interior,Pública,1,272.6,275.33,4.89,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61470070,Urbana,Interior,Pública,1,272.59,4497.16,5.02,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61432499,Urbana,Interior,Pública,1,272.57,287.55,4.92,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61437641,Urbana,Capital,Pública,1,272.56,286.42,5.38,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61412815,Urbana,Interior,Pública,1,272.55,281.11,5.18,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61459481,Urbana,Interior,Pública,1,272.52,252.97,4.7,Q3_Médio-Alto,Q1_Baixo,Baixo_INSE
61466189,Urbana,Interior,Pública,1,272.48,2797.92,5.21,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61466180,Urbana,Interior,Pública,1,272.46,271.38,5.01,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61433495,Urbana,Interior,Pública,1,272.4,281.39,5.37,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416592,Urbana,Interior,Pública,1,272.36,288.07,5.17,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61466502,Urbana,Interior,Pública,1,272.34,276.21,4.92,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61439252,Urbana,Interior,Pública,1,272.33,278.18,5.05,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61433410,Urbana,Interior,Pública,1,272.33,265.48,4.65,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61448104,Urbana,Interior,Pública,1,272.33,251.34,4.98,Q3_Médio-Alto,Q1_Baixo,Medio_INSE
61399510,Urbana,Interior,Pública,1,272.28,281.92,5.21,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399373,Urbana,Capital,Pública,1,272.26,284.66,5.12,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61470534,Urbana,Interior,Pública,1,272.26,282.48,5.02,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61455471,Urbana,Interior,Pública,1,272.24,274.04,5,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61433502,Urbana,Interior,Pública,1,272.24,271.56,4.7,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61421857,Urbana,Interior,Pública,1,272.24,272.19,4.82,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61433437,Urbana,Interior,Pública,1,272.24,291.54,5.48,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61417222,Urbana,Interior,Pública,1,272.2,269.55,4.73,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61454606,Urbana,Interior,Pública,1,272.15,276.16,5.01,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61399599,Urbana,Interior,Pública,1,272.15,272.66,4.99,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61448626,Urbana,Interior,Pública,1,272.14,284.63,5.33,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466441,Urbana,Interior,Pública,1,272.08,272.86,5.16,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61454130,Urbana,Interior,Pública,1,272.08,273.35,5.2,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61437673,Urbana,Interior,Pública,1,272.07,277.09,5.23,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61421882,Urbana,Interior,Pública,1,272.06,272.04,5.14,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61425490,Urbana,Interior,Pública,1,272.03,287.82,5.41,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61408023,Urbana,Interior,Pública,1,271.98,275.98,5.15,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416666,Urbana,Interior,Pública,1,271.96,301.82,4.78,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61405706,Urbana,Interior,Pública,1,271.96,272.59,4.75,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61455993,Urbana,Interior,Pública,1,271.91,295,5.13,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61449590,Urbana,Interior,Pública,1,271.91,280.99,4.8,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61433453,Urbana,Interior,Pública,1,271.9,280.02,4.96,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61421837,Urbana,Interior,Pública,1,271.9,273.48,4.86,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
