"PROFICIENCIA_LP_SAEB","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num"
2.80487593513856,-0.902317153339516,-1.18967597549096,-1.27331203144075,-0.667067187379677,-0.51946248164932,-0.19599838302001
-0.657519291178424,0.721853722671613,-0.258625212063252,NA,-1.52472499972497,-0.51946248164932,-0.19599838302001
0.552494053658882,-0.902317153339516,1.60347631479217,-0.242535625036333,1.04824843731092,-0.51946248164932,-0.19599838302001
-0.610527380092799,0.721853722671613,-1.18967597549096,-1.27331203144075,-0.667067187379677,-0.51946248164932,NA
0.317706912307369,0.721853722671613,0.672425551364457,-0.242535625036333,1.04824843731092,-0.51946248164932,1.46998787265008
-0.930017846729227,0.721853722671613,-1.18967597549096,-1.27331203144075,-1.52472499972497,1.81811868577262,1.46998787265008
1.06504888568208,-0.902317153339516,1.60347631479217,1.8190171877725,1.04824843731092,-0.51946248164932,-1.8619846386901
-0.548210852862696,0.721853722671613,-0.258625212063252,0.788240781368082,-0.667067187379677,1.81811868577262,-0.19599838302001
0.419381773263018,-0.902317153339516,-1.18967597549096,0.788240781368082,-0.667067187379677,-0.51946248164932,-0.19599838302001
-0.811593129601862,0.721853722671613,1.60347631479217,-1.27331203144075,0.190590624965622,-0.51946248164932,-0.19599838302001
0.541635602876935,-2.52648802935065,-0.258625212063252,-0.242535625036333,-0.667067187379677,-0.51946248164932,-1.8619846386901
0.180295933220792,0.721853722671613,0.672425551364457,0.788240781368082,1.04824843731092,-0.51946248164932,-0.19599838302001
0.81511937746499,-0.902317153339516,0.672425551364457,0.788240781368082,0.190590624965622,-0.51946248164932,-0.19599838302001
-0.10035344191992,0.721853722671613,-0.258625212063252,0.788240781368082,0.190590624965622,-0.51946248164932,-0.19599838302001
-0.0728206573984315,-0.902317153339516,0.672425551364457,0.788240781368082,1.04824843731092,1.81811868577262,1.46998787265008
-1.70240170552761,0.721853722671613,-0.258625212063252,-0.242535625036333,1.04824843731092,-0.51946248164932,1.46998787265008
-0.838290130553709,0.721853722671613,-1.18967597549096,-1.27331203144075,-1.52472499972497,1.81811868577262,-0.19599838302001
-0.424824037747944,0.721853722671613,-0.258625212063252,0.788240781368082,1.04824843731092,-0.51946248164932,-0.19599838302001
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
