"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num"
0.156751020748931,-0.858116330321033,-0.135526185435788,0.621059003408118,0.588348405414552,0.316227766016838,1.01418510567422,-0.558156305651438,-1.13755432870095,-1.52127765851133,-1.25628852958435,-0.774596669241483,-1.10616251320409,-0.444478318492315,-0.364399348580512,1.49078803979366,-0.176166065854411,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.000310298926203518,-0.858116330321033,-0.135526185435788,-1.44913767461894,-1.76504521624366,-1.26491106406735,-0.253546276418555,1.30236471318669,-1.13755432870095,-0.253546276418555,-0.114208048144032,-0.774596669241483,-0.100560228473099,-0.444478318492315,-0.364399348580512,-1.21973566892209,-0.176166065854411,-0.316227766016838
-1.89648878521384,0.572077553547355,1.21973566892209,0.621059003408118,0.588348405414552,0.316227766016838,1.01418510567422,2.23262522260575,-1.13755432870095,1.01418510567422,1.02787243329629,1.16189500386223,0.905042056257888,1.03711607648207,0.850265146687862,0.135526185435788,-0.176166065854411,-0.316227766016838
0.986128520353854,-0.858116330321033,-0.135526185435788,0.621059003408118,0.588348405414552,0.316227766016838,-0.253546276418555,-0.558156305651438,0.869894486653667,-0.253546276418555,-0.114208048144032,-0.774596669241483,-1.10616251320409,-0.444478318492315,-0.364399348580512,-1.21973566892209,1.5854945926897,-0.316227766016838
-0.59779991348406,2.00227143741574,1.21973566892209,0.621059003408118,0.588348405414552,1.89736659610103,1.01418510567422,0.372104203767625,-1.13755432870095,1.01418510567422,1.02787243329629,1.16189500386223,0.905042056257888,1.03711607648207,0.850265146687862,0.135526185435788,-0.176166065854411,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.548848042654933,-0.858116330321033,-1.49078803979366,-1.44913767461894,-0.588348405414552,-1.26491106406735,-1.52127765851133,-0.558156305651438,0.869894486653667,1.01418510567422,1.02787243329629,1.16189500386223,0.905042056257888,1.03711607648207,0.850265146687862,0.135526185435788,-0.176166065854411,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.7702542728574,0.572077553547355,-0.135526185435788,0.621059003408118,0.588348405414552,0.316227766016838,1.01418510567422,-0.558156305651438,0.869894486653667,1.01418510567422,1.02787243329629,1.16189500386223,0.905042056257888,1.03711607648207,0.850265146687862,1.49078803979366,1.5854945926897,2.84604989415154
1.14810700287597,-0.858116330321033,-1.49078803979366,-1.44913767461894,-1.76504521624366,-1.26491106406735,-0.253546276418555,-0.558156305651438,0.869894486653667,-0.253546276418555,-1.25628852958435,-0.774596669241483,-1.10616251320409,-0.444478318492315,-1.57906384384889,-1.21973566892209,-1.93782672439852,-0.316227766016838
1.14660065285764,0.572077553547355,-0.135526185435788,0.621059003408118,0.588348405414552,0.316227766016838,-1.52127765851133,-0.558156305651438,0.869894486653667,-0.253546276418555,-0.114208048144032,-0.774596669241483,0.905042056257888,-1.9260727134667,0.850265146687862,0.135526185435788,-0.176166065854411,-0.316227766016838
-0.722202566862238,0.572077553547355,1.21973566892209,0.621059003408118,0.588348405414552,0.316227766016838,-0.253546276418555,-0.558156305651438,0.200744881535462,-1.52127765851133,-1.25628852958435,-0.774596669241483,-1.10616251320409,-0.444478318492315,-1.57906384384889,0.135526185435788,-0.176166065854411,-0.316227766016838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
