"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q23h_num"
NA,NA,NA
NA,NA,NA
NA,NA,NA
-0.730028288634519,1.41681062028289,-0.308418467701777
-1.37127936762661,0.0602898136290592,-1.85051080621066
-1.52174282051775,-1.29623099302477,-1.85051080621066
NA,NA,NA
-0.5976225077561,NA,NA
NA,-1.29623099302477,-0.308418467701777
-0.998721504529924,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1.89862192248801,0.0602898136290592,1.23367387080711
-0.0227701819273302,0.0602898136290592,-0.308418467701777
0.413509789772653,0.0602898136290592,-0.308418467701777
0.454817917199638,1.41681062028289,-0.308418467701777
1.63093790211465,1.41681062028289,1.23367387080711
-0.861147444382561,0.0602898136290592,1.23367387080711
-0.424864747297424,-1.29623099302477,-0.308418467701777
NA,NA,NA
NA,NA,NA
-1.77486454833905,0.0602898136290592,NA
-0.758437484469681,-1.29623099302477,-0.308418467701777
0.0969134767210947,1.41681062028289,-0.308418467701777
0.258392157720924,1.41681062028289,NA
NA,NA,NA
0.0555890213169851,0.0602898136290592,1.23367387080711
1.89398407130456,1.41681062028289,1.23367387080711
-0.909083197492965,-1.29623099302477,-0.308418467701777
1.29684425137114,1.41681062028289,-1.85051080621066
-0.44452187972207,-1.29623099302477,-0.308418467701777
0.256365663522779,-1.29623099302477,1.23367387080711
NA,NA,NA
1.41072174462195,-1.29623099302477,NA
NA,NA,NA
-1.52482338175778,0.0602898136290592,-1.85051080621066
-0.464962390041755,0.0602898136290592,-0.308418467701777
-0.0729296546525622,0.0602898136290592,-0.308418467701777
0.941896610446109,0.0602898136290592,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
-0.884547479640908,-1.29623099302477,1.23367387080711
0.917843723774537,0.0602898136290592,NA
NA,NA,NA
0.327077192688617,0.0602898136290592,1.23367387080711
1.16150342535285,0.0602898136290592,1.23367387080711
-0.751797618886868,-1.29623099302477,1.23367387080711
0.842469863626453,0.0602898136290592,1.23367387080711
NA,NA,NA
-0.395918309913893,0.0602898136290592,-0.308418467701777
NA,NA,NA
-0.791110496709787,-1.29623099302477,-0.308418467701777
NA,NA,NA
-1.0594582457032,-1.29623099302477,-0.308418467701777
NA,NA,NA
-0.621978690861175,1.41681062028289,1.23367387080711
0.516007583318098,1.41681062028289,-0.308418467701777
-0.130606250640663,0.0602898136290592,-0.308418467701777
-1.21626510554034,0.0602898136290592,-1.85051080621066
NA,NA,NA
-0.821728471209026,1.41681062028289,-0.308418467701777
0.254078019025824,-1.29623099302477,-0.308418467701777
NA,NA,NA
0.436851350919181,0.0602898136290592,-0.308418467701777
0.747003636778238,1.41681062028289,-0.308418467701777
2.04921867591372,0.0602898136290592,-0.308418467701777
1.29056206825592,0.0602898136290592,1.23367387080711
NA,NA,NA
