"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q23g_num"
-0.847530807407382,0,-0.625786218774744,-2.10345037253785,-0.112070551941356,0.19201784934589
NA,NA,NA,NA,NA,NA
0.163382968594687,0,-0.625786218774744,0.978349010482719,1.12070551941356,0.19201784934589
0.754353455499139,0,1.0951258828558,-0.0489174505241358,-0.112070551941356,1.60014874454909
-1.07919861930131,0,-0.625786218774744,-1.07618391153099,-1.34484662329627,0.19201784934589
NA,NA,NA,NA,NA,NA
0.999238852848097,0,1.0951258828558,0.978349010482719,-0.112070551941356,0.19201784934589
1.38856273769544,0,1.0951258828558,0.978349010482719,-1.34484662329627,-1.21611304585731
-0.496027727742161,0,1.0951258828558,0.978349010482719,-0.112070551941356,0.19201784934589
-0.136668467506515,0,1.0951258828558,0.978349010482719,1.12070551941356,-1.21611304585731
-0.278442423643705,0,-0.625786218774744,-0.0489174505241358,1.12070551941356,1.60014874454909
-0.758564515462351,0,-0.625786218774744,NA,-0.112070551941356,0.19201784934589
-0.550661250714454,0,1.0951258828558,-1.07618391153099,-0.112070551941356,0.19201784934589
0.637338337497303,0,1.0951258828558,0.978349010482719,-1.34484662329627,-1.21611304585731
-0.93108415310141,-2.29128784747792,-2.34669832040529,-1.07618391153099,-1.34484662329627,0.19201784934589
-1.08384262115442,0,-0.625786218774744,-0.0489174505241358,1.12070551941356,0.19201784934589
2.06927656004213,2.29128784747792,1.0951258828558,-0.0489174505241358,-1.34484662329627,0.19201784934589
0.833489158318901,0,-0.625786218774744,-1.07618391153099,-0.112070551941356,0.19201784934589
-0.0589049292784824,0,-0.625786218774744,-0.0489174505241358,1.12070551941356,0.19201784934589
1.10248772565136,2.29128784747792,-0.625786218774744,0.978349010482719,-1.34484662329627,-2.6242439410605
0.0444257842002276,-2.29128784747792,-0.625786218774744,0.978349010482719,1.12070551941356,0.19201784934589
-1.72843619607825,0,-0.625786218774744,-1.07618391153099,1.12070551941356,0.19201784934589
-1.19206790237129,0,1.0951258828558,-1.07618391153099,1.12070551941356,1.60014874454909
1.14887403341444,0,-0.625786218774744,0.978349010482719,-0.112070551941356,-1.21611304585731
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
