"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22b_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num","TX_RESP_Q23i_num"
-0.427464493623587,-1.16840666266212,-0.733799385705343,1.10978156421654,-2.33030106001414,-1.77099805435442,-2.13381188326271
1.45384097523645,-1.16840666266212,-0.733799385705343,0.0693613477635341,-0.145643816250884,1.35429262980044,1.23536477452052
0.680530954345463,0.08345761876158,0.733799385705343,-0.971058868689474,2.03901342751237,1.35429262980044,1.23536477452052
NA,NA,NA,NA,NA,NA,NA
0.857247809785033,-1.16840666266212,-0.733799385705343,0.0693613477635341,-0.145643816250884,1.35429262980044,-0.449223554371097
0.599998660506606,0.08345761876158,-0.733799385705343,1.10978156421654,-0.145643816250884,-0.20835271227699,1.23536477452052
-1.76868842274792,1.33532190018528,0,-0.971058868689474,-0.145643816250884,-0.20835271227699,-0.449223554371097
0.274700524871214,-1.16840666266212,-0.733799385705343,1.10978156421654,-0.145643816250884,-0.20835271227699,-0.449223554371097
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.291277622596657,1.33532190018528,1.46759877141069,0.0693613477635341,-0.145643816250884,-0.20835271227699,-0.449223554371097
-1.61751252887287,1.33532190018528,1.46759877141069,0.0693613477635341,-0.145643816250884,-1.77099805435442,-0.449223554371097
-0.0405427088656132,0.08345761876158,1.46759877141069,-0.971058868689474,-0.145643816250884,-0.20835271227699,-0.449223554371097
-1.14504707245924,0.08345761876158,-0.733799385705343,1.10978156421654,-0.145643816250884,-0.20835271227699,1.23536477452052
1.38870438756984,0.08345761876158,-0.733799385705343,-0.971058868689474,-0.145643816250884,-0.20835271227699,-0.449223554371097
0.809343551562444,1.33532190018528,-0.733799385705343,-2.01147908514248,2.03901342751237,1.35429262980044,1.23536477452052
-0.236926199428899,-1.16840666266212,-0.733799385705343,0.0693613477635341,-0.145643816250884,-0.20835271227699,-0.449223554371097
NA,NA,NA,NA,NA,NA,NA
-0.536907815282254,0.08345761876158,1.46759877141069,1.10978156421654,-0.145643816250884,-0.20835271227699,-0.449223554371097
