"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num"
-0.623348604603071,-1.76504521624366,-0.301511344577763,0,-1.58113883008419,1.26131244777378,0.16854996561581
0.124955734853171,-0.588348405414552,-1.95982373975546,0,0,-0.720749970156447,-1.68549965615811
2.12740784802602,0.588348405414552,-0.301511344577763,0,0,1.26131244777378,0.16854996561581
NA,NA,NA,NA,NA,NA,NA
-1.34368842582252,-0.588348405414552,1.35680105059994,0,1.58113883008419,1.26131244777378,0.16854996561581
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.883114010074889,0.588348405414552,1.35680105059994,0,0,-0.720749970156447,0.16854996561581
0.0812478769936081,-0.588348405414552,-0.301511344577763,0,-1.58113883008419,-0.720749970156447,0.16854996561581
NA,NA,NA,NA,NA,NA,NA
0.31190618032054,1.76504521624366,-0.301511344577763,-2.23606797749979,0,-0.720749970156447,0.16854996561581
-1.29291803715578,NA,1.35680105059994,2.23606797749979,1.58113883008419,1.26131244777378,-1.68549965615811
-0.632519397673342,0.588348405414552,-0.301511344577763,0,0,-0.720749970156447,0.16854996561581
0.530327901449289,-0.588348405414552,-0.301511344577763,0,0,-0.720749970156447,2.02259958738973
-0.166485086462808,0.588348405414552,-0.301511344577763,0,0,-0.720749970156447,0.16854996561581
