"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-0.0311123257482949,0.720749970156447,-1.26491106406735,-0.707106781186547,-1.12464311423107,0,-0.539359889970594,0.42174116783665,0.16854996561581,-0.444478318492315
1.77021672128024,0.720749970156447,1.89736659610103,-2.12132034355964,0.42174116783665,0,0.943879807448539,0.42174116783665,-1.68549965615811,-0.444478318492315
0.861860486276056,0.720749970156447,0.316227766016838,0.707106781186547,0.42174116783665,0,0.943879807448539,1.96812544990437,0.16854996561581,-0.444478318492315
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.98353333600586,0.720749970156447,0.316227766016838,0.707106781186547,0.42174116783665,0,0.943879807448539,0.42174116783665,0.16854996561581,-0.444478318492315
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.01549789109623,0.720749970156447,0.316227766016838,-0.707106781186547,0.42174116783665,0,0.943879807448539,0.42174116783665,0.16854996561581,-0.444478318492315
-0.0749830577736644,0.720749970156447,0.316227766016838,0.707106781186547,0.42174116783665,0,-0.539359889970594,0.42174116783665,0.16854996561581,-0.444478318492315
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.93804804889667,-1.26131244777378,-1.26491106406735,0.707106781186547,-1.12464311423107,-2.23606797749979,-0.539359889970594,-1.12464311423107,0.16854996561581,2.51871047145645
0.120587270560373,0.720749970156447,NA,NA,1.96812544990437,2.23606797749979,0.943879807448539,-1.12464311423107,-1.68549965615811,NA
-0.313513749048287,-1.26131244777378,0.316227766016838,0.707106781186547,-1.12464311423107,0,-2.02259958738973,-1.12464311423107,0.16854996561581,1.03711607648207
-0.397033713203923,-1.26131244777378,0.316227766016838,-0.707106781186547,0.42174116783665,0,-0.539359889970594,-1.12464311423107,2.02259958738973,-0.444478318492315
-0.0299381385361897,-1.26131244777378,-1.26491106406735,0.707106781186547,-1.12464311423107,0,-0.539359889970594,0.42174116783665,0.16854996561581,-0.444478318492315
