"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num"
0.135334141911575,0.353553390593274,-0.353553390593274,-0.214598768819738,0.829522028710814,0.353553390593274,0.195047374401374,-1.20761472884912,-1.62018517460197,-0.353553390593274,-1.75542636961236,NA
-0.779456563460643,-1.06066017177982,-0.353553390593274,-1.07299384409869,0.829522028710814,0.353553390593274,1.75542636961236,0.724568837309472,-0.540061724867322,-0.353553390593274,-0.195047374401374,-0.207019667802706
-0.249336875205917,0.353553390593274,-0.353553390593274,-0.214598768819738,-1.38253671451802,0.353553390593274,0.195047374401374,0.724568837309472,0.540061724867322,1.06066017177982,-0.195047374401374,-1.65615734242165
1.89156132460716,1.76776695296637,-0.353553390593274,1.50219138173817,-0.645183800108411,-2.47487373415292,0.195047374401374,0.724568837309472,-0.540061724867322,-0.353553390593274,-0.195047374401374,-0.207019667802706
-0.876719826802962,-1.06066017177982,-0.353553390593274,-0.214598768819738,0.0921691143012016,0.353553390593274,0.195047374401374,0.724568837309472,1.62018517460197,-1.76776695296637,1.36533162080961,1.24211800681624
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.10050058334548,0.353553390593274,2.47487373415292,1.50219138173817,-1.38253671451802,0.353553390593274,-1.36533162080961,-1.20761472884912,0.540061724867322,1.06066017177982,-0.195047374401374,-0.207019667802706
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.548808246570655,-1.06066017177982,-0.353553390593274,-0.214598768819738,0.829522028710814,0.353553390593274,-1.36533162080961,-1.20761472884912,0.540061724867322,1.06066017177982,-0.195047374401374,-0.207019667802706
-0.673074537824037,0.353553390593274,-0.353553390593274,-1.07299384409869,0.829522028710814,0.353553390593274,0.195047374401374,0.724568837309472,-0.540061724867322,-0.353553390593274,1.36533162080961,1.24211800681624
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
