"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.380727163319224,0.18490006540841,-0.333333333333333,-1.76383420737639,-0.875376219064817,-0.800326730665041,1.30002249193318,0.711659994885488,-0.266666666666667,-0.666666666666667
1.09429271133658,-1.47920052326728,-1.83333333333333,0.50395263067897,-0.875376219064817,-1.82931824152009,1.30002249193318,-0.20333142711014,-0.266666666666667,-0.666666666666667
-0.350230791020899,0.18490006540841,1.16666666666667,0.50395263067897,-0.875376219064817,1.25765629104507,-0.764719112901873,0.711659994885488,-0.266666666666667,1.33333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.71624853693172,1.8490006540841,-0.333333333333333,-1.76383420737639,-0.0875376219064817,0.228664780190012,-0.0764719112901873,-2.0333142711014,-0.266666666666667,-0.666666666666667
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.71051389329174,0.18490006540841,1.16666666666667,0.50395263067897,-0.875376219064817,1.25765629104507,1.30002249193318,-1.11832284910577,0.933333333333333,1.33333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.167500944857988,0.18490006540841,-0.333333333333333,0.50395263067897,0.700300975251854,0.228664780190012,-0.764719112901873,0.711659994885488,2.13333333333333,1.33333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.197597159372978,0.18490006540841,-0.333333333333333,0.50395263067897,-0.0875376219064817,-0.800326730665041,-0.764719112901873,-0.20333142711014,-1.46666666666667,-0.666666666666667
-0.0415585367030158,0.18490006540841,1.16666666666667,0.50395263067897,1.48813957241019,0.228664780190012,-0.764719112901873,0.711659994885488,-0.266666666666667,-0.666666666666667
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.73988810569905,-1.47920052326728,-0.333333333333333,0.50395263067897,1.48813957241019,0.228664780190012,-0.764719112901873,0.711659994885488,-0.266666666666667,-0.666666666666667
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
