"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.189505644724601,0.18490006540841,-1.76383420737639,-0.471404520791032,-0.875376219064817,1.30002249193318,0.711659994885488,0.764719112901872,-0.596284793999944,-0.266666666666667,-0.50395263067897,NA
-0.480156839286999,-1.47920052326728,0.50395263067897,-0.471404520791032,-0.875376219064817,1.30002249193318,-0.20333142711014,0.764719112901872,1.19256958799989,-0.266666666666667,1.76383420737639,0.840026881290309
-0.359998794460622,0.18490006540841,0.50395263067897,0.942809041582063,-0.875376219064817,-0.764719112901873,0.711659994885488,-0.611775290321498,-0.596284793999944,-0.266666666666667,-0.50395263067897,-0.504016128774185
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.43671270806734,1.8490006540841,-1.76383420737639,-0.471404520791032,-0.0875376219064817,-0.0764719112901873,-2.0333142711014,-0.611775290321498,-0.596284793999944,-0.266666666666667,-0.50395263067897,-0.504016128774185
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.569359021436704,0.18490006540841,0.50395263067897,0.942809041582063,-0.875376219064817,1.30002249193318,-1.11832284910577,0.764719112901872,1.19256958799989,0.933333333333333,1.76383420737639,0.840026881290309
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.26693922040289,0.18490006540841,0.50395263067897,-1.88561808316413,0.700300975251854,-0.764719112901873,0.711659994885488,0.764719112901872,1.19256958799989,2.13333333333333,-0.50395263067897,-0.504016128774185
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.940116907053932,0.18490006540841,0.50395263067897,0.942809041582063,-0.0875376219064817,-0.764719112901873,-0.20333142711014,-1.98826969354487,-1.49071198499986,-1.46666666666667,-0.50395263067897,-1.84805913883868
1.2438622530116,0.18490006540841,0.50395263067897,0.942809041582063,1.48813957241019,-0.764719112901873,0.711659994885488,0.764719112901872,0.298142396999972,-0.266666666666667,-0.50395263067897,0.840026881290309
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.08603715216651,-1.47920052326728,0.50395263067897,-0.471404520791032,1.48813957241019,-0.764719112901873,0.711659994885488,-0.611775290321498,-0.596284793999944,-0.266666666666667,-0.50395263067897,0.840026881290309
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
