"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23i_num"
-0.453348790011464,-0.201299098393952,-1.30946323917699,-1.72435236802369,-2.05713834775841,-1.14203208717426,-0.953716136009613,1.19373363863133
-0.146870944258401,-0.201299098393952,0.916624267423893,0.0556242699362481,0.881630720467888,-1.14203208717426,-0.953716136009613,1.19373363863133
-1.83184041380689,1.14069489089906,-1.30946323917699,-1.72435236802369,0.881630720467888,0.126892454130473,0.317905378669871,1.19373363863133
-1.98446626778547,1.14069489089906,NA,NA,-0.587753813645258,0.126892454130473,1.58952689334935,-0.795822425754221
-0.880078815121038,1.14069489089906,-1.30946323917699,-0.834364049043722,0.881630720467888,1.3958169954352,0.317905378669871,1.19373363863133
NA,NA,NA,NA,NA,NA,NA,NA
1.20193374457631,-1.54329308768697,-1.30946323917699,0.945612588916218,-0.587753813645258,0.126892454130473,-0.953716136009613,-0.795822425754221
0.444665311100734,-0.201299098393952,0.174595098556932,0.945612588916218,-0.587753813645258,-1.14203208717426,-0.953716136009613,-0.795822425754221
-0.404571600093702,-0.201299098393952,0.916624267423893,0.945612588916218,-0.587753813645258,0.126892454130473,0.317905378669871,1.19373363863133
0.557825526344108,1.14069489089906,-0.567434070310029,0.945612588916218,-0.587753813645258,-1.14203208717426,-0.953716136009613,-0.795822425754221
0.994914430583533,1.14069489089906,NA,NA,0.881630720467888,1.3958169954352,1.58952689334935,-0.795822425754221
-0.456811290736562,-0.201299098393952,NA,NA,-0.587753813645258,1.3958169954352,-0.953716136009613,1.19373363863133
NA,NA,NA,NA,NA,NA,NA,NA
-1.61093561658252,-0.201299098393952,-0.567434070310029,-0.834364049043722,2.35101525458103,1.3958169954352,1.58952689334935,-0.795822425754221
0.197991446272814,1.14069489089906,0.916624267423893,NA,0.881630720467888,0.126892454130473,0.317905378669871,-0.795822425754221
NA,NA,NA,NA,NA,NA,NA,NA
-0.0980212324212203,-1.54329308768697,-1.30946323917699,-0.834364049043722,0.881630720467888,0.126892454130473,0.317905378669871,-0.795822425754221
0.906548476915828,-0.201299098393952,0.916624267423893,0.0556242699362481,-0.587753813645258,1.3958169954352,1.58952689334935,1.19373363863133
1.12397727313377,-0.201299098393952,0.916624267423893,0.945612588916218,-0.587753813645258,-1.14203208717426,-0.953716136009613,-0.795822425754221
0.671999334137904,-1.54329308768697,0.916624267423893,-0.834364049043722,-0.587753813645258,-1.14203208717426,-0.953716136009613,-0.795822425754221
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1.05928058821071,-1.54329308768697,0.916624267423893,0.945612588916218,-0.587753813645258,-1.14203208717426,-0.953716136009613,-0.795822425754221
1.00029289980616,-0.201299098393952,0.916624267423893,0.945612588916218,-0.587753813645258,0.126892454130473,0.317905378669871,-0.795822425754221
-0.292484060264606,1.14069489089906,0.174595098556932,0.0556242699362481,0.881630720467888,0.126892454130473,0.317905378669871,1.19373363863133
