"PROFICIENCIA_MT_SAEB","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23d_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA
-0.157762754873669,-0.623049617958183,-1.01617959028573,-0.79071508650269,-0.0304334806370752,-0.597881099915127
-0.159524826058716,-0.623049617958183,-1.01617959028573,-2.02423062144689,-2.40424497032895,-0.597881099915127
-0.159523764935867,-0.623049617958183,-1.01617959028573,-0.79071508650269,-0.0304334806370752,-0.597881099915127
NA,NA,NA,NA,NA,NA
-0.15977588534447,-0.623049617958183,-1.01617959028573,-0.79071508650269,1.15647226420886,-0.597881099915127
-0.160188827164071,0.591897137060274,0.315366079743848,0.442800448441506,-0.0304334806370752,-0.597881099915127
-0.162131306754235,1.80684389207873,1.64691174977343,1.6763159833857,1.15647226420886,-0.597881099915127
-0.159308347859381,0.591897137060274,0.315366079743848,-0.79071508650269,1.15647226420886,-0.597881099915127
6.0848653663768,-0.623049617958183,-1.01617959028573,0.442800448441506,1.15647226420886,-0.597881099915127
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.159644285331783,-0.623049617958183,0.315366079743848,0.442800448441506,1.15647226420886,1.103780492151
-0.160147768548172,0.591897137060274,1.64691174977343,1.6763159833857,1.15647226420886,-0.597881099915127
NA,NA,NA,NA,NA,NA
-0.162154374003667,0.591897137060274,1.64691174977343,1.6763159833857,-2.40424497032895,2.80544208421714
-0.161703018441306,1.80684389207873,1.64691174977343,1.6763159833857,1.15647226420886,1.103780492151
-0.161063985081008,1.80684389207873,0.315366079743848,0.442800448441506,-0.0304334806370752,-0.597881099915127
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.160754300824017,-0.623049617958183,-1.01617959028573,-0.79071508650269,-1.21733922548301,1.103780492151
NA,NA,NA,NA,NA,NA
-0.161273379981902,-0.623049617958183,0.315366079743848,0.442800448441506,1.15647226420886,1.103780492151
-0.160591159195583,-0.623049617958183,-1.01617959028573,-0.79071508650269,-1.21733922548301,-0.597881099915127
NA,NA,NA,NA,NA,NA
-0.162220841149265,-0.623049617958183,0.315366079743848,0.442800448441506,-1.21733922548301,-0.597881099915127
-0.160800952684614,-0.623049617958183,-1.01617959028573,-0.79071508650269,-0.0304334806370752,-0.597881099915127
-0.158954781976568,1.80684389207873,0.315366079743848,0.442800448441506,-0.0304334806370752,-0.597881099915127
-0.160995324425554,0.591897137060274,0.315366079743848,0.442800448441506,-0.0304334806370752,NA
-0.160317833780049,-0.623049617958183,-1.01617959028573,-0.79071508650269,-0.0304334806370752,-0.597881099915127
-0.159898447441999,-0.623049617958183,0.315366079743848,0.442800448441506,-0.0304334806370752,-0.597881099915127
-0.159075765589514,-0.623049617958183,NA,-0.79071508650269,-0.0304334806370752,1.103780492151
-0.158240580088578,-0.623049617958183,-1.01617959028573,-0.79071508650269,1.15647226420886,-0.597881099915127
-0.16010793339478,1.80684389207873,0.315366079743848,0.442800448441506,-0.0304334806370752,-0.597881099915127
-0.160472289870739,0.591897137060274,1.64691174977343,0.442800448441506,-0.0304334806370752,2.80544208421714
-0.160179609766187,0.591897137060274,0.315366079743848,0.442800448441506,-0.0304334806370752,-0.597881099915127
-0.157899170766122,0.591897137060274,0.315366079743848,-0.79071508650269,1.15647226420886,-0.597881099915127
-0.15881043281064,-0.623049617958183,-1.01617959028573,-0.79071508650269,-0.0304334806370752,1.103780492151
-0.160149057985517,0.591897137060274,1.64691174977343,1.6763159833857,-1.21733922548301,-0.597881099915127
-0.161155742006321,-0.623049617958183,-1.01617959028573,-0.79071508650269,-0.0304334806370752,1.103780492151
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.160862376911054,-0.623049617958183,0.315366079743848,0.442800448441506,1.15647226420886,1.103780492151
-0.160658302099197,-0.623049617958183,0.315366079743848,0.442800448441506,-1.21733922548301,-0.597881099915127
-0.16051052675182,-0.623049617958183,-1.01617959028573,-0.79071508650269,-0.0304334806370752,-0.597881099915127
-0.161545297186495,0.591897137060274,0.315366079743848,-0.79071508650269,-1.21733922548301,1.103780492151
-0.159290114978727,-1.83799637297664,-1.01617959028573,0.442800448441506,-0.0304334806370752,-0.597881099915127
NA,NA,NA,NA,NA,NA
-0.158497951919493,-0.623049617958183,-1.01617959028573,-0.79071508650269,1.15647226420886,-0.597881099915127
-0.161336159644137,1.80684389207873,1.64691174977343,1.6763159833857,-1.21733922548301,-0.597881099915127
-0.157337888751584,-1.83799637297664,-1.01617959028573,-2.02423062144689,-0.0304334806370752,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
