"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22f_num","TX_RESP_Q23c_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
0.8697749366097,0.903696114115064,0.25,-0.853912563829966,0.859214361379679,0.322748612183951,-0.988632195015556,0.286212291364566,-0.75,-0.3659625273557,-0.25
0.13534229017262,0.903696114115064,0.25,0.121987509118567,0.859214361379679,0.322748612183951,-0.988632195015556,0.286212291364566,1.25,-0.3659625273557,-0.25
-0.877043158145431,0.903696114115064,0.25,1.0978875820671,0.859214361379679,0.322748612183951,0.141233170716508,0.286212291364566,-0.75,2.5617376914899,-0.25
2.13588054547271,-1.03279555898864,0.25,1.0978875820671,0.859214361379679,-0.968245836551854,-0.988632195015556,-1.24025326257979,-0.75,-0.3659625273557,-0.25
-0.759259524024869,-1.03279555898864,0.25,0.121987509118567,0.859214361379679,0.322748612183951,1.27109853644857,0.286212291364566,-0.75,-0.3659625273557,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.456683308256615,-1.03279555898864,0.25,-0.853912563829966,0.0505420212576282,1.61374306091976,0.141233170716508,0.286212291364566,1.25,-0.3659625273557,-0.25
-1.0785920902632,0.903696114115064,0.25,0.121987509118567,-1.56680265898647,0.322748612183951,0.141233170716508,0.286212291364566,1.25,2.5617376914899,3.75
-0.982935258110938,NA,-3.75,-1.8298126367785,-1.56680265898647,1.61374306091976,1.27109853644857,1.81267784530892,1.25,-0.3659625273557,-0.25
0.72877540815416,-1.03279555898864,0.25,0.121987509118567,0.859214361379679,-0.968245836551854,1.27109853644857,0.286212291364566,-0.75,-0.3659625273557,-0.25
0.829060656709148,-1.03279555898864,0.25,1.0978875820671,0.859214361379679,-0.968245836551854,0.141233170716508,0.286212291364566,-0.75,-0.3659625273557,-0.25
-0.973791820981699,0.903696114115064,0.25,-1.8298126367785,-1.56680265898647,-2.25924028528766,-2.11849756074762,-2.76671881652414,1.25,-0.3659625273557,-0.25
0.31882165307075,0.903696114115064,0.25,-0.853912563829966,-0.758130318864423,0.322748612183951,0.141233170716508,0.286212291364566,1.25,-0.3659625273557,-0.25
0.840889307362866,-1.03279555898864,0.25,1.0978875820671,-0.758130318864423,0.322748612183951,0.141233170716508,-1.24025326257979,-0.75,-0.3659625273557,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5546187528859,0.903696114115064,0.25,0.121987509118567,0.859214361379679,0.322748612183951,1.27109853644857,0.286212291364566,-0.75,-0.3659625273557,-0.25
0.763841835232162,0.903696114115064,0.25,1.0978875820671,0.0505420212576282,-0.968245836551854,0.141233170716508,0.286212291364566,-0.75,-0.3659625273557,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0605372798845388,-1.03279555898864,0.25,0.121987509118567,-0.758130318864423,0.322748612183951,-0.988632195015556,0.286212291364566,-0.75,-0.3659625273557,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
