"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num"
1.84216373742758,0.860309002014606,0.823754471047914,-0.252312957193464,-0.991515465631671,1.37292411841319,-0.135988359894568,-0.0674881905998773
0.238563641572581,0.860309002014606,0.823754471047914,-0.252312957193464,-0.991515465631671,1.37292411841319,1.2918894189984,-0.0674881905998773
-0.0826912014103808,-0.774278101813146,-1.37292411841319,0.807401463019084,0.309848583009897,-0.823754471047914,-0.135988359894568,-0.0674881905998773
0.14871024570609,0.860309002014606,0.823754471047914,0.807401463019084,0.309848583009897,-0.823754471047914,1.2918894189984,1.21478743079779
0.596127141332715,-2.4088652056409,-0.274584823682638,-1.31202737740601,-0.991515465631671,-1.92209376577847,-1.56386613878753,-2.63203943339521
-0.305626781510728,-0.774278101813146,0.823754471047914,0.807401463019084,0.309848583009897,1.37292411841319,1.2918894189984,1.21478743079779
0.353469553513931,-0.774278101813146,-1.37292411841319,0.807401463019084,-0.991515465631671,0.274584823682638,1.2918894189984,-0.0674881905998773
2.35121995817626,-0.774278101813146,-1.37292411841319,-1.31202737740601,-0.991515465631671,-0.823754471047914,-1.56386613878753,-1.34976381199754
0.41303087066167,-0.774278101813146,-0.274584823682638,0.807401463019084,0.309848583009897,-0.823754471047914,-0.135988359894568,-0.0674881905998773
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.32343161405616,-0.774278101813146,0.823754471047914,-0.252312957193464,0.309848583009897,-0.823754471047914,-1.56386613878753,-0.0674881905998773
-1.51099160454087,0.860309002014606,-1.37292411841319,0.807401463019084,1.61121263165147,1.37292411841319,1.2918894189984,1.21478743079779
-0.105065403267325,0.860309002014606,0.823754471047914,-1.31202737740601,-0.991515465631671,-0.823754471047914,1.2918894189984,1.21478743079779
-0.890492147755608,-0.774278101813146,-0.274584823682638,0.807401463019084,1.61121263165147,0.274584823682638,-0.135988359894568,-0.0674881905998773
0.0154303954934031,NA,NA,NA,NA,NA,NA,NA
0.338397242634511,NA,0.823754471047914,0.807401463019084,0.309848583009897,0.274584823682638,-0.135988359894568,-0.0674881905998773
0.549555893966742,-0.774278101813146,-1.37292411841319,-2.37174179761856,-0.991515465631671,-0.823754471047914,-0.135988359894568,-0.0674881905998773
-0.120604136000759,0.860309002014606,0.823754471047914,-0.252312957193464,0.309848583009897,1.37292411841319,-1.56386613878753,1.21478743079779
-1.27950437498338,0.860309002014606,0.823754471047914,-1.31202737740601,-0.991515465631671,-0.823754471047914,-0.135988359894568,-1.34976381199754
0.544288123155698,NA,-1.37292411841319,0.807401463019084,1.61121263165147,0.274584823682638,-0.135988359894568,-0.0674881905998773
NA,NA,NA,NA,NA,NA,NA,NA
-0.0473917743874102,0.860309002014606,0.823754471047914,-0.252312957193464,-0.991515465631671,0.274584823682638,-0.135988359894568,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.73131787223191,0.860309002014606,0.823754471047914,0.807401463019084,1.61121263165147,0.274584823682638,-0.135988359894568,-0.0674881905998773
-1.64070312160897,0.860309002014606,NA,0.807401463019084,0.309848583009897,NA,-0.135988359894568,NA
