"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.00610684191543266,0.540061724867322,0.377964473009227,0.801783725737273,-0.300375704593055,-0.207019667802706,-0.661437827766148,0,0.682221028637269,-1.34807555140938,-1.20761472884912,0.353553390593274,-2.16024689946929,-0.724568837309472
-0.195510468550061,0.540061724867322,0.377964473009227,-1.0690449676497,-0.300375704593055,-0.207019667802706,0.661437827766148,-1.3228756555323,-1.50088626300199,-0.14978617237882,0.724568837309472,0.353553390593274,0,-0.724568837309472
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.924839989881442,-1.62018517460197,0.377964473009227,-1.0690449676497,0.750939261482638,-0.207019667802706,-1.98431348329844,1.3228756555323,1.7737746744569,1.04850320665174,0.724568837309472,0.353553390593274,0,1.20761472884912
-0.72158017447947,0.540061724867322,-2.26778683805536,-0.133630620956212,-1.35169067066875,-1.65615734242165,-0.661437827766148,0,-0.409332617182361,-0.14978617237882,0.724568837309472,-2.47487373415292,0,-0.724568837309472
-0.308504621356299,-1.62018517460197,0.377964473009227,-0.133630620956212,-0.300375704593055,-0.207019667802706,0.661437827766148,0,-0.409332617182361,1.04850320665174,-1.20761472884912,0.353553390593274,1.08012344973464,1.20761472884912
-0.321298689366929,0.540061724867322,NA,NA,NA,NA,0.661437827766148,1.3228756555323,0.682221028637269,1.04850320665174,0.724568837309472,0.353553390593274,1.08012344973464,1.20761472884912
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.162473464303721,0.540061724867322,0.377964473009227,1.73719807243076,-0.300375704593055,1.24211800681624,0.661437827766148,-1.3228756555323,-0.409332617182361,-1.34807555140938,-1.20761472884912,0.353553390593274,0,-0.724568837309472
2.31536732124591,0.540061724867322,0.377964473009227,-0.133630620956212,1.80225422755833,1.24211800681624,0.661437827766148,0,-0.409332617182361,-0.14978617237882,0.724568837309472,0.353553390593274,0,-0.724568837309472
