"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q20_num"
-0.442949725662015,-0.227980376293776,0,-0.765559002350953,-0.283069258536149
0.222486618333589,-0.227980376293776,0,-0.765559002350953,-0.283069258536149
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.423468492930931,1.25389206961577,0,0.478474376469345,-0.283069258536149
-0.960349969957691,-1.70985282220332,0,0.478474376469345,-0.283069258536149
2.19557599766175,-0.227980376293776,0,0.478474376469345,-0.283069258536149
NA,NA,NA,NA,NA
-1.86135017748978,-1.70985282220332,0,0.478474376469345,-0.283069258536149
NA,NA,NA,NA,NA
0.549913762754224,-0.227980376293776,0,-0.765559002350953,-0.283069258536149
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.04266495943127,-0.227980376293776,1.73205080756888,0.478474376469345,-0.283069258536149
NA,NA,NA,NA,NA
-0.442028208511182,-0.227980376293776,0,-0.765559002350953,-0.283069258536149
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.389028013788628,1.25389206961577,0,0.478474376469345,-0.283069258536149
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.274706440672589,1.25389206961577,0,-0.765559002350953,-0.283069258536149
NA,NA,NA,NA,NA
0.148220348375659,-0.227980376293776,0,0.478474376469345,-0.283069258536149
-0.931910789889002,-1.70985282220332,1.73205080756888,1.72250775528964,-0.283069258536149
-0.548268361545878,-0.227980376293776,0,-0.765559002350953,-0.283069258536149
NA,NA,NA,NA,NA
-0.12143925429289,1.25389206961577,0,0.478474376469345,-0.283069258536149
0.691244269243308,1.25389206961577,0,0.478474376469345,-0.283069258536149
-0.956476945375986,-0.227980376293776,0,-0.765559002350953,-0.283069258536149
-1.2726113829067,-0.227980376293776,-1.73205080756888,0.478474376469345,-0.283069258536149
1.1372668746684,-0.227980376293776,0,0.478474376469345,-0.283069258536149
-1.36854833295982,-0.227980376293776,1.73205080756888,1.72250775528964,-0.283069258536149
1.6607215298402,1.25389206961577,-1.73205080756888,-2.00959238117125,-0.283069258536149
0.468654590894302,-0.227980376293776,NA,-0.765559002350953,-0.283069258536149
NA,NA,NA,NA,NA
0.660327876832403,1.25389206961577,0,0.478474376469345,-0.283069258536149
1.56193844422557,-1.70985282220332,-1.73205080756888,-2.00959238117125,3.39683110243379
-0.18852727858439,-0.227980376293776,1.73205080756888,1.72250775528964,-0.283069258536149
0.531628153962316,1.25389206961577,-1.73205080756888,-0.765559002350953,3.39683110243379
