"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.258808510680916,0.683130051063974,0.659153061603062,1.33532190018528,1.10621519956506,-0.240073880254174,-0.805892830039762,-0.524530528312962,1.04083299973307,1.03948038967528,1.04083299973307,1.14017542509914,1.16856588110701,1.61200507268876,0.409673245199351
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.25810259576612,0.683130051063974,0.659153061603062,1.33532190018528,1.10621519956506,0.880270894265305,1.24547073733418,0.393397896234721,0,1.03948038967528,0,1.14017542509914,1.16856588110701,0.424211861233885,-0.92176480169854
NA,-1.36626010212795,-1.53802381040714,-1.16840666266212,0.260285929309426,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409673245199351
-0.257295765527759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.258744286314801,0.683130051063974,0.659153061603062,1.33532190018528,-0.585643340946208,0.880270894265305,1.24547073733418,1.31132632078241,1.04083299973307,1.03948038967528,1.04083299973307,0,-0.467426352442802,0.424211861233885,0.409673245199351
-0.258703795361368,0.683130051063974,0.659153061603062,0.08345761876158,0.260285929309426,-1.36041865477365,-0.805892830039762,-1.44245895286065,0,-0.779610292256463,-2.08166599946613,1.14017542509914,1.16856588110701,1.61200507268876,1.74111129209724
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.256589977064265,-1.36626010212795,-1.53802381040714,0.08345761876158,NA,-0.240073880254174,-0.805892830039762,-0.524530528312962,-1.04083299973307,-0.779610292256463,-1.04083299973307,0,-0.467426352442802,-0.763581350220993,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.258734446048422,-1.36626010212795,-0.439435374402041,0.08345761876158,NA,0.880270894265305,1.24547073733418,1.31132632078241,1.04083299973307,1.03948038967528,1.04083299973307,0,-0.467426352442802,0.424211861233885,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.61478353292705,-1.36626010212795,-1.53802381040714,-1.16840666266212,0.260285929309426,-1.36041865477365,-0.805892830039762,-0.524530528312962,-2.08166599946613,-1.68915563322234,-1.04083299973307,-1.14017542509914,-2.10341858599261,-0.763581350220993,-0.92176480169854
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.257337534449255,0.683130051063974,0.659153061603062,1.33532190018528,1.10621519956506,-0.240073880254174,-0.805892830039762,-0.524530528312962,0,0.12993504870941,0,0,-0.467426352442802,0.424211861233885,0.409673245199351
-0.258387737069386,-1.36626010212795,0.659153061603062,-1.16840666266212,-1.43157261120184,0.880270894265305,-0.805892830039762,-0.524530528312962,-1.04083299973307,-0.779610292256463,-1.04083299973307,1.14017542509914,1.16856588110701,-0.763581350220993,-0.92176480169854
-0.25752710463868,0.683130051063974,0.659153061603062,-1.16840666266212,-0.585643340946208,-1.36041865477365,0.219788953647208,0.393397896234721,-1.04083299973307,-0.779610292256463,0,-2.28035085019828,-0.467426352442802,-1.95137456167587,-0.92176480169854
-0.258105552684998,0.683130051063974,-1.53802381040714,-1.16840666266212,1.10621519956506,0.880270894265305,-0.805892830039762,-1.44245895286065,0,-0.779610292256463,0,-1.14017542509914,-0.467426352442802,0.424211861233885,0.409673245199351
-0.258609281168415,0.683130051063974,0.659153061603062,0.08345761876158,0.260285929309426,-1.36041865477365,-0.805892830039762,-0.524530528312962,0,-0.779610292256463,0,0,-0.467426352442802,0.424211861233885,-0.92176480169854
-0.258709092301149,0.683130051063974,0.659153061603062,0.08345761876158,-1.43157261120184,0.880270894265305,1.24547073733418,1.31132632078241,1.04083299973307,1.03948038967528,1.04083299973307,0,1.16856588110701,-0.763581350220993,1.74111129209724
-0.259127853851514,0.683130051063974,0.659153061603062,0.08345761876158,-1.43157261120184,0.880270894265305,1.24547073733418,1.31132632078241,1.04083299973307,1.03948038967528,1.04083299973307,0,-0.467426352442802,-0.763581350220993,-0.92176480169854
