"PROFICIENCIA_MT_SAEB","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num"
-0.568661582016263,-0.176108240129612,-0.49228623499382,-0.0935804346438048
0.954929489023635,-0.176108240129612,1.05489907498676,-2.15234999680751
-0.996096469124071,1.11535218748754,1.05489907498676,1.9651891275199
-0.64992037653728,-1.46756866774677,-0.49228623499382,1.9651891275199
-1.17322950241932,-1.46756866774677,-0.49228623499382,-0.0935804346438048
1.57590138243623,1.11535218748754,-0.49228623499382,-0.0935804346438048
1.39978705883498,-0.176108240129612,-2.0394715449744,-0.0935804346438048
1.69256000684827,-0.176108240129612,-0.49228623499382,-0.0935804346438048
-0.2220430634839,-0.176108240129612,-2.0394715449744,-0.0935804346438048
1.11426292353789,-0.176108240129612,-0.49228623499382,-0.0935804346438048
1.07290513257285,-0.176108240129612,1.05489907498676,-0.0935804346438048
0.369488393163671,-0.176108240129612,-0.49228623499382,-0.0935804346438048
-1.17876250858176,-0.176108240129612,-0.49228623499382,-0.0935804346438048
-1.07874943132728,1.11535218748754,1.05489907498676,1.9651891275199
-1.66843413979678,-1.46756866774677,1.05489907498676,-0.0935804346438048
-0.522930694906642,-0.176108240129612,1.05489907498676,-0.0935804346438048
0.520660563523612,1.11535218748754,-0.49228623499382,-0.0935804346438048
-0.229139037199352,-0.176108240129612,1.05489907498676,-2.15234999680751
NA,NA,NA,NA
-0.936477776383817,-1.46756866774677,1.05489907498676,-0.0935804346438048
-0.0551421716723614,2.4068126151047,1.05489907498676,-0.0935804346438048
0.519647686186704,1.11535218748754,-0.49228623499382,-0.0935804346438048
0.0594441173209995,-0.176108240129612,-0.49228623499382,-0.0935804346438048
NA,NA,NA,NA
NA,NA,NA,NA
