"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21b_num","TX_RESP_Q23h_num"
0.234786747917832,0.552679423766206,0.418853908291695,1.17421798606046
0.278908354354613,-0.96718899159086,-0.837707816583391,1.17421798606046
1.08097552511809,-0.96718899159086,-0.837707816583391,1.17421798606046
-0.0606594162905085,-0.96718899159086,0.418853908291695,1.17421798606046
-1.95539277813134,0.552679423766206,0.418853908291695,-0.812920144195702
-0.25012665450477,2.07254783912327,-0.837707816583391,-0.812920144195702
-1.39329786746139,2.07254783912327,1.67541563316678,-0.812920144195702
2.05214372542755,0.552679423766206,0.418853908291695,1.17421798606046
1.04698308550919,-0.96718899159086,-0.837707816583391,-0.812920144195702
0.909111714184953,-0.96718899159086,-0.837707816583391,1.17421798606046
-0.497599228003906,-0.96718899159086,-0.837707816583391,-0.812920144195702
0.329978804248745,-0.96718899159086,-0.837707816583391,-0.812920144195702
-0.480700430451671,0.552679423766206,-0.837707816583391,1.17421798606046
-0.305214311758382,-0.96718899159086,0.418853908291695,-0.812920144195702
0.0744839424957543,-0.96718899159086,-0.837707816583391,-0.812920144195702
-0.585052610099481,0.552679423766206,0.418853908291695,1.17421798606046
-1.99031949240206,0.552679423766206,0.418853908291695,-0.812920144195702
0.475656713801843,0.552679423766206,0.418853908291695,-0.812920144195702
NA,NA,NA,NA
-0.78194885557819,0.552679423766206,0.418853908291695,-0.812920144195702
1.16452999604763,-0.96718899159086,NA,1.17421798606046
0.736712001916305,0.552679423766206,-0.837707816583391,-0.812920144195702
-0.0839589663408056,0.552679423766206,2.93197735804187,-0.812920144195702
NA,NA,NA,NA
NA,NA,NA,NA
