"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num"
-0.106105191988385,0.326427374300566,-0.0515406099558035,-0.510396733471359,0.118362417328089,0.852144016752659,-0.0515406099558035,-0.124531206492085,0.124531206492085,-0.372699853556001,0.448002471744594
-1.67500991460841,-1.02591460494464,NA,0.881594357814165,1.30198659060898,2.15278488442777,1.3915964688067,1.12078085842877,1.36984327141294,1.22458523311258,1.40800776834015
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.04888856033113,1.67876935354577,-0.0515406099558035,0.881594357814165,0.118362417328089,0.852144016752659,1.3915964688067,-0.124531206492085,0.124531206492085,-0.372699853556001,0.448002471744594
-0.153643423639656,1.67876935354577,-0.0515406099558035,-0.510396733471359,0.118362417328089,-0.448496850922452,-1.49467768871831,1.12078085842877,1.36984327141294,1.22458523311258,1.40800776834015
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.14673283585051,1.67876935354577,-0.0515406099558035,-1.90238782475688,0.118362417328089,-0.448496850922452,-0.0515406099558035,-0.124531206492085,0.124531206492085,-0.372699853556001,1.40800776834015
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.831255678806838,-1.02591460494464,1.3915964688067,0.881594357814165,1.30198659060898,2.15278488442777,1.3915964688067,1.12078085842877,1.36984327141294,1.22458523311258,0.448002471744594
-0.865684845447358,-1.02591460494464,-0.0515406099558035,0.881594357814165,-1.0652617559528,-1.74913771859756,-0.0515406099558035,-0.124531206492085,-1.12078085842877,-0.372699853556001,-0.512002824850964
-0.966581904470681,-1.02591460494464,-0.0515406099558035,0.881594357814165,0.118362417328089,NA,NA,1.12078085842877,1.36984327141294,1.22458523311258,1.40800776834015
0.815121992138905,0.326427374300566,1.3915964688067,-0.510396733471359,-1.0652617559528,-0.448496850922452,-1.49467768871831,-1.36984327141294,-1.12078085842877,-1.96998494022458,1.40800776834015
-1.27868551147102,-1.02591460494464,-0.0515406099558035,0.881594357814165,1.30198659060898,0.852144016752659,1.3915964688067,-0.124531206492085,0.124531206492085,-0.372699853556001,0.448002471744594
