"PROFICIENCIA_LP_SAEB","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num"
-0.377414604837893,0.852144016752659,-0.0515406099558035,0.124531206492085,0.448002471744594
-0.0812998477988645,2.15278488442777,1.3915964688067,1.36984327141294,1.40800776834015
NA,NA,NA,NA,NA
-0.570365946690043,0.852144016752659,1.3915964688067,0.124531206492085,0.448002471744594
-0.146093681790369,-0.448496850922452,-1.49467768871831,1.36984327141294,1.40800776834015
NA,NA,NA,NA,NA
-0.627215073602331,-0.448496850922452,-0.0515406099558035,0.124531206492085,1.40800776834015
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-2.71240610597712,2.15278488442777,1.3915964688067,1.36984327141294,0.448002471744594
0.0398454886595255,-1.74913771859756,-0.0515406099558035,-1.12078085842877,-0.512002824850964
-0.816267758861938,NA,NA,1.36984327141294,1.40800776834015
0.102791379230336,-0.448496850922452,-1.49467768871831,-1.12078085842877,1.40800776834015
-1.90400296177817,0.852144016752659,1.3915964688067,0.124531206492085,0.448002471744594
0.387626767784255,-0.448496850922452,-1.49467768871831,1.36984327141294,-0.512002824850964
NA,NA,NA,NA,NA
-0.06880403922278,0.852144016752659,1.3915964688067,0.124531206492085,0.448002471744594
NA,NA,NA,NA,NA
0.968775958694964,-0.448496850922452,-0.0515406099558035,-1.12078085842877,-1.47200812144652
0.485671473364198,0.852144016752659,-0.0515406099558035,-1.12078085842877,-1.47200812144652
NA,NA,NA,NA,NA
1.07751763842634,-1.74913771859756,-0.0515406099558035,0.124531206492085,-1.47200812144652
0.217387801355438,0.852144016752659,-0.0515406099558035,-1.12078085842877,-0.512002824850964
0.998591386155833,-1.74913771859756,-1.49467768871831,-2.36609292334962,-1.47200812144652
1.38707184611262,0.852144016752659,-0.0515406099558035,0.124531206492085,-0.512002824850964
-0.949478854500067,-0.448496850922452,-0.0515406099558035,1.36984327141294,0.448002471744594
1.28700718181384,-0.448496850922452,-1.49467768871831,0.124531206492085,0.448002471744594
-0.0498760449625008,0.852144016752659,-0.0515406099558035,0.124531206492085,0.448002471744594
-0.50891290715344,-0.448496850922452,1.3915964688067,0.124531206492085,1.40800776834015
1.20896803605365,-0.448496850922452,-0.0515406099558035,0.124531206492085,-1.47200812144652
1.83469539402814,-0.448496850922452,-0.0515406099558035,0.124531206492085,0.448002471744594
0.411902022510453,-0.448496850922452,-0.0515406099558035,-1.12078085842877,-0.512002824850964
-0.212102706961051,-0.448496850922452,-0.0515406099558035,0.124531206492085,-0.512002824850964
NA,NA,NA,NA,NA
0.344945697741203,-0.448496850922452,-1.49467768871831,-1.12078085842877,-0.512002824850964
-0.561401413920007,0.852144016752659,1.3915964688067,0.124531206492085,0.448002471744594
0.419964707150559,-0.448496850922452,NA,1.36984327141294,-0.512002824850964
-1.58712083102478,-0.448496850922452,-0.0515406099558035,-1.12078085842877,-1.47200812144652
