"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
2.55976363248407,1.55178180033561,-0.943756386879238,0.582359216316334,0.869577832351498,-0.340168025708305,5.10252038562457
-0.0622844456292588,0.711233325153824,0.25738810551252,0.582359216316334,-0.276683855748204,-0.340168025708305,-0.188982236504614
1.67921289662341,NA,0.25738810551252,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
NA,NA,NA,NA,NA,NA,NA
1.22333534302595,-0.969863625209759,1.45853259790428,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
-0.327969335127202,0.711233325153824,-0.943756386879238,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
-0.633928623542264,-0.969863625209759,-0.943756386879238,-0.623956303196072,-0.276683855748204,-0.340168025708305,-0.188982236504614
NA,NA,NA,NA,NA,NA,NA
-0.555371847509125,-0.969863625209759,1.45853259790428,-0.623956303196072,-0.276683855748204,-0.340168025708305,-0.188982236504614
-0.798146991758989,NA,-0.943756386879238,-3.03658734222089,-2.56920723194761,2.8347335475692,-0.188982236504614
0.107674102381107,0.711233325153824,-0.943756386879238,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
-0.918085149718769,-0.969863625209759,0.25738810551252,0.582359216316334,-1.42294554384791,-0.340168025708305,-0.188982236504614
NA,NA,NA,NA,NA,NA,NA
-0.580625594768647,1.55178180033561,0.25738810551252,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
0.486331405345459,1.55178180033561,1.45853259790428,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
-1.27954995580697,-0.969863625209759,-0.943756386879238,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
1.62826792533962,0.711233325153824,0.25738810551252,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
NA,NA,NA,NA,NA,NA,NA
0.70874105129101,-0.129315150027968,1.45853259790428,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
-0.151613810334036,0.711233325153824,0.25738810551252,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
-1.04984677153284,0.711233325153824,-0.943756386879238,-0.623956303196072,-0.276683855748204,-0.340168025708305,-0.188982236504614
1.48630891705296,1.55178180033561,-0.943756386879238,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.733239887807499,-0.969863625209759,0.25738810551252,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.447948313299371,0.711233325153824,1.45853259790428,-0.623956303196072,-0.276683855748204,-0.340168025708305,-0.188982236504614
-1.47962884638111,-0.969863625209759,-0.943756386879238,-0.623956303196072,-1.42294554384791,2.8347335475692,-0.188982236504614
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.537656399344359,-0.129315150027968,0.25738810551252,0.582359216316334,-0.276683855748204,-0.340168025708305,-0.188982236504614
0.889036011796368,-0.969863625209759,0.25738810551252,0.582359216316334,0.869577832351498,-0.340168025708305,-0.188982236504614
0.105406584076721,-0.969863625209759,0.25738810551252,-0.623956303196072,-1.42294554384791,-0.340168025708305,-0.188982236504614
NA,NA,NA,NA,NA,NA,NA
-1.02332025050739,-0.969863625209759,-0.943756386879238,0.582359216316334,-0.276683855748204,-0.340168025708305,-0.188982236504614
0.10324110489464,-0.969863625209759,0.25738810551252,-0.623956303196072,-1.42294554384791,-0.340168025708305,-0.188982236504614
-0.894017424717352,0.711233325153824,-2.144900879271,0.582359216316334,-0.276683855748204,-0.340168025708305,-0.188982236504614
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.484855900344491,-0.969863625209759,1.45853259790428,-3.03658734222089,-1.42294554384791,2.8347335475692,-0.188982236504614
-0.0945422248703507,NA,NA,-0.623956303196072,-0.276683855748204,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
