"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num"
-0.0720910248634393,0.382300727378129,1.67760255392848,0.823754471047914,0.840819091235473,1.65053729736475
-0.985814342108402,0.382300727378129,-0.774278101813146,0.823754471047914,0.840819091235473,-1.11653993645263
0.879053666020944,0.382300727378129,0.0430154501007303,0.823754471047914,0.840819091235473,1.65053729736475
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.03354454673527,-1.52920290951251,-0.774278101813146,-0.823754471047914,-0.210204772808868,-1.11653993645263
-0.395365054263662,0.382300727378129,1.67760255392848,0.823754471047914,0.840819091235473,-1.11653993645263
0.116942986367423,-1.52920290951251,-0.774278101813146,-0.823754471047914,0.840819091235473,-0.194180858513501
-0.64000677582131,0.382300727378129,-0.774278101813146,0.823754471047914,0.840819091235473,1.65053729736475
-0.514320144714766,0.382300727378129,-0.774278101813146,0.823754471047914,-2.31225250089755,-0.194180858513501
-1.98427914271183,0.382300727378129,-0.774278101813146,0.823754471047914,0.840819091235473,-1.11653993645263
0.706797417411717,0.382300727378129,1.67760255392848,-0.823754471047914,-0.210204772808868,-0.194180858513501
-0.686088510128891,0.382300727378129,0.860309002014607,-2.47126341314374,-0.210204772808868,-1.11653993645263
0.4458723183986,0.382300727378129,0.0430154501007303,0.823754471047914,-0.210204772808868,-0.194180858513501
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.49896414968445,0.382300727378129,0.0430154501007303,0.823754471047914,-0.210204772808868,1.65053729736475
0.532821412166987,0.382300727378129,0.0430154501007303,-0.823754471047914,-1.26122863685321,-0.194180858513501
1.78213587507858,0.382300727378129,NA,-0.823754471047914,-1.26122863685321,-0.194180858513501
1.00079666044406,0.382300727378129,-0.774278101813146,-0.823754471047914,-1.26122863685321,-0.194180858513501
0.443298361637267,0.382300727378129,-0.774278101813146,-0.823754471047914,0.840819091235473,0.728178219425626
-0.738695928569198,-3.44070654640316,-0.774278101813146,0.823754471047914,0.840819091235473,NA
0.987380622806162,0.382300727378129,1.67760255392848,-0.823754471047914,-1.26122863685321,-0.194180858513501
-1.34385800009944,0.382300727378129,-0.774278101813146,0.823754471047914,0.840819091235473,-0.194180858513501
