"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num"
-0.773194838263876,NA,-0.109738338567676,0,1.19069836787952
NA,NA,NA,NA,NA
-0.732256403829007,0.575940376317871,-1.39001895519056,-1.4790199457749,1.19069836787952
-0.963133501072245,0.575940376317871,1.17054227805521,0,-0.192048123851535
-0.35945605295403,-0.863910564476806,-0.109738338567676,1.4790199457749,-0.192048123851535
-0.625527575472826,-0.863910564476806,-0.109738338567676,-1.4790199457749,-0.192048123851535
0.869695446764186,0.575940376317871,-1.39001895519056,0,-0.192048123851535
-0.977914444494561,0.575940376317871,-0.109738338567676,0,-0.192048123851535
1.10160341697793,-0.863910564476806,-0.109738338567676,0,-1.57479461558259
-0.141687549123465,0.575940376317871,-0.109738338567676,0,1.19069836787952
1.22846618311487,0.575940376317871,-1.39001895519056,0,-0.192048123851535
1.92281347651394,0.575940376317871,-1.39001895519056,-1.4790199457749,-0.192048123851535
0.404045645186101,-2.30376150527148,-1.39001895519056,0,-0.192048123851535
1.241119180397,0.575940376317871,1.17054227805521,0,-0.192048123851535
-0.205484102897583,0.575940376317871,-0.109738338567676,0,1.19069836787952
0.616772960487164,0.575940376317871,1.17054227805521,-1.4790199457749,-0.192048123851535
-1.03997889462948,-0.863910564476806,1.17054227805521,1.4790199457749,1.19069836787952
0.284741380741843,-0.863910564476806,-1.39001895519056,0,-0.192048123851535
-1.64608323048597,-0.863910564476806,-0.109738338567676,0,1.19069836787952
0.305366500873746,0.575940376317871,-0.109738338567676,0,-1.57479461558259
NA,NA,NA,NA,NA
1.23596007456949,0.575940376317871,-0.109738338567676,-2.95803989154981,-1.57479461558259
0.961009949006412,0.575940376317871,1.17054227805521,0,-0.192048123851535
NA,NA,NA,NA,NA
-0.030857950875009,-2.30376150527148,-0.109738338567676,0,-0.192048123851535
1.5782791652661,0.575940376317871,-1.39001895519056,0,-0.192048123851535
0.78295193818704,0.575940376317871,NA,0,-0.192048123851535
0.305305099466305,0.575940376317871,-1.39001895519056,0,1.19069836787952
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.81738254787052,0.575940376317871,-0.109738338567676,0,-0.192048123851535
NA,NA,NA,NA,NA
-0.950115361992853,0.575940376317871,1.17054227805521,1.4790199457749,1.19069836787952
-1.25839529316041,0.575940376317871,1.17054227805521,1.4790199457749,-0.192048123851535
1.16288100981099,0.575940376317871,1.17054227805521,0,-1.57479461558259
-0.0317708487307494,0.575940376317871,1.17054227805521,1.4790199457749,1.19069836787952
-1.15856091200993,-2.30376150527148,1.17054227805521,0,1.19069836787952
-0.913618642930183,0.575940376317871,1.17054227805521,0,-0.192048123851535
1.26566737058523,0.575940376317871,-0.109738338567676,0,-0.192048123851535
-0.472820771930156,0.575940376317871,-1.39001895519056,-1.4790199457749,-0.192048123851535
-1.1744244165932,-2.30376150527148,1.17054227805521,1.4790199457749,-2.95754110731364
0.00598454136770048,0.575940376317871,-0.109738338567676,1.4790199457749,1.19069836787952
NA,NA,NA,NA,NA
