"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21d_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
-0.609806399466887,0.293002656026856,0.278886675511359,NA,-1.46450917303509,-0.859776532754011,1.14717797922437,0.630358386091003,NA
-0.240962103258353,0.293002656026856,0.278886675511359,-1.17189816872559,-1.46450917303509,-0.859776532754011,1.14717797922437,0.630358386091003,3.16629258746687
-0.169170450051949,0.293002656026856,0.278886675511359,0.908818987991275,0.938787931432752,1.12432315821678,-0.845289037323222,0.630358386091003,-0.402982692950329
-0.442803649741064,0.293002656026856,0.278886675511359,-0.478325783153303,0.938787931432752,1.12432315821678,1.14717797922437,0.630358386091003,1.38165494725827
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.394848847407417,0.293002656026856,0.278886675511359,-1.17189816872559,-0.26286062080117,0.132273312731386,1.14717797922437,0.630358386091003,-0.402982692950329
-1.30630115591855,0.293002656026856,0.278886675511359,NA,0.938787931432752,0.132273312731386,1.14717797922437,0.630358386091003,-0.402982692950329
-1.09631177950656,0.293002656026856,0.278886675511359,-1.17189816872559,0.938787931432752,1.12432315821678,-0.845289037323222,0.630358386091003,-0.402982692950329
0.527219603068962,0.293002656026856,0.278886675511359,0.908818987991275,-1.46450917303509,0.132273312731386,1.14717797922437,0.630358386091003,-0.402982692950329
0.915632514446576,-3.32069676830436,-2.23109340409087,0.908818987991275,-0.26286062080117,0.132273312731386,-0.845289037323222,-1.20341146435555,-0.402982692950329
-0.267918368853658,0.293002656026856,0.278886675511359,NA,0.938787931432752,1.12432315821678,1.14717797922437,0.630358386091003,-0.402982692950329
0.249985072183185,-3.32069676830436,-2.23109340409087,0.908818987991275,-0.26286062080117,0.132273312731386,-0.845289037323222,-1.20341146435555,-0.402982692950329
