"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.174221860083871,0.572077553547355,NA,NA,NA,-0.511165650822358,-0.364399348580512,-0.572077553547355,-1.93782672439852,0.253546276418555,-1.44913767461894,0.621059003408118,0.621059003408118
0.165283108574788,-0.858116330321033,-1.13707048722992,0.700300975251854,-0.843274042711568,1.19271985191884,2.06492964195624,0.858116330321033,-0.176166065854411,0.253546276418555,0.621059003408118,0.621059003408118,0.621059003408118
-1.100715212659,0.572077553547355,0.14213381090374,-1.66321481622315,0.105409255338946,1.19271985191884,0.850265146687862,-0.572077553547355,1.5854945926897,1.52127765851133,0.621059003408118,0.621059003408118,0.621059003408118
0.652501657167416,0.572077553547355,-1.13707048722992,0.700300975251854,1.05409255338946,-1.36310840219296,-0.364399348580512,0.858116330321033,-0.176166065854411,-1.01418510567422,0.621059003408118,0.621059003408118,0.621059003408118
-0.829429752767442,-2.28831021418942,1.4213381090374,0.700300975251854,-0.843274042711568,-1.36310840219296,-0.364399348580512,-0.572077553547355,-0.176166065854411,0.253546276418555,0.621059003408118,-1.44913767461894,-1.44913767461894
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.949282102382118,0.572077553547355,1.4213381090374,0.700300975251854,1.05409255338946,-0.511165650822358,-0.364399348580512,0.858116330321033,-0.176166065854411,-1.01418510567422,0.621059003408118,-1.44913767461894,-1.44913767461894
1.56389274855807,0.572077553547355,-1.13707048722992,0.700300975251854,0.105409255338946,0.340777100548239,-0.364399348580512,-0.572077553547355,-0.176166065854411,-1.01418510567422,-1.44913767461894,-1.44913767461894,-1.44913767461894
-1.67854003489881,-0.858116330321033,0.14213381090374,-0.0875376219064817,-1.79195734076208,1.19271985191884,-0.364399348580512,-2.00227143741574,-0.176166065854411,0.253546276418555,0.621059003408118,0.621059003408118,0.621059003408118
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.192667207200164,0.572077553547355,0.14213381090374,-1.66321481622315,0.105409255338946,0.340777100548239,0.850265146687862,0.858116330321033,1.5854945926897,1.52127765851133,0.621059003408118,0.621059003408118,0.621059003408118
0.644614450926889,0.572077553547355,0.14213381090374,-0.0875376219064817,1.05409255338946,-0.511165650822358,-1.57906384384889,0.858116330321033,-0.176166065854411,-1.01418510567422,-1.44913767461894,0.621059003408118,0.621059003408118
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
