"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num"
-0.501594877515177,0.525354138868872,0.490653381462658,-0.0847719928300633
0.296644461190797,0.525354138868872,0.490653381462658,-1.22919389603592
-0.72732032222902,NA,NA,NA
0.254615979099915,-1.10908095983428,-0.981306762925316,1.05964991037579
1.98042026183423,-2.74351605853744,-2.45326690731329,1.05964991037579
1.11518045874033,0.525354138868872,-2.45326690731329,NA
-0.782140824290476,0.525354138868872,0.490653381462658,-0.0847719928300633
-0.418324214506272,0.525354138868872,0.490653381462658,1.05964991037579
-0.334326767898777,0.525354138868872,0.490653381462658,1.05964991037579
0.541443894307414,-1.10908095983428,0.490653381462658,-0.0847719928300633
NA,NA,NA,NA
NA,NA,NA,NA
1.04134690534958,NA,NA,-0.0847719928300633
-1.48338950775271,0.525354138868872,0.490653381462658,-1.22919389603592
-0.0881658322484158,0.525354138868872,0.490653381462658,1.05964991037579
0.808252840205491,-1.10908095983428,0.490653381462658,NA
NA,NA,NA,NA
0.639504192906806,0.525354138868872,0.490653381462658,-0.0847719928300633
-1.20827971066248,0.525354138868872,0.490653381462658,-1.22919389603592
-2.36527354751101,0.525354138868872,0.490653381462658,-2.37361579924178
0.153838302733497,-2.74351605853744,-2.45326690731329,1.05964991037579
-0.413194093643253,0.525354138868872,0.490653381462658,-0.0847719928300633
-0.0308829806630081,0.525354138868872,-0.981306762925316,-0.0847719928300633
-0.932101664367613,0.525354138868872,0.490653381462658,-1.22919389603592
-0.513131629259402,-1.10908095983428,NA,-0.0847719928300633
1.96416141920698,-1.10908095983428,0.490653381462658,1.05964991037579
NA,NA,NA,NA
-0.110961646202736,0.525354138868872,0.490653381462658,1.05964991037579
-1.12625866323126,0.525354138868872,0.490653381462658,-0.0847719928300633
0.124161238195821,0.525354138868872,-0.981306762925316,-1.22919389603592
0.817719683262588,0.525354138868872,0.490653381462658,1.05964991037579
-0.452345124082306,0.525354138868872,0.490653381462658,-0.0847719928300633
0.0346426240395007,0.525354138868872,0.490653381462658,1.05964991037579
NA,NA,NA,NA
1.71575914499096,0.525354138868872,0.490653381462658,-1.22919389603592
