"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
-0.0989995693991823,-0.6478835438717,-0.807139345406042,1.63160329569897,-0.105851224804992,-0.922675567815079,-0.921883021609123,1.74894926439041,-0.32394177193585
-1.45230136926655,-0.6478835438717,-0.807139345406042,-0.617363409183393,1.69361959687988,1.15334445976885,-0.921883021609123,1.74894926439041,-0.32394177193585
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.219857990306675,-0.6478835438717,-0.807139345406042,-0.617363409183393,-0.105851224804992,0.115334445976885,-0.921883021609123,-0.53813823519705,1.61970885967925
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.265641234233247,-0.6478835438717,0.310438209771555,0.881947727404847,-0.105851224804992,0.115334445976885,0.502845284514068,-0.53813823519705,-0.32394177193585
0.283547973568382,-0.6478835438717,1.42801576494915,-0.617363409183393,-0.105851224804992,0.115334445976885,0.502845284514068,-0.53813823519705,-0.32394177193585
1.09974227323782,-0.6478835438717,0.310438209771555,1.63160329569897,-0.105851224804992,0.115334445976885,0.502845284514068,-0.53813823519705,-0.32394177193585
0.0143054482861995,-0.6478835438717,1.42801576494915,-0.617363409183393,-1.90532204648987,1.15334445976885,0.502845284514068,-0.53813823519705,-0.32394177193585
-0.161454704151013,-0.6478835438717,0.310438209771555,-0.617363409183393,-0.105851224804992,0.115334445976885,NA,-0.53813823519705,-0.32394177193585
-1.33761363182383,-0.6478835438717,1.42801576494915,-0.617363409183393,1.69361959687988,1.15334445976885,0.502845284514068,1.74894926439041,-0.32394177193585
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.45460935871278,0.32394177193585,-0.807139345406042,1.63160329569897,-0.105851224804992,0.115334445976885,0.502845284514068,-0.53813823519705,-0.32394177193585
1.21182103755138,1.2957670877434,0.310438209771555,1.63160329569897,-1.90532204648987,-0.922675567815079,0.502845284514068,-0.53813823519705,-0.32394177193585
0.450643703750656,2.26759240355095,0.310438209771555,-0.617363409183393,-0.105851224804992,1.15334445976885,0.502845284514068,-0.53813823519705,-0.32394177193585
1.86173824778323,1.2957670877434,1.42801576494915,-0.617363409183393,-0.105851224804992,-0.922675567815079,-0.921883021609123,-0.53813823519705,-0.32394177193585
-1.60103286901834,-0.6478835438717,-0.807139345406042,-0.617363409183393,-0.105851224804992,0.115334445976885,-0.921883021609123,-0.53813823519705,3.56335949129435
-1.12107661619007,-0.6478835438717,-0.807139345406042,-0.617363409183393,1.69361959687988,-1.96068558160704,-2.34661132773231,1.74894926439041,-0.32394177193585
-0.263250688383409,1.2957670877434,-0.807139345406042,NA,-0.105851224804992,1.15334445976885,1.92757359063726,NA,-0.32394177193585
0.275361658432065,1.2957670877434,0.310438209771555,-0.617363409183393,NA,-1.96068558160704,0.502845284514068,-0.53813823519705,-0.32394177193585
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.661823497016698,-0.6478835438717,-1.92471690058364,-0.617363409183393,-0.105851224804992,0.115334445976885,0.502845284514068,-0.53813823519705,-0.32394177193585
