"Variavel","Metodo","Correlacao_Matematica","Correlacao_Portugues","Status_Calculo"
"TX_RESP_Q21b_num","Spearman",-0.328925231917237,-0.328925231917237,"OK"
"TX_RESP_Q21d_num","Spearman",-0.392338379373474,-0.200731263865498,"OK"
"TX_RESP_Q22c_num","Spearman",-0.520923676565983,-0.484790242353314,"OK"
"TX_RESP_Q22d_num","Spearman",-0.701233045720687,-0.591901011710472,"OK"
"TX_RESP_Q22e_num","Spearman",-0.664083437906819,-0.479778342804926,"OK"
"TX_RESP_Q22f_num","Spearman",-0.76647515740787,-0.602648406206188,"OK"
"TX_RESP_Q23a_num","Spearman",-0.555936987495826,-0.444749589996661,"OK"
"TX_RESP_Q23b_num","Spearman",-0.622039408576269,-0.736360164747043,"OK"
"TX_RESP_Q23g_num","Spearman",-0.575602885085439,-0.449600263474696,"OK"
"TX_RESP_Q20_num","Spearman",0.38575837490523,0.462910049886276,"OK"
