"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num"
-0.134976543812706,1.13284303119776,0.647905804468655,0.375533808099405,0.941280467564059,0.710705312219014,0.99498743710662,0.99498743710662,0.99498743710662,0.288675134594813,0.626783170528009,1.35400640077266,0.866025403784439,0.124646392502318
0.361728278551785,1.13284303119776,0.647905804468655,1.50213523239762,-1.05201934610101,0.710705312219014,-0.33166247903554,-0.33166247903554,-1.6583123951777,-0.866025403784439,-0.626783170528009,0,-0.288675134594813,-1.37111031752549
-0.392217784559385,-0.809173593712687,0.647905804468655,-0.751067616198811,0.941280467564059,-0.236901770739671,-0.33166247903554,-0.33166247903554,-0.33166247903554,0.288675134594813,-0.626783170528009,0,-0.288675134594813,0.124646392502318
0.711562938508293,-0.809173593712687,-1.57348552513816,-0.751067616198811,0.941280467564059,-0.236901770739671,-0.33166247903554,-1.6583123951777,-0.33166247903554,-0.866025403784439,-0.626783170528009,1.35400640077266,0.866025403784439,0.124646392502318
0.64968021304529,-0.809173593712687,-0.462789860334753,0.375533808099405,-0.387586074879319,0.710705312219014,-0.33166247903554,-0.33166247903554,-0.33166247903554,-0.866025403784439,-0.626783170528009,0,-0.288675134594813,0.124646392502318
-1.91736941644762,-0.809173593712687,0.647905804468655,-0.751067616198811,0.941280467564059,-1.18450885369836,0.99498743710662,0.99498743710662,0.99498743710662,0.288675134594813,0.626783170528009,0,-0.288675134594813,0.124646392502318
1.60096759938299,1.13284303119776,-1.57348552513816,-0.751067616198811,-1.05201934610101,0.710705312219014,-1.6583123951777,-0.33166247903554,-0.33166247903554,-0.866025403784439,-0.626783170528009,0,0.866025403784439,-1.37111031752549
-0.246329752816968,-0.809173593712687,0.647905804468655,-0.751067616198811,0.941280467564059,0.710705312219014,0.99498743710662,0.99498743710662,0.99498743710662,1.44337567297406,1.88034951158403,0,-0.288675134594813,0.124646392502318
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.47515151621884,-0.809173593712687,-1.57348552513816,-0.751067616198811,0.941280467564059,0.710705312219014,0.99498743710662,0.99498743710662,0.99498743710662,1.44337567297406,-0.626783170528009,-2.70801280154532,-2.59807621135332,1.62040310253013
0.99338146291653,1.13284303119776,0.647905804468655,1.50213523239762,-1.05201934610101,0.710705312219014,-0.33166247903554,-0.33166247903554,-1.6583123951777,-0.866025403784439,-0.626783170528009,0,0.866025403784439,0.124646392502318
-0.459233266823394,1.13284303119776,0.647905804468655,-0.751067616198811,-1.05201934610101,-2.13211593665704,0.99498743710662,0.99498743710662,0.99498743710662,1.44337567297406,1.88034951158403,0,0.866025403784439,1.62040310253013
0.307957788274027,-0.809173593712687,0.647905804468655,1.50213523239762,-1.05201934610101,-1.18450885369836,-1.6583123951777,-1.6583123951777,-0.33166247903554,-0.866025403784439,-0.626783170528009,0,-0.288675134594813,-1.37111031752549
