"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.356868862919481,-1.22474487139159,-1.5,0.9114654303753,0.444478318492315,-0.514495755427527,0,1.26491106406735,2.12132034355964,0,0.364399348580512,-1.44913767461894,-2.12132034355964,-1.95878587529703,0.474341649025257
-0.271095833845478,1.22474487139159,0,-0.6076436202502,0.444478318492315,0.514495755427527,0,-0.316227766016838,0,0,0.364399348580512,0.621059003408118,0.707106781186547,0.217642875033004,0.474341649025257
0.266517003287929,-1.22474487139159,0,-0.6076436202502,0.444478318492315,0.514495755427527,0,1.26491106406735,0,-1.22474487139159,0.364399348580512,0.621059003408118,0.707106781186547,0.217642875033004,0.474341649025257
0.598644906870805,1.22474487139159,0,-0.6076436202502,0.444478318492315,-1.54348726628258,2.12132034355964,-0.316227766016838,0,0,0.364399348580512,0.621059003408118,0.707106781186547,0.217642875033004,-0.711512473537885
1.48958012618379,-1.22474487139159,-1.5,-0.6076436202502,0.444478318492315,0.514495755427527,0,-0.316227766016838,0,0,-0.850265146687862,-1.44913767461894,-0.707106781186547,-0.870571500132014,-1.89736659610103
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.74426648929204,1.22474487139159,0,1.67101995568805,0.444478318492315,-0.514495755427527,-2.12132034355964,-0.316227766016838,-2.12132034355964,-1.22474487139159,0.364399348580512,0.621059003408118,0.707106781186547,1.30585725019802,-0.711512473537885
-0.608358690271243,0,0,1.67101995568805,-2.51871047145645,0.514495755427527,0,-0.316227766016838,0,1.22474487139159,1.57906384384889,-1.44913767461894,-0.707106781186547,-0.870571500132014,0.474341649025257
1.3211746252707,0,1.5,-0.6076436202502,0.444478318492315,-1.54348726628258,0,1.26491106406735,0,1.22474487139159,-0.850265146687862,0.621059003408118,-0.707106781186547,0.217642875033004,-0.711512473537885
-0.711460576250233,0,1.5,-0.6076436202502,0.444478318492315,0.514495755427527,0,-1.89736659610103,0,-1.22474487139159,0.364399348580512,0.621059003408118,0.707106781186547,0.217642875033004,0.474341649025257
-0.697603934873734,0,0,-0.6076436202502,-1.03711607648207,1.54348726628258,0,-0.316227766016838,0,1.22474487139159,-2.06492964195624,0.621059003408118,0.707106781186547,1.30585725019802,1.6601957715884
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
