"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-0.42905946698419,0,1.95257086466288,0.90470791974412,0.298807152333598,-0.126892454130473,-1.0196296219512,-0.487339717240448
NA,NA,NA,NA,NA,NA,NA,NA
-1.1942097598153,0,-0.0500659196067403,-0.0476162063023219,0.298807152333598,-0.126892454130473,0.470598287054402,1.94935886896179
1.64639263376241,1.58113883008419,0.951252472528069,0.90470791974412,0.298807152333598,-0.126892454130473,-1.0196296219512,-0.487339717240448
NA,NA,NA,NA,NA,NA,NA,NA
1.06831502226769,-1.58113883008419,1.95257086466288,-0.0476162063023219,0.298807152333598,-0.126892454130473,NA,-0.487339717240448
0.331555839412125,-1.58113883008419,-1.05138431174155,-0.999940332348764,0.298807152333598,-2.66474153673994,-1.0196296219512,-0.487339717240448
0.785246008661044,0,0.951252472528069,-0.0476162063023219,-1.79284291400159,-0.126892454130473,0.470598287054402,-0.487339717240448
-0.789551735831764,0,-1.05138431174155,-0.999940332348764,0.298807152333598,-0.126892454130473,0.470598287054402,-0.487339717240448
0.755493396396211,1.58113883008419,-1.05138431174155,0.90470791974412,-1.79284291400159,-0.126892454130473,0.470598287054402,-0.487339717240448
1.12435581180399,0,-0.0500659196067403,-0.0476162063023219,0.298807152333598,-0.126892454130473,-1.0196296219512,-0.487339717240448
-0.53852739119993,0,-0.0500659196067403,-0.999940332348764,0.298807152333598,NA,0.470598287054402,-0.487339717240448
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.393422037375997,0,-0.0500659196067403,0.90470791974412,0.298807152333598,-0.126892454130473,0.470598287054402,-0.487339717240448
0.406427786406453,0,-1.05138431174155,0.90470791974412,0.298807152333598,-0.126892454130473,0.470598287054402,-0.487339717240448
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1.50471485480601,1.58113883008419,-0.0500659196067403,0.90470791974412,0.298807152333598,-0.126892454130473,-1.0196296219512,-0.487339717240448
-0.112282414157782,0,-1.05138431174155,-0.0476162063023219,-1.79284291400159,-0.126892454130473,0.470598287054402,-0.487339717240448
NA,NA,NA,NA,NA,NA,NA,NA
-1.69849913583436,-1.58113883008419,-1.05138431174155,-1.95226445839521,0.298807152333598,-0.126892454130473,0.470598287054402,-0.487339717240448
NA,NA,NA,NA,NA,NA,NA,NA
0.397625699513309,0,0.951252472528069,0.90470791974412,-1.79284291400159,-0.126892454130473,0.470598287054402,1.94935886896179
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.0471442795852174,1.58113883008419,-1.05138431174155,0.90470791974412,0.298807152333598,-0.126892454130473,NA,-0.487339717240448
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.22748691071433,0,-0.0500659196067403,0.90470791974412,0.298807152333598,-0.126892454130473,0.470598287054402,1.94935886896179
NA,NA,NA,NA,NA,NA,NA,NA
-1.06034440215487,-1.58113883008419,NA,NA,0.298807152333598,2.41095662847899,0.470598287054402,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.322451924261884,0,0.951252472528069,-1.95226445839521,0.298807152333598,-0.126892454130473,-2.50985753095681,-0.487339717240448
-1.63889551838937,0,-0.0500659196067403,-0.999940332348764,2.39045721866879,2.41095662847899,1.96082619606001,1.94935886896179
