"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num"
1.89227140584353,0.509647191437625,0.801360574866096,0.90470791974412,0.959797958537171,1.13789720926585,1.04881876143781
NA,NA,NA,NA,NA,NA,NA
-0.698582540151347,0.509647191437625,-0.65565865216317,-0.0476162063023219,-1.43969693780576,0.0517226004211747,0.0912016314293747
1.02487012308113,0.509647191437625,0.801360574866096,0.90470791974412,0.959797958537171,0.0517226004211747,1.04881876143781
NA,NA,NA,NA,NA,NA,NA
-0.0463025979136346,0.509647191437625,0.801360574866096,-0.0476162063023219,-0.239949489634293,1.13789720926585,1.04881876143781
-0.272686027752301,-1.27411797859406,-2.11267787919244,-0.999940332348764,-1.43969693780576,1.13789720926585,1.04881876143781
1.73385364959492,0.509647191437625,0.801360574866096,-0.0476162063023219,0.959797958537171,0.0517226004211747,0.0912016314293747
-0.842733456520553,0.509647191437625,0.801360574866096,-0.999940332348764,0.959797958537171,1.13789720926585,1.04881876143781
0.724618839951337,0.509647191437625,0.801360574866096,0.90470791974412,0.959797958537171,0.0517226004211747,-0.866415498579059
-0.149227092175272,0.509647191437625,-0.65565865216317,-0.0476162063023219,-0.239949489634293,0.0517226004211747,0.0912016314293747
-1.89325880172465,-1.27411797859406,-0.65565865216317,-0.999940332348764,-1.43969693780576,-1.0344520084235,-1.82403262858749
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.724122645541976,0.509647191437625,-0.65565865216317,0.90470791974412,-0.239949489634293,-1.0344520084235,0.0912016314293747
0.401974473989396,0.509647191437625,0.801360574866096,0.90470791974412,0.959797958537171,0.0517226004211747,1.04881876143781
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.134660242439026,0.509647191437625,0.801360574866096,0.90470791974412,-1.43969693780576,0.0517226004211747,-0.866415498579059
-1.9680134912565,-1.27411797859406,-0.65565865216317,-0.0476162063023219,-0.239949489634293,-2.12062661726817,-1.82403262858749
NA,NA,NA,NA,NA,NA,NA
1.04262563288791,0.509647191437625,NA,-1.95226445839521,-0.239949489634293,-1.0344520084235,-0.866415498579059
NA,NA,NA,NA,NA,NA,NA
0.463445280168246,0.509647191437625,-0.65565865216317,0.90470791974412,0.959797958537171,1.13789720926585,-0.866415498579059
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.492190958418546,0.509647191437625,0.801360574866096,0.90470791974412,0.959797958537171,1.13789720926585,1.04881876143781
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.354798621623202,0.509647191437625,0.801360574866096,0.90470791974412,0.959797958537171,-1.0344520084235,-0.866415498579059
NA,NA,NA,NA,NA,NA,NA
-0.808491284550403,-3.05788314862575,-2.11267787919244,NA,NA,-1.0344520084235,-0.866415498579059
NA,NA,NA,NA,NA,NA,NA
-0.22417836303366,-1.27411797859406,-0.65565865216317,-1.95226445839521,-1.43969693780576,-1.0344520084235,0.0912016314293747
0.0718843158694517,0.509647191437625,0.801360574866096,-0.999940332348764,-0.239949489634293,1.13789720926585,1.04881876143781
