"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num"
-1.51058819893508,-1.63647019565201,-0.846445553044163,1.32711429393462,0.926875681302543
NA,NA,NA,NA,NA
-0.183741645145978,-0.501498930925617,-1.73521338374053,-2.00421342349311,-1.66837622634458
-0.579991048731975,-0.501498930925617,0.042322277652208,-0.893770851017196,-1.66837622634458
-0.981988965275235,0.63347233380078,0.042322277652208,NA,0.0617917120868364
-0.884264022525113,-1.63647019565201,-1.73521338374053,1.32711429393462,-1.66837622634458
-0.309810312760961,-0.501498930925617,-0.846445553044163,1.32711429393462,0.926875681302543
NA,NA,NA,NA,NA
-0.691518461808768,0.63347233380078,-1.73521338374053,-0.893770851017196,0.0617917120868364
-2.17269050061612,-1.63647019565201,-1.73521338374053,-2.00421342349311,-1.66837622634458
-1.06719395479299,-0.501498930925617,0.931090108348579,0.216671721458714,-0.803292257128871
-0.472753551378372,-1.63647019565201,NA,0.216671721458714,-1.66837622634458
0.431250400982304,-1.63647019565201,-1.73521338374053,-0.893770851017196,0.0617917120868364
-1.20331001082906,-0.501498930925617,0.931090108348579,0.216671721458714,0.926875681302543
0.521338125540591,1.76844359852718,0.931090108348579,1.32711429393462,-0.803292257128871
-0.532958761125321,0.63347233380078,-1.73521338374053,1.32711429393462,0.926875681302543
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.490184217466429,0.63347233380078,0.042322277652208,1.32711429393462,0.926875681302543
1.03936848555953,0.63347233380078,-0.846445553044163,-0.893770851017196,0.926875681302543
0.777729739782711,-0.501498930925617,0.042322277652208,-0.893770851017196,0.0617917120868364
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.101018227065704,NA,NA,0.216671721458714,0.926875681302543
1.81086104936296,0.63347233380078,0.931090108348579,-0.893770851017196,0.0617917120868364
1.35778045591936,0.63347233380078,0.042322277652208,-0.893770851017196,0.926875681302543
0.232541253083298,-0.501498930925617,0.931090108348579,-0.893770851017196,0.926875681302543
0.558904659536577,0.63347233380078,0.931090108348579,0.216671721458714,0.0617917120868364
NA,NA,NA,NA,NA
-1.23935112370149,1.76844359852718,0.931090108348579,1.32711429393462,-1.66837622634458
1.4850202202875,0.63347233380078,0.931090108348579,NA,NA
0.364364015796435,-0.501498930925617,-0.846445553044163,0.216671721458714,0.0617917120868364
1.56324765504539,1.76844359852718,0.931090108348579,-0.893770851017196,0.0617917120868364
-0.314930389914998,-0.501498930925617,-0.846445553044163,0.216671721458714,0.926875681302543
-1.12512939728913,-0.501498930925617,0.042322277652208,0.216671721458714,-1.66837622634458
0.542753301179543,0.63347233380078,0.042322277652208,-0.893770851017196,0.0617917120868364
0.81685181014784,-0.501498930925617,0.931090108348579,0.216671721458714,-0.803292257128871
NA,NA,NA,NA,NA
-0.504992781352404,0.63347233380078,0.042322277652208,0.216671721458714,0.926875681302543
NA,NA,NA,NA,NA
-2.26191244725768,-1.63647019565201,0.931090108348579,-0.893770851017196,-1.66837622634458
-1.03979626123271,-0.501498930925617,-0.846445553044163,1.32711429393462,-0.803292257128871
0.180479153158788,1.76844359852718,0.042322277652208,1.32711429393462,0.926875681302543
0.0171648437483228,-0.501498930925617,0.931090108348579,-0.893770851017196,-0.803292257128871
0.340830599716589,0.63347233380078,0.042322277652208,1.32711429393462,0.926875681302543
0.768022214751092,-0.501498930925617,0.931090108348579,-0.893770851017196,0.926875681302543
0.116507717449623,-0.501498930925617,0.931090108348579,NA,NA
0.946685611567039,0.63347233380078,0.931090108348579,-0.893770851017196,0.0617917120868364
-0.138814208932144,-0.501498930925617,0.931090108348579,0.216671721458714,0.926875681302543
-0.866412275287906,-0.501498930925617,-1.73521338374053,1.32711429393462,0.926875681302543
0.706489911683321,1.76844359852718,0.042322277652208,0.216671721458714,0.0617917120868364
1.64739966267516,0.63347233380078,0.931090108348579,-0.893770851017196,0.926875681302543
1.26535498738734,0.63347233380078,0.931090108348579,0.216671721458714,0.926875681302543
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
