"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-1.16834380929728,-1.12774538843621,-2.74873708374511,0,-0.807139345406042,-0.180463430667903,0.538638634844706,1.30384048104053,-0.146508178831922,0,0.418452624772753,-0.130066495428618,-0.235702260395516
0.962940581766581,0.402766210155791,0.343592135468138,1.45773797371132,0.310438209771555,0.902317153339516,0.538638634844706,0,-1.46508178831922,1.30384048104053,0.418452624772753,-0.130066495428618,-0.235702260395516
0.421176300043717,0.402766210155791,0.343592135468138,0,-0.807139345406042,-0.180463430667903,-0.923380516876639,-1.30384048104053,NA,1.30384048104053,2.19687628005695,-0.130066495428618,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.3510093830079,0.402766210155791,0.343592135468138,-1.45773797371132,-0.807139345406042,0.902317153339516,-0.923380516876639,-1.30384048104053,-2.78365539780652,0,0.418452624772753,-2.60132990857236,-0.235702260395516
0.362537243659695,0.402766210155791,0.343592135468138,1.45773797371132,1.42801576494915,-0.180463430667903,0.538638634844706,0,-0.146508178831922,0,0.418452624772753,-0.130066495428618,-0.235702260395516
0.208035358464632,0.402766210155791,0.343592135468138,0,-0.807139345406042,-0.180463430667903,0.538638634844706,0,-0.146508178831922,0,0.418452624772753,-0.130066495428618,-0.235702260395516
0.1402534749338,0.402766210155791,0.343592135468138,0,-0.807139345406042,0.902317153339516,-0.923380516876639,NA,-0.146508178831922,-2.60768096208106,0.418452624772753,-1.36569820200049,-0.235702260395516
-1.51969791511301,0.402766210155791,0.343592135468138,0,-0.807139345406042,-0.180463430667903,0.538638634844706,-1.30384048104053,-0.146508178831922,0,-1.35997103051145,-0.130066495428618,-0.235702260395516
1.23408516471632,0.402766210155791,0.343592135468138,1.45773797371132,0.310438209771555,-1.26324401467532,-0.923380516876639,-1.30384048104053,-0.146508178831922,0,0.418452624772753,-0.130066495428618,4.00693842672377
-1.49953899117042,0.402766210155791,0.343592135468138,-1.45773797371132,-0.807139345406042,-1.26324401467532,0.538638634844706,1.30384048104053,1.17206543065538,NA,NA,1.10556521114325,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.5191019941597,0.402766210155791,0.343592135468138,-1.45773797371132,-0.807139345406042,-2.34602459868274,2.00065778656605,1.30384048104053,1.17206543065538,-1.30384048104053,0.418452624772753,1.10556521114325,-0.235702260395516
-0.592669507360403,-2.65825698702822,-2.74873708374511,0,1.42801576494915,-1.26324401467532,-0.923380516876639,-1.30384048104053,-0.146508178831922,0,NA,-0.130066495428618,-0.235702260395516
-0.202081467421347,0.402766210155791,0.343592135468138,-1.45773797371132,1.42801576494915,0.902317153339516,-0.923380516876639,1.30384048104053,-0.146508178831922,0,0.418452624772753,-0.130066495428618,-0.235702260395516
2.05138653773563,0.402766210155791,0.343592135468138,0,1.42801576494915,0.902317153339516,-0.923380516876639,0,1.17206543065538,1.30384048104053,0.418452624772753,1.10556521114325,-0.235702260395516
-0.607105947351103,0.402766210155791,NA,0,-0.807139345406042,0.902317153339516,0.538638634844706,0,1.17206543065538,1.30384048104053,-1.35997103051145,1.10556521114325,-0.235702260395516
0.179020381051923,0.402766210155791,0.343592135468138,NA,NA,NA,0.538638634844706,0,-0.146508178831922,-1.30384048104053,-1.35997103051145,-1.36569820200049,NA
0.152406207912602,0.402766210155791,0.343592135468138,1.45773797371132,1.42801576494915,0.902317153339516,-0.923380516876639,0,-0.146508178831922,0,0.418452624772753,1.10556521114325,-0.235702260395516
-0.197161448328131,-2.65825698702822,0.343592135468138,0,0.310438209771555,0.902317153339516,-0.923380516876639,0,1.17206543065538,0,-1.35997103051145,1.10556521114325,-0.235702260395516
0.242850446908579,0.402766210155791,0.343592135468138,0,-0.807139345406042,-0.180463430667903,2.00065778656605,1.30384048104053,-0.146508178831922,0,-1.35997103051145,-0.130066495428618,-0.235702260395516
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
