"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num"
-0.0462691338020028,0.316227766016838,0.572077553547355,-0.720749970156447,0.74535599249993,-0.242179739848241,0,0.449466574975494,NA,1.09369659814952
0.484061336224638,0.316227766016838,0.572077553547355,0.270281238808668,0.74535599249993,-0.242179739848241,0,0.449466574975494,0,-0.109369659814952
1.43554321594202,-2.84604989415154,0.572077553547355,2.2523436567389,0.74535599249993,-1.57416830901357,1.58113883008419,0.449466574975494,0,-0.109369659814952
-0.213134219086622,NA,NA,-0.720749970156447,0,-0.242179739848241,-1.58113883008419,0.449466574975494,0,-1.31243591777942
0.440515399540666,0.316227766016838,-2.28831021418942,-0.720749970156447,-1.49071198499986,1.08980882931709,0,0.449466574975494,0,1.09369659814952
1.58288588288069,0.316227766016838,0.572077553547355,-0.720749970156447,0.74535599249993,-0.242179739848241,0,-2.02259958738973,-2.12132034355964,-0.109369659814952
0.000688766769448972,0.316227766016838,0.572077553547355,0.270281238808668,0.74535599249993,-1.57416830901357,0,0.449466574975494,0,1.09369659814952
-0.000684783024478611,0.316227766016838,0.572077553547355,1.26131244777378,-1.49071198499986,-0.242179739848241,0,-2.02259958738973,2.12132034355964,1.09369659814952
-0.841261591022868,0.316227766016838,0.572077553547355,-0.720749970156447,0,1.08980882931709,0,0.449466574975494,0,-1.31243591777942
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.74564703865013,0.316227766016838,-0.858116330321033,-0.720749970156447,0.74535599249993,1.08980882931709,-1.58113883008419,0.449466574975494,0,-1.31243591777942
-1.09669783577136,0.316227766016838,-0.858116330321033,0.270281238808668,-1.49071198499986,1.08980882931709,1.58113883008419,0.449466574975494,0,-0.109369659814952
