"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21b_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.30435955819533,-1.31555405024227,-0.850876353425194,1.62233387843402,0.955317527813328,0.986940035114288,1.14069489089906,1.88484258731263
0.675374170282349,1.17707467653256,-0.850876353425194,-0.873564396079855,-1.18009812259293,0.986940035114288,-0.201299098393952,-0.502624689950035
-0.609929928519552,-0.0692396868548563,-0.850876353425194,0.37438474117708,0.955317527813328,0.986940035114288,1.14069489089906,-0.502624689950035
NA,NA,NA,NA,NA,NA,NA,NA
0.279517924372013,-0.0692396868548563,0.950979453828158,-0.873564396079855,-1.18009812259293,-0.109660003901588,-0.201299098393952,-0.502624689950035
-0.521550783751215,1.17707467653256,-0.850876353425194,0.37438474117708,-0.112390297389803,-1.20626004291746,-0.201299098393952,-0.502624689950035
0.072167627072081,-1.31555405024227,0.950979453828158,-0.873564396079855,-1.18009812259293,-2.30286008193334,1.14069489089906,-0.502624689950035
NA,NA,NA,NA,NA,NA,NA,NA
-2.25846747277304,1.17707467653256,-0.850876353425194,1.62233387843402,0.955317527813328,0.986940035114288,-1.54329308768697,1.88484258731263
NA,NA,NA,NA,NA,NA,NA,NA
-0.421452872387158,-0.0692396868548563,0.950979453828158,0.37438474117708,-0.112390297389803,-0.109660003901588,-0.201299098393952,1.88484258731263
0.0197051601619426,-0.0692396868548563,-0.850876353425194,-0.873564396079855,0.955317527813328,-1.20626004291746,-0.201299098393952,1.88484258731263
NA,NA,NA,NA,NA,NA,NA,NA
0.203565085886528,1.17707467653256,0.950979453828158,0.37438474117708,0.955317527813328,0.986940035114288,1.14069489089906,-0.502624689950035
1.43277485459719,-0.0692396868548563,NA,-0.873564396079855,-1.18009812259293,-0.109660003901588,1.14069489089906,-0.502624689950035
-0.15809494491443,1.17707467653256,0.950979453828158,-0.873564396079855,-0.112390297389803,-0.109660003901588,-0.201299098393952,-0.502624689950035
1.53272198544956,-1.31555405024227,1.85190735745483,0.37438474117708,-1.18009812259293,-1.20626004291746,-0.201299098393952,-0.502624689950035
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-1.12958059451978,NA,-0.850876353425194,1.62233387843402,0.955317527813328,0.986940035114288,1.14069489089906,-0.502624689950035
0.685133757056087,-0.0692396868548563,-0.850876353425194,-0.873564396079855,-1.18009812259293,-0.109660003901588,-1.54329308768697,-0.502624689950035
-1.03770779829199,NA,NA,-0.873564396079855,NA,0.986940035114288,1.14069489089906,NA
0.689670483182684,-0.0692396868548563,-0.850876353425194,0.37438474117708,0.955317527813328,-0.109660003901588,-0.201299098393952,-0.502624689950035
0.222057530939243,-1.31555405024227,0.950979453828158,-0.873564396079855,0.955317527813328,-1.20626004291746,-1.54329308768697,-0.502624689950035
-0.106332440442326,1.17707467653256,-0.850876353425194,-0.873564396079855,-1.18009812259293,-0.109660003901588,-0.201299098393952,-0.502624689950035
NA,NA,NA,NA,NA,NA,NA,NA
1.73478781479516,-1.31555405024227,0.950979453828158,1.62233387843402,0.955317527813328,0.986940035114288,-1.54329308768697,-0.502624689950035
NA,NA,NA,NA,NA,NA,NA,NA
