"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num"
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.222758807418034,-1.31555405024227,-0.850876353425194,-0.180993427200148,0.986940035114288
-1.60137158401531,1.17707467653256,-0.850876353425194,1.62894084480133,0.986940035114288
0.186124633634247,-0.0692396868548563,-0.850876353425194,-0.180993427200148,0.986940035114288
NA,NA,NA,NA,NA
-1.08657499514178,-0.0692396868548563,0.950979453828158,-0.180993427200148,-0.109660003901588
-1.42904314755554,1.17707467653256,-0.850876353425194,-0.180993427200148,-1.20626004291746
0.690666584420442,-1.31555405024227,0.950979453828158,-1.99092769920163,-2.30286008193334
NA,NA,NA,NA,NA
-1.31013543225582,1.17707467653256,-0.850876353425194,-0.180993427200148,0.986940035114288
NA,NA,NA,NA,NA
0.722006346772974,-0.0692396868548563,0.950979453828158,-0.180993427200148,-0.109660003901588
0.0701375041201493,-0.0692396868548563,-0.850876353425194,1.62894084480133,-1.20626004291746
NA,NA,NA,NA,NA
0.628595511198621,1.17707467653256,0.950979453828158,-0.180993427200148,0.986940035114288
0.536027946199212,-0.0692396868548563,NA,1.62894084480133,-0.109660003901588
0.203279649124195,1.17707467653256,0.950979453828158,-0.180993427200148,-0.109660003901588
1.14974403738897,-1.31555405024227,1.85190735745483,-1.99092769920163,-1.20626004291746
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.56322567677589,NA,-0.850876353425194,1.62894084480133,0.986940035114288
0.926989165399536,-0.0692396868548563,-0.850876353425194,-0.180993427200148,-0.109660003901588
-0.0529025978740425,NA,NA,-0.180993427200148,0.986940035114288
0.979588890821636,-0.0692396868548563,-0.850876353425194,-0.180993427200148,-0.109660003901588
1.33871330148128,-1.31555405024227,0.950979453828158,-0.180993427200148,-1.20626004291746
-1.33494499637534,1.17707467653256,-0.850876353425194,-0.180993427200148,-0.109660003901588
NA,NA,NA,NA,NA
0.723566052014426,-1.31555405024227,0.950979453828158,-0.180993427200148,0.986940035114288
NA,NA,NA,NA,NA
