"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22f_num","TX_RESP_Q23e_num"
NA,NA,NA,NA,NA,NA
-0.320777207125814,0.324893144826966,0.817315646601757,0.959797958537171,0.58309518948453,-1.07754865834964
1.78364939684127,-2.92403830344269,0.817315646601757,-0.239949489634293,-0.58309518948453,0.881630720467888
0.684729467708437,0.324893144826966,0.817315646601757,0.959797958537171,-0.58309518948453,0.881630720467888
0.0630183729511583,0.324893144826966,-1.1057799924612,-0.239949489634293,NA,-1.07754865834964
0.294987035198763,0.324893144826966,-0.144232172929722,-0.239949489634293,0.58309518948453,0.881630720467888
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.01978098106755,0.324893144826966,-2.06732781199268,0.959797958537171,1.74928556845359,0.881630720467888
-0.526768008043593,0.324893144826966,0.817315646601757,-1.43969693780576,-0.58309518948453,0.881630720467888
0.539675524057278,0.324893144826966,0.817315646601757,-2.63944438597722,-0.58309518948453,-1.07754865834964
-0.887817394677827,0.324893144826966,-2.06732781199268,-1.43969693780576,-0.58309518948453,0.881630720467888
2.23345110765779,0.324893144826966,0.817315646601757,-0.239949489634293,-1.74928556845359,0.881630720467888
-0.598837259843842,0.324893144826966,-1.1057799924612,0.959797958537171,NA,-1.07754865834964
0.820031555581013,-2.92403830344269,-0.144232172929722,-0.239949489634293,0.58309518948453,0.881630720467888
-0.913392331746456,0.324893144826966,-0.144232172929722,0.959797958537171,-0.58309518948453,0.881630720467888
0.750542228671955,0.324893144826966,-0.144232172929722,-0.239949489634293,-0.58309518948453,0.881630720467888
-1.04636464404401,0.324893144826966,-1.1057799924612,-0.239949489634293,-0.58309518948453,-1.07754865834964
-1.78782652269696,0.324893144826966,0.817315646601757,0.959797958537171,1.74928556845359,-1.07754865834964
0.74791362869139,0.324893144826966,0.817315646601757,-0.239949489634293,-0.58309518948453,-1.07754865834964
0.150114292551289,0.324893144826966,0.817315646601757,-0.239949489634293,0.58309518948453,0.881630720467888
-0.4535575044212,0.324893144826966,0.817315646601757,0.959797958537171,1.74928556845359,-1.07754865834964
-0.512990756243086,0.324893144826966,-0.144232172929722,0.959797958537171,-0.58309518948453,-1.07754865834964
