"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num"
0.742327799834167,-2.55883157859579,1.07345824310078,-0.428174419288838,0.856348838577675,0.99498743710662,-0.288675134594813,0.661107356684931,0.957427107756338
0.142978152053053,0.511766315719159,1.07345824310078,-0.428174419288838,0.856348838577675,-0.33166247903554,-0.288675134594813,0.661107356684931,0.957427107756338
-0.742381554444695,0.511766315719159,-1.01031364056544,-0.428174419288838,-0.428174419288838,-0.33166247903554,-0.288675134594813,-0.793328828021918,-0.957427107756338
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.626790474136013,0.511766315719159,NA,-0.428174419288838,-0.428174419288838,-0.33166247903554,-0.288675134594813,0.661107356684931,-0.957427107756338
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.890338886313412,-1.02353263143832,-1.01031364056544,0.856348838577675,-0.428174419288838,0.99498743710662,-0.288675134594813,-0.793328828021918,-0.957427107756338
-1.67203609546754,0.511766315719159,0.378867615212041,-1.71269767715535,-1.71269767715535,-1.6583123951777,-0.288675134594813,0.661107356684931,0.957427107756338
-0.352470075855753,-1.02353263143832,0.378867615212041,-0.428174419288838,0.856348838577675,0.99498743710662,-0.288675134594813,-0.793328828021918,-0.957427107756338
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.518459224675286,0.511766315719159,-1.01031364056544,-0.428174419288838,-1.71269767715535,-1.6583123951777,-0.288675134594813,0.661107356684931,0.957427107756338
1.18160716363851,0.511766315719159,1.07345824310078,0.856348838577675,0.856348838577675,0.99498743710662,-0.288675134594813,NA,-0.957427107756338
-0.353918580666273,0.511766315719159,-1.01031364056544,2.14087209644419,0.856348838577675,-0.33166247903554,-0.288675134594813,0.661107356684931,0.957427107756338
-1.81367612160489,0.511766315719159,-1.01031364056544,-0.428174419288838,-0.428174419288838,0.99498743710662,-0.288675134594813,-2.24776501272877,0.957427107756338
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.831980727388718,0.511766315719159,1.07345824310078,0.856348838577675,0.856348838577675,-0.33166247903554,3.17542648054294,0.661107356684931,-0.957427107756338
