"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q22a_num","TX_RESP_Q22e_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA
-0.297502784451915,0.363067737231198,NA,0.969265733133737,-0.872382584623627,-0.101484329443508,0.675845335334375,NA
NA,NA,NA,NA,NA,NA,NA,NA
0.756271256432184,0.363067737231198,0.656532164298613,-0.339243006596808,-0.872382584623627,-0.101484329443508,0.675845335334375,-0.196116135138184
2.18332341513856,0.363067737231198,NA,-0.339243006596808,0.249252167035322,1.26855411804385,0.675845335334375,-0.196116135138184
1.39072337588315,0.363067737231198,0.656532164298613,-1.64775174632735,-0.872382584623627,-1.47152277693087,-1.42678459681701,-0.196116135138184
NA,NA,NA,NA,NA,NA,NA,NA
0.0716357386651255,0.363067737231198,-1.96959649289584,0.969265733133737,1.37088691869427,-0.101484329443508,-1.42678459681701,-0.196116135138184
-0.154821903466749,0.363067737231198,-0.656532164298613,0.969265733133737,-0.872382584623627,1.26855411804385,0.675845335334375,-0.196116135138184
NA,NA,NA,NA,NA,NA,NA,NA
-0.369226881778138,0.363067737231198,0.656532164298613,-0.339243006596808,0.249252167035322,1.26855411804385,0.675845335334375,-0.196116135138184
-0.202787454672965,0.363067737231198,0.656532164298613,0.969265733133737,1.37088691869427,-0.101484329443508,-1.42678459681701,-0.196116135138184
-0.33480834567361,0.363067737231198,0.656532164298613,-0.339243006596808,0.249252167035322,1.26855411804385,0.675845335334375,NA
-1.13969935134386,0.363067737231198,1.96959649289584,-0.339243006596808,-0.872382584623627,1.26855411804385,0.675845335334375,-0.196116135138184
NA,NA,NA,NA,NA,NA,NA,NA
1.1681915989562,0.363067737231198,NA,NA,NA,NA,NA,NA
-2.22216686757007,-3.26760963508078,-0.656532164298613,0.969265733133737,0.249252167035322,1.26855411804385,-1.42678459681701,-0.196116135138184
-1.40261641280119,0.363067737231198,-0.656532164298613,0.969265733133737,1.37088691869427,NA,-1.42678459681701,-0.196116135138184
NA,0.363067737231198,-0.656532164298613,-0.339243006596808,0.249252167035322,-0.101484329443508,0.675845335334375,-0.196116135138184
0.0201174320899942,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
-0.397424601216673,-1.45227094892479,-0.656532164298613,0.969265733133737,1.37088691869427,-1.47152277693087,0.675845335334375,-0.196116135138184
1.88649059436429,0.363067737231198,1.96959649289584,NA,NA,NA,NA,4.9029033784546
-1.24924579710415,0.363067737231198,-0.656532164298613,-0.339243006596808,1.37088691869427,-0.101484329443508,-1.42678459681701,-0.196116135138184
0.362326602345597,0.363067737231198,NA,-0.339243006596808,-0.872382584623627,-0.101484329443508,0.675845335334375,NA
-1.26709360515424,0.363067737231198,-0.656532164298613,0.969265733133737,1.37088691869427,-0.101484329443508,-1.42678459681701,-0.196116135138184
-0.415435331387692,0.363067737231198,-0.656532164298613,-0.339243006596808,-0.872382584623627,-1.47152277693087,-1.42678459681701,-0.196116135138184
-0.592144055088116,-3.26760963508078,-1.96959649289584,NA,NA,1.26855411804385,0.675845335334375,-0.196116135138184
NA,NA,NA,NA,NA,NA,NA,NA
0.199919920867122,0.363067737231198,0.656532164298613,0.969265733133737,1.37088691869427,-0.101484329443508,0.675845335334375,-0.196116135138184
0.0297981341279209,0.363067737231198,0.656532164298613,-0.339243006596808,-0.872382584623627,-0.101484329443508,0.675845335334375,-0.196116135138184
-0.795438797884552,0.363067737231198,0.656532164298613,-0.339243006596808,-0.872382584623627,-0.101484329443508,0.675845335334375,-0.196116135138184
-0.130567601443167,-1.45227094892479,0.656532164298613,-0.339243006596808,-0.872382584623627,-0.101484329443508,0.675845335334375,-0.196116135138184
0.310915144849006,0.363067737231198,-0.656532164298613,0.969265733133737,-0.872382584623627,-0.101484329443508,0.675845335334375,-0.196116135138184
0.460349395358331,0.363067737231198,0.656532164298613,0.969265733133737,1.37088691869427,-0.101484329443508,0.675845335334375,-0.196116135138184
0.0486322510086119,0.363067737231198,-0.656532164298613,-0.339243006596808,-0.872382584623627,-0.101484329443508,-1.42678459681701,-0.196116135138184
1.76348646171406,0.363067737231198,-0.656532164298613,-2.9562604860579,-0.872382584623627,-2.84156122441823,0.675845335334375,-0.196116135138184
0.318798469236907,0.363067737231198,0.656532164298613,-1.64775174632735,-0.872382584623627,-0.101484329443508,0.675845335334375,-0.196116135138184
NA,NA,NA,NA,NA,NA,NA,NA
