"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
-1.3909524288635,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.519838955227703,-0.862957645635778,-1.83894947179561,-1.08746033240514,0.67700320038633,-0.542896714030637,-0.632455532033676,-3.03826434470579,-0.511766315719159
0.211414683374543,NA,0.559680274024751,-1.08746033240514,-1.35400640077266,0.814345071045956,0.948683298050514,0.559680274024751,-0.511766315719159
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.911566871838043,0.479420914242099,0.559680274024751,0.920158742804353,0.67700320038633,0.814345071045956,0.948683298050514,0.559680274024751,-0.511766315719159
0.381626206431276,-0.862957645635778,-1.83894947179561,-1.08746033240514,-1.35400640077266,-0.542896714030637,-0.632455532033676,0.559680274024751,1.02353263143832
0.87163687955393,0.479420914242099,0.559680274024751,-0.0836507948003959,0.67700320038633,-0.542896714030637,-0.632455532033676,-0.639634598885429,-0.511766315719159
0.0814687775141468,0.479420914242099,0.559680274024751,-0.0836507948003959,0.67700320038633,0.814345071045956,0.948683298050514,0.559680274024751,-0.511766315719159
-0.196318857563164,-0.862957645635778,0.559680274024751,NA,NA,0.814345071045956,-0.632455532033676,0.559680274024751,NA
1.27550855690072,-0.862957645635778,0.559680274024751,1.9239682804091,0.67700320038633,0.814345071045956,0.948683298050514,0.559680274024751,-0.511766315719159
-1.12064540817599,0.479420914242099,-0.639634598885429,-0.0836507948003959,0.67700320038633,-1.90013849910723,-0.632455532033676,-0.639634598885429,-0.511766315719159
-0.206359702899533,1.82179947411998,0.559680274024751,0.920158742804353,0.67700320038633,-1.90013849910723,-2.21359436211787,0.559680274024751,-0.511766315719159
2.03026259757581,-0.862957645635778,0.559680274024751,NA,NA,0.814345071045956,0.948683298050514,0.559680274024751,NA
-0.726866221281212,-0.862957645635778,-1.83894947179561,-1.08746033240514,-1.35400640077266,0.814345071045956,0.948683298050514,0.559680274024751,1.02353263143832
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.683617749636894,-0.862957645635778,0.559680274024751,0.920158742804353,0.67700320038633,-0.542896714030637,-0.632455532033676,-0.639634598885429,-0.511766315719159
-1.53843379427915,0.479420914242099,0.559680274024751,NA,NA,-0.542896714030637,-0.632455532033676,-0.639634598885429,NA
-0.747686954535118,1.82179947411998,0.559680274024751,-0.0836507948003959,-1.35400640077266,0.814345071045956,0.948683298050514,0.559680274024751,2.55883157859579
