"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q23a_num","TX_RESP_Q19_num"
0.012702639067214,0.42174116783665,0.661107356684931,0.42174116783665,0.654307567765094,0.89589106626911,0.786566506207116,0,-0.449466574975495
0.907987557663619,0.42174116783665,0.661107356684931,0.42174116783665,1.45401681725576,0.89589106626911,0.786566506207116,0,-0.449466574975495
0.0699470038034235,0.42174116783665,-0.793328828021918,0.42174116783665,-0.945110931216246,0.191976657057667,0.786566506207116,-2.23606797749979,-0.449466574975495
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0037261658917466,0.42174116783665,0.661107356684931,0.42174116783665,0.654307567765094,0.89589106626911,-0.449466574975495,0,2.02259958738973
0.0201516430034989,0.42174116783665,0.661107356684931,0.42174116783665,-0.945110931216246,-1.21585216136522,0.786566506207116,0,-0.449466574975495
-1.87984785392787,-1.12464311423107,-0.793328828021918,0.42174116783665,-0.945110931216246,0.191976657057667,-0.449466574975495,2.23606797749979,-0.449466574975495
0.901168085172748,0.42174116783665,0.661107356684931,0.42174116783665,-0.145401681725576,0.89589106626911,-1.68549965615811,0,-0.449466574975495
-1.60973142150063,0.42174116783665,-0.793328828021918,-1.12464311423107,0.654307567765094,-1.21585216136522,-1.68549965615811,0,-0.449466574975495
-0.427459245949129,-2.67102739629878,-2.24776501272877,-2.67102739629878,-0.945110931216246,-1.21585216136522,-0.449466574975495,0,2.02259958738973
0.876846346511684,0.42174116783665,0.661107356684931,0.42174116783665,-0.945110931216246,-1.21585216136522,0.786566506207116,0,-0.449466574975495
1.13196141204718,0.42174116783665,0.661107356684931,0.42174116783665,1.45401681725576,0.89589106626911,0.786566506207116,0,-0.449466574975495
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
