"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q21e_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23g_num"
0.478222259287871,0.673465573050457,0.616380526213868,1.02062072615966,-0.603505686981584,-0.98746202801495,0.283069258536149
1.8808501474584,-1.07754491688073,0.616380526213868,1.02062072615966,0.965609099170535,-0.98746202801495,0.283069258536149
0.79871987000511,0.673465573050457,0.616380526213868,1.02062072615966,-2.1726204731337,-0.98746202801495,-2.17019764877714
NA,NA,NA,NA,NA,NA,NA
0.305845193411975,-1.07754491688073,0.616380526213868,1.02062072615966,-0.603505686981584,-0.98746202801495,-0.943564195120496
-0.0467612524940398,0.673465573050457,0.616380526213868,-1.02062072615966,0.965609099170535,1.15203903268411,0.283069258536149
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.0969862557551506,0.673465573050457,-2.94492918079959,1.02062072615966,-0.603505686981584,0.0822885023345793,0.283069258536149
-0.927300265487876,0.673465573050457,0.616380526213868,1.02062072615966,0.965609099170535,1.15203903268411,1.50970271219279
1.19347443961468,0.673465573050457,-1.16427432729286,-1.02062072615966,-0.603505686981584,-0.98746202801495,-0.943564195120496
-1.0052411147585,0.673465573050457,-1.16427432729286,-2.04124145231932,0.965609099170535,1.15203903268411,0.283069258536149
NA,NA,NA,NA,NA,NA,NA
-0.0175484174215539,-1.07754491688073,0.616380526213868,-1.02062072615966,0.965609099170535,-0.98746202801495,-0.943564195120496
-1.16301719279402,0.673465573050457,-1.16427432729286,-1.02062072615966,-0.603505686981584,-0.98746202801495,0.283069258536149
-0.92035836280455,0.673465573050457,0.616380526213868,0,0.965609099170535,1.15203903268411,0.283069258536149
-0.83261637683634,0.673465573050457,0.616380526213868,0,-0.603505686981584,1.15203903268411,1.50970271219279
0.198618001213211,-1.07754491688073,0.616380526213868,0,-0.603505686981584,-0.98746202801495,0.283069258536149
-0.482165593233129,0.673465573050457,-1.16427432729286,1.02062072615966,0.965609099170535,1.15203903268411,0.283069258536149
NA,NA,NA,NA,NA,NA,NA
1.42142748619878,-1.07754491688073,0.616380526213868,0,-2.1726204731337,-0.98746202801495,-2.17019764877714
0.147581903653513,0.673465573050457,0.616380526213868,0,-0.603505686981584,-0.98746202801495,0.283069258536149
NA,NA,NA,NA,NA,NA,NA
-0.81227517783558,-1.07754491688073,0.616380526213868,0,-0.603505686981584,1.15203903268411,0.283069258536149
NA,NA,NA,NA,NA,NA,NA
1.58670750131046,-1.07754491688073,0.616380526213868,1.02062072615966,0.965609099170535,0.0822885023345793,1.50970271219279
-0.141555366406435,-1.07754491688073,-1.16427432729286,0,0.965609099170535,1.15203903268411,0.283069258536149
-0.45037793794627,-1.07754491688073,0.616380526213868,-1.02062072615966,-0.603505686981584,0.0822885023345793,0.283069258536149
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.52985718465581,0.673465573050457,-1.16427432729286,-1.02062072615966,0.965609099170535,1.15203903268411,0.283069258536149
-0.764985619118104,-1.07754491688073,-1.16427432729286,-2.04124145231932,-0.603505686981584,-0.98746202801495,-2.17019764877714
-0.165994232698018,2.42447606298164,0.616380526213868,1.02062072615966,0.965609099170535,-0.98746202801495,0.283069258536149
-0.864994675900069,0.673465573050457,0.616380526213868,0,0.965609099170535,0.0822885023345793,0.283069258536149
2.21058822399145,-1.07754491688073,0.616380526213868,1.02062072615966,-0.603505686981584,1.15203903268411,0.283069258536149
