"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.35638036439967,0,-0.105091277976944,-0.999731146654638,0.338501600193165,-0.232210182006412,0.105091277976944,0.33166247903554,-0.288675134594813,-0.809173593712687,-0.288675134594813
-0.10131885188451,1.6583123951777,1.15600405774638,0.845926354861617,0.338501600193165,-0.232210182006412,0.105091277976944,0.33166247903554,-0.288675134594813,-0.809173593712687,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.76831673814174,-1.6583123951777,-0.105091277976944,0.845926354861617,-0.67700320038633,-0.232210182006412,0.105091277976944,0.33166247903554,1.44337567297406,1.13284303119776,-0.288675134594813
1.51543851368637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0,1.15600405774638,0.845926354861617,-0.67700320038633,1.16105091003206,0.105091277976944,0.33166247903554,1.44337567297406,1.13284303119776,-0.288675134594813
-1.3028831135476,0,-1.36618661370027,-0.999731146654638,-1.69250800096583,-0.232210182006412,-1.15600405774638,-0.99498743710662,-0.288675134594813,-0.809173593712687,-0.288675134594813
0.84640644923175,0,-0.105091277976944,-0.0769023958965108,1.35400640077266,1.16105091003206,1.36618661370027,1.6583123951777,1.44337567297406,1.13284303119776,-0.288675134594813
0.17084178384002,-1.6583123951777,-1.36618661370027,-0.0769023958965108,-0.67700320038633,-0.232210182006412,-2.41709939346971,-2.32163735324878,-0.288675134594813,-0.809173593712687,-0.288675134594813
-0.889080673878891,0,-0.105091277976944,-0.999731146654638,-0.67700320038633,-1.62547127404488,0.105091277976944,-0.99498743710662,-2.02072594216369,1.13284303119776,-0.288675134594813
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.508567656694047,0,1.15600405774638,0.845926354861617,1.35400640077266,1.16105091003206,0.105091277976944,0.33166247903554,-0.288675134594813,-0.809173593712687,-0.288675134594813
-0.927565767831874,1.6583123951777,-1.36618661370027,0.845926354861617,-0.67700320038633,-1.62547127404488,0.105091277976944,0.33166247903554,-0.288675134594813,-0.809173593712687,3.17542648054294
1.2910068161345,0,1.15600405774638,0.845926354861617,1.35400640077266,1.16105091003206,1.36618661370027,0.33166247903554,-0.288675134594813,1.13284303119776,-0.288675134594813
0.493786127202221,0,-0.105091277976944,-1.92255989741277,0.338501600193165,-0.232210182006412,0.105091277976944,0.33166247903554,-0.288675134594813,-0.809173593712687,-0.288675134594813
