"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
0.4145325190593,0.12974982402692,0.42174116783665,-2.02259958738973,0.720749970156447,0.688395100442577,1.11803398874989,0.301511344577763,0.39336862882433,0.870388279778489,0.572077553547355,0,1.08980882931709,-0.539359889970594,0.720749970156447,0.583874208121143,1.47513235809124
-0.0117677861350111,0.12974982402692,0.42174116783665,0.943879807448539,0.720749970156447,0.688395100442577,-1.11803398874989,0.301511344577763,0.39336862882433,-1.04446593573419,0.572077553547355,-1.29099444873581,-0.242179739848241,0.943879807448539,-1.26131244777378,0.583874208121143,-0.688395100442577
-0.371193198902982,-1.29749824026921,-1.12464311423107,-0.539359889970594,-2.2523436567389,-0.39336862882433,-1.11803398874989,0.301511344577763,-2.85192255897639,-1.04446593573419,-2.28831021418942,-1.29099444873581,-1.57416830901357,-2.02259958738973,-1.26131244777378,-1.55699788832305,1.47513235809124
-1.08448682195679,0.12974982402692,0.42174116783665,0.943879807448539,0.720749970156447,-2.55689608735814,-1.11803398874989,-3.01511344577764,-0.688395100442577,0.870388279778489,0.572077553547355,0,-0.242179739848241,-0.539359889970594,-1.26131244777378,-1.55699788832305,0.39336862882433
-0.758142284085833,-1.29749824026921,0.42174116783665,0.943879807448539,0.720749970156447,-0.39336862882433,1.11803398874989,0.301511344577763,0.39336862882433,0.870388279778489,NA,-1.29099444873581,-1.57416830901357,0.943879807448539,0.720749970156447,0.583874208121143,1.47513235809124
0.867334385625082,-1.29749824026921,0.42174116783665,0.943879807448539,-0.270281238808668,0.688395100442577,1.11803398874989,0.301511344577763,0.39336862882433,-1.04446593573419,-0.858116330321033,0,-0.242179739848241,-0.539359889970594,0.720749970156447,0.583874208121143,-0.688395100442577
-0.159196832978618,0.12974982402692,0.42174116783665,-0.539359889970594,0.720749970156447,-0.39336862882433,0,0.301511344577763,0.39336862882433,0.870388279778489,0.572077553547355,1.29099444873581,1.08980882931709,-0.539359889970594,0.720749970156447,-1.55699788832305,-0.688395100442577
1.53690476797602,1.55699788832305,0.42174116783665,-0.539359889970594,-0.270281238808668,0.688395100442577,1.11803398874989,0.301511344577763,0.39336862882433,-1.04446593573419,0.572077553547355,1.29099444873581,1.08980882931709,0.943879807448539,0.720749970156447,0.583874208121143,-0.688395100442577
0.351030850488598,0.12974982402692,0.42174116783665,-0.539359889970594,-0.270281238808668,-0.39336862882433,0,0.301511344577763,0.39336862882433,-1.04446593573419,0.572077553547355,0,-0.242179739848241,0.943879807448539,0.720749970156447,0.583874208121143,-0.688395100442577
1.08538128487177,1.55699788832305,0.42174116783665,-0.539359889970594,-1.26131244777378,0.688395100442577,-1.11803398874989,0.301511344577763,0.39336862882433,0.870388279778489,0.572077553547355,1.29099444873581,1.08980882931709,0.943879807448539,0.720749970156447,0.583874208121143,-0.688395100442577
-1.87039688396154,0.12974982402692,-2.67102739629878,0.943879807448539,0.720749970156447,0.688395100442577,0,0.301511344577763,0.39336862882433,0.870388279778489,-0.858116330321033,0,-0.242179739848241,-0.539359889970594,-1.26131244777378,0.583874208121143,-0.688395100442577
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
