"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q23e_num",142,52,36.62
"TX_RESP_Q10d_num",142,51,35.92
"TX_RESP_Q21c_num",142,51,35.92
"TX_RESP_Q22e_num",142,51,35.92
"TX_RESP_Q22f_num",142,51,35.92
"TX_RESP_Q23c_num",142,51,35.92
"TX_RESP_Q23h_num",142,51,35.92
"TX_RESP_Q10a_num",142,50,35.21
"TX_RESP_Q10b_num",142,50,35.21
"TX_RESP_Q10c_num",142,50,35.21
"TX_RESP_Q10e_num",142,50,35.21
"TX_RESP_Q10f_num",142,50,35.21
"TX_RESP_Q21a_num",142,50,35.21
"TX_RESP_Q21b_num",142,50,35.21
"TX_RESP_Q21d_num",142,50,35.21
"TX_RESP_Q21e_num",142,50,35.21
"TX_RESP_Q22h_num",142,50,35.21
"TX_RESP_Q23b_num",142,50,35.21
"TX_RESP_Q23d_num",142,50,35.21
"TX_RESP_Q23f_num",142,50,35.21
"TX_RESP_Q23g_num",142,50,35.21
"TX_RESP_Q23i_num",142,50,35.21
"TX_RESP_Q19_num",142,50,35.21
"TX_RESP_Q20_num",142,50,35.21
"TX_RESP_Q22a_num",142,49,34.51
"TX_RESP_Q22b_num",142,49,34.51
"TX_RESP_Q22c_num",142,49,34.51
"TX_RESP_Q22d_num",142,49,34.51
"TX_RESP_Q22g_num",142,49,34.51
"TX_RESP_Q23a_num",142,49,34.51
"TX_RESP_Q01",142,0,0
"TX_RESP_Q02",142,0,0
"TX_RESP_Q03",142,0,0
"TX_RESP_Q04",142,0,0
"TX_RESP_Q05a",142,0,0
"TX_RESP_Q05b",142,0,0
"TX_RESP_Q05c",142,0,0
"TX_RESP_Q06",142,0,0
"TX_RESP_Q07a",142,0,0
"TX_RESP_Q07b",142,0,0
"TX_RESP_Q07c",142,0,0
"TX_RESP_Q07d",142,0,0
"TX_RESP_Q07e",142,0,0
"TX_RESP_Q08",142,0,0
"TX_RESP_Q09",142,0,0
"TX_RESP_Q10a",142,0,0
"TX_RESP_Q10b",142,0,0
"TX_RESP_Q10c",142,0,0
"TX_RESP_Q10d",142,0,0
"TX_RESP_Q10e",142,0,0
"TX_RESP_Q10f",142,0,0
"TX_RESP_Q11a",142,0,0
"TX_RESP_Q11b",142,0,0
"TX_RESP_Q11c",142,0,0
"TX_RESP_Q12a",142,0,0
"TX_RESP_Q12b",142,0,0
"TX_RESP_Q12c",142,0,0
"TX_RESP_Q12d",142,0,0
"TX_RESP_Q12e",142,0,0
"TX_RESP_Q12f",142,0,0
"TX_RESP_Q12g",142,0,0
"TX_RESP_Q13a",142,0,0
"TX_RESP_Q13b",142,0,0
"TX_RESP_Q13c",142,0,0
"TX_RESP_Q13d",142,0,0
"TX_RESP_Q13e",142,0,0
"TX_RESP_Q13f",142,0,0
"TX_RESP_Q13g",142,0,0
"TX_RESP_Q13h",142,0,0
"TX_RESP_Q13i",142,0,0
"TX_RESP_Q14",142,0,0
"TX_RESP_Q15a",142,0,0
"TX_RESP_Q15b",142,0,0
"TX_RESP_Q16",142,0,0
"TX_RESP_Q17",142,0,0
"TX_RESP_Q18",142,0,0
"TX_RESP_Q19",142,0,0
"TX_RESP_Q20",142,0,0
"TX_RESP_Q21a",142,0,0
"TX_RESP_Q21b",142,0,0
"TX_RESP_Q21c",142,0,0
"TX_RESP_Q21d",142,0,0
"TX_RESP_Q21e",142,0,0
"TX_RESP_Q22a",142,0,0
"TX_RESP_Q22b",142,0,0
"TX_RESP_Q22c",142,0,0
"TX_RESP_Q22d",142,0,0
"TX_RESP_Q22e",142,0,0
"TX_RESP_Q22f",142,0,0
"TX_RESP_Q22g",142,0,0
"TX_RESP_Q22h",142,0,0
"TX_RESP_Q23a",142,0,0
"TX_RESP_Q23b",142,0,0
"TX_RESP_Q23c",142,0,0
"TX_RESP_Q23d",142,0,0
"TX_RESP_Q23e",142,0,0
"TX_RESP_Q23f",142,0,0
"TX_RESP_Q23g",142,0,0
"TX_RESP_Q23h",142,0,0
"TX_RESP_Q23i",142,0,0
"TX_RESP_Q24",142,0,0
"TX_RESP_Q25",142,0,0
