"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
-0.504329082612503,0.483045891539648,-1.23536477452052,0.341565025531987,-0.582575265003535,2.51158236516573,-0.483045891539648,-1.16840666266212,1.08012344973464,-0.258198889747161
0.35248096160179,0.483045891539648,0.449223554371097,-0.683130051063973,-0.582575265003535,-1.52488929313634,-0.483045891539648,-1.16840666266212,1.08012344973464,-0.258198889747161
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.92420485498277,-1.93218356615859,-1.23536477452052,0.341565025531987,-0.582575265003535,1.16609181239838,1.93218356615859,1.33532190018528,1.08012344973464,-0.258198889747161
0.0466104878367287,-1.93218356615859,1.2915177188169,0.341565025531987,1.60208197875972,1.16609181239838,-0.483045891539648,0.0834576187615803,-0.540061724867322,-0.258198889747161
0.411090375213087,0.483045891539648,-0.39307061007471,1.36626010212795,1.60208197875972,-0.179398740368981,1.93218356615859,1.33532190018528,1.08012344973464,-0.258198889747161
0.621818501690843,0.483045891539648,-0.39307061007471,1.36626010212795,-0.582575265003535,-0.179398740368981,-0.483045891539648,-1.16840666266212,-0.540061724867322,-0.258198889747161
-0.384889466534903,0.483045891539648,1.2915177188169,0.341565025531987,1.60208197875972,-0.179398740368981,-0.483045891539648,0.0834576187615803,-0.540061724867322,-0.258198889747161
-0.766369260926415,-1.93218356615859,-1.23536477452052,-0.683130051063973,-0.582575265003535,-0.179398740368981,1.93218356615859,1.33532190018528,1.08012344973464,-0.258198889747161
2.03473572561507,0.483045891539648,0.449223554371097,-0.683130051063973,-0.582575265003535,-0.179398740368981,-0.483045891539648,0.0834576187615803,-0.540061724867322,-0.258198889747161
-0.902963223656682,0.483045891539648,-0.39307061007471,-1.70782512765993,-0.582575265003535,-0.179398740368981,-0.483045891539648,1.33532190018528,1.08012344973464,-0.258198889747161
-0.232071204656161,0.483045891539648,1.2915177188169,1.36626010212795,-0.582575265003535,-1.52488929313634,-0.483045891539648,0.0834576187615803,-0.540061724867322,-0.258198889747161
-0.474274120891641,0.483045891539648,0.449223554371097,-1.70782512765993,-0.582575265003535,-0.179398740368981,-0.483045891539648,0.0834576187615803,-0.540061724867322,-0.258198889747161
-0.691038843684355,0.483045891539648,-1.23536477452052,-0.683130051063973,-0.582575265003535,-0.179398740368981,-0.483045891539648,-1.16840666266212,-0.540061724867322,-0.258198889747161
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.23388675749784,0.483045891539648,1.2915177188169,0.341565025531987,1.60208197875972,-0.179398740368981,-0.483045891539648,0.0834576187615803,-0.540061724867322,3.61478445646026
1.17951724849006,0.483045891539648,-0.39307061007471,0.341565025531987,-0.582575265003535,-0.179398740368981,-0.483045891539648,-1.16840666266212,-2.16024689946929,-0.258198889747161
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
