"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23h_num"
-0.562824621990939,0.909524074751841,0.213217572165919,-0.2,-0.136164505405002,-0.887452993422176
-0.946179723653351,0.909524074751841,0.213217572165919,1.05,-0.136164505405002,-0.887452993422176
0.332499880749941,-1.61693168844772,-0.810226774230492,1.05,0.998539706303348,0.819187378543547
0.961093535441021,-0.353703806847938,1.23666191856233,-0.2,-0.136164505405002,0.819187378543547
0.0628582680913665,-0.353703806847938,-0.810226774230492,1.05,0.998539706303348,0.819187378543547
-0.750603944630024,0.909524074751841,0.213217572165919,-1.45,0.998539706303348,-0.887452993422176
0.22222041884207,0.909524074751841,0.213217572165919,-0.2,-2.4055729288217,-0.887452993422176
0.0640976211129383,-1.61693168844772,-1.8336711206269,-0.2,0.998539706303348,0.819187378543547
-0.11213573551334,-0.353703806847938,0.213217572165919,-0.2,0.998539706303348,0.819187378543547
0.918556010143693,-0.353703806847938,1.23666191856233,1.05,0.998539706303348,0.819187378543547
1.27537467820856,-1.61693168844772,NA,-0.2,-1.27086871711335,-0.887452993422176
1.17016030382904,0.909524074751841,-0.810226774230492,-0.2,-1.27086871711335,0.819187378543547
0.657648238060489,0.909524074751841,0.213217572165919,1.05,-0.136164505405002,-0.887452993422176
-0.14510070235146,-0.353703806847938,0.213217572165919,1.05,0.998539706303348,0.819187378543547
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.529044440256345,0.909524074751841,1.23666191856233,1.05,0.998539706303348,0.819187378543547
1.24066649806457,-1.61693168844772,1.23666191856233,-0.2,-2.4055729288217,-0.887452993422176
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.01620859981814,0.909524074751841,1.23666191856233,1.05,-0.136164505405002,0.819187378543547
1.02544627354186,-0.353703806847938,1.23666191856233,1.05,-0.136164505405002,0.819187378543547
-2.93223108231414,0.909524074751841,-0.810226774230492,-0.2,-0.136164505405002,-2.5940933653879
-0.4903330532487,-1.61693168844772,-0.810226774230492,-1.45,-0.136164505405002,-0.887452993422176
-0.0130150367748525,-0.353703806847938,-1.8336711206269,-2.7,-0.136164505405002,0.819187378543547
-0.665657437021511,-0.353703806847938,1.23666191856233,-0.2,-0.136164505405002,-0.887452993422176
-0.220444747685958,0.909524074751841,-0.810226774230492,-1.45,-0.136164505405002,0.819187378543547
-1.07815329062836,0.909524074751841,-0.810226774230492,-0.2,-0.136164505405002,0.819187378543547
-1.5591953903474,0.909524074751841,-0.810226774230492,-0.2,0.998539706303348,-0.887452993422176
